Study Name	PremaTech_CVD_SiC_Heating_Trial_W_CoPremaTech_CVD_SiC_Heating_Wcoat
Sample Name	2025-05-14
Run Name	Heating_trial_165C
Operator	Keshav
Date	5/14/2025
Time	19:15
Sign	NEG
Grating Spacing	06.40um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	1
dt	50.000001E-12
time stamp (ms)	7:16:13 PM
	
Time	Amplitude
0.000000E+0	-9.506903E-4
5.000000E-11	-9.301349E-4
1.000000E-10	-9.112924E-4
1.500000E-10	-9.044406E-4
2.000000E-10	-9.164313E-4
2.500000E-10	-9.489773E-4
3.000000E-10	-1.003792E-3
3.500000E-10	-1.079162E-3
4.000000E-10	-1.185364E-3
4.500000E-10	-1.298419E-3
5.000000E-10	-1.385780E-3
5.500000E-10	-1.447446E-3
6.000000E-10	-1.491982E-3
6.500000E-10	-1.502260E-3
7.000000E-10	-1.471427E-3
7.500000E-10	-1.402909E-3
8.000000E-10	-1.322400E-3
8.500000E-10	-1.248744E-3
9.000000E-10	-1.187077E-3
9.500000E-10	-1.133976E-3
1.000000E-9	-1.101430E-3
1.050000E-9	-1.094578E-3
1.100000E-9	-1.109995E-3
1.150000E-9	-1.147680E-3
1.200000E-9	-1.195642E-3
1.250000E-9	-1.229901E-3
1.300000E-9	-1.245318E-3
1.350000E-9	-1.259021E-3
1.400000E-9	-1.267586E-3
1.450000E-9	-1.271012E-3
1.500000E-9	-1.269299E-3
1.550000E-9	-1.248744E-3
1.600000E-9	-1.202494E-3
1.650000E-9	-1.159670E-3
1.700000E-9	-1.130550E-3
1.750000E-9	-1.101430E-3
1.800000E-9	-1.075736E-3
1.850000E-9	-1.075736E-3
1.900000E-9	-1.092865E-3
1.950000E-9	-1.111708E-3
2.000000E-9	-1.132263E-3
2.050000E-9	-1.159670E-3
2.100000E-9	-1.199068E-3
2.150000E-9	-1.229901E-3
2.200000E-9	-1.229901E-3
2.250000E-9	-1.216198E-3
2.300000E-9	-1.212772E-3
2.350000E-9	-1.199068E-3
2.400000E-9	-1.151105E-3
2.450000E-9	-1.089439E-3
2.500000E-9	-1.032912E-3
2.550000E-9	-9.575421E-4
2.600000E-9	-8.650428E-4
2.650000E-9	-7.999507E-4
2.700000E-9	-7.793953E-4
2.750000E-9	-7.776823E-4
