Study Name	PremaTech_CVD_SiC_Heating_Trial_W_CoPremaTech_CVD_SiC_Heating_Wcoat
Sample Name	2025-04-13
Run Name	Heating_trial_330C
Operator	Keshav
Date	5/14/2025
Time	21:18
Sign	POS
Grating Spacing	06.40um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	2
dt	50.000001E-12
time stamp (ms)	9:19:57 PM
	
Time	Amplitude
0.000000E+0	-6.577634E-4
5.000000E-11	-6.149397E-4
1.000000E-10	-5.738289E-4
1.500000E-10	-5.327181E-4
2.000000E-10	-5.121627E-4
2.500000E-10	-5.104497E-4
3.000000E-10	-5.224404E-4
3.500000E-10	-5.310051E-4
4.000000E-10	-5.241533E-4
4.500000E-10	-5.053109E-4
5.000000E-10	-4.864684E-4
5.500000E-10	-4.607742E-4
6.000000E-10	-4.248022E-4
6.500000E-10	-4.162375E-4
7.000000E-10	-4.299411E-4
7.500000E-10	-4.196634E-4
8.000000E-10	-3.888303E-4
8.500000E-10	-3.717008E-4
9.000000E-10	-3.614231E-4
9.500000E-10	-3.408677E-4
1.000000E-9	-3.374418E-4
1.050000E-9	-3.597101E-4
1.100000E-9	-3.836914E-4
1.150000E-9	-4.128116E-4
1.200000E-9	-4.676260E-4
1.250000E-9	-5.190145E-4
1.300000E-9	-5.378569E-4
1.350000E-9	-5.327181E-4
1.400000E-9	-5.087368E-4
1.450000E-9	-4.573483E-4
1.500000E-9	-4.008209E-4
1.550000E-9	-3.545713E-4
1.600000E-9	-3.151734E-4
1.650000E-9	-2.963310E-4
1.700000E-9	-2.980439E-4
1.750000E-9	-3.134605E-4
1.800000E-9	-3.477195E-4
1.850000E-9	-4.093857E-4
1.900000E-9	-4.847555E-4
1.950000E-9	-5.584123E-4
2.000000E-9	-6.252174E-4
2.050000E-9	-6.817447E-4
2.100000E-9	-7.262814E-4
2.150000E-9	-7.691052E-4
2.200000E-9	-7.930865E-4
2.250000E-9	-7.691052E-4
2.300000E-9	-7.023001E-4
2.350000E-9	-6.115138E-4
2.400000E-9	-5.035979E-4
2.450000E-9	-3.991080E-4
2.500000E-9	-3.151734E-4
2.550000E-9	-2.380907E-4
2.600000E-9	-1.764244E-4
2.650000E-9	-1.661467E-4
2.700000E-9	-1.969798E-4
2.750000E-9	-2.449425E-4
2.800000E-9	-3.151734E-4
2.850000E-9	-4.145245E-4
2.900000E-9	-5.173015E-4
2.950000E-9	-6.269303E-4
3.000000E-9	-7.639663E-4
3.050000E-9	-9.112800E-4
3.100000E-9	-1.027761E-3
3.150000E-9	-1.113408E-3
3.200000E-9	-1.178500E-3
3.250000E-9	-1.205907E-3
3.300000E-9	-1.195630E-3
3.350000E-9	-1.168223E-3
3.400000E-9	-1.120260E-3
3.450000E-9	-1.038038E-3
3.500000E-9	-9.404002E-4
3.550000E-9	-8.427620E-4
3.600000E-9	-7.434109E-4
3.650000E-9	-6.474857E-4
3.700000E-9	-5.721159E-4
3.750000E-9	-5.207274E-4
3.800000E-9	-4.898943E-4
3.850000E-9	-4.779037E-4
3.900000E-9	-4.761907E-4
3.950000E-9	-4.881814E-4
4.000000E-9	-5.207274E-4
4.050000E-9	-5.584123E-4
4.100000E-9	-5.772548E-4
4.150000E-9	-5.686900E-4
4.200000E-9	-5.241533E-4
4.250000E-9	-4.487835E-4
4.300000E-9	-3.579972E-4
4.350000E-9	-2.654979E-4
4.400000E-9	-1.884151E-4
4.450000E-9	-1.473043E-4
4.500000E-9	-1.507302E-4
4.550000E-9	-1.867021E-4
4.600000E-9	-2.689238E-4
4.650000E-9	-4.025339E-4
4.700000E-9	-5.652641E-4
4.750000E-9	-7.468368E-4
4.800000E-9	-9.386872E-4
4.850000E-9	-1.106556E-3
4.900000E-9	-1.235028E-3
4.950000E-9	-1.320675E-3
5.000000E-9	-1.354934E-3
5.050000E-9	-1.318962E-3
5.100000E-9	-1.228176E-3
5.150000E-9	-1.104843E-3
5.200000E-9	-9.592426E-4
5.250000E-9	-8.136419E-4
5.300000E-9	-6.800318E-4
5.350000E-9	-5.652641E-4
5.400000E-9	-4.898943E-4
5.450000E-9	-4.710519E-4
5.500000E-9	-4.881814E-4
5.550000E-9	-5.104497E-4
5.600000E-9	-5.258663E-4
5.650000E-9	-5.395699E-4
5.700000E-9	-5.652641E-4
5.750000E-9	-6.012361E-4
5.800000E-9	-6.372080E-4
5.850000E-9	-6.680411E-4
5.900000E-9	-7.023001E-4
5.950000E-9	-7.468368E-4
6.000000E-9	-7.845217E-4
6.050000E-9	-8.067901E-4
6.100000E-9	-8.256325E-4
6.150000E-9	-8.496138E-4
6.200000E-9	-8.753081E-4
6.250000E-9	-8.855858E-4
6.300000E-9	-8.804469E-4
6.350000E-9	-8.650304E-4
6.400000E-9	-8.410491E-4
6.450000E-9	-8.067901E-4
6.500000E-9	-7.776699E-4
6.550000E-9	-7.571145E-4
6.600000E-9	-7.536886E-4
6.650000E-9	-7.639663E-4
6.700000E-9	-7.862347E-4
6.750000E-9	-8.136419E-4
6.800000E-9	-8.461879E-4
6.850000E-9	-8.701692E-4
6.900000E-9	-8.907246E-4
6.950000E-9	-9.078541E-4
7.000000E-9	-9.181318E-4
7.050000E-9	-8.992894E-4
7.100000E-9	-8.581786E-4
7.150000E-9	-8.222066E-4
7.200000E-9	-7.776699E-4
7.250000E-9	-7.211426E-4
7.300000E-9	-6.663282E-4
7.350000E-9	-6.217915E-4
7.400000E-9	-5.841066E-4
7.450000E-9	-5.498476E-4
7.500000E-9	-5.224404E-4
7.550000E-9	-4.933202E-4
7.600000E-9	-4.607742E-4
7.650000E-9	-4.316540E-4
7.700000E-9	-4.008209E-4
7.750000E-9	-3.682749E-4
7.800000E-9	-3.408677E-4
7.850000E-9	-3.151734E-4
7.900000E-9	-2.963310E-4
7.950000E-9	-2.929051E-4
8.000000E-9	-3.048957E-4
8.050000E-9	-3.305900E-4
8.100000E-9	-3.665619E-4
8.150000E-9	-4.128116E-4
8.200000E-9	-4.539224E-4
8.250000E-9	-4.950332E-4
8.300000E-9	-5.566994E-4
8.350000E-9	-6.303562E-4
8.400000E-9	-7.005872E-4
8.450000E-9	-7.742440E-4
8.500000E-9	-8.581786E-4
8.550000E-9	-9.386872E-4
8.600000E-9	-1.002066E-3
8.650000E-9	-1.048316E-3
8.700000E-9	-1.079149E-3
8.750000E-9	-1.089427E-3
8.800000E-9	-1.072297E-3
8.850000E-9	-1.034612E-3
8.900000E-9	-9.780851E-4
8.950000E-9	-9.044282E-4
9.000000E-9	-8.016512E-4
9.050000E-9	-6.766059E-4
9.100000E-9	-5.618382E-4
9.150000E-9	-4.659130E-4
9.200000E-9	-3.802655E-4
9.250000E-9	-3.066087E-4
9.300000E-9	-2.672108E-4
9.350000E-9	-2.552202E-4
9.400000E-9	-2.620720E-4
9.450000E-9	-2.963310E-4
9.500000E-9	-3.717008E-4
9.550000E-9	-4.607742E-4
9.600000E-9	-5.481346E-4
9.650000E-9	-6.457728E-4
9.700000E-9	-7.502627E-4
9.750000E-9	-8.513268E-4
9.800000E-9	-9.523908E-4
9.850000E-9	-1.051742E-3
9.900000E-9	-1.120260E-3
9.950000E-9	-1.144241E-3
1.000000E-8	-1.144241E-3
1.005000E-8	-1.127112E-3
1.010000E-8	-1.067158E-3
1.015000E-8	-9.575297E-4
1.020000E-8	-8.170678E-4
1.025000E-8	-6.748929E-4
1.030000E-8	-5.481346E-4
1.035000E-8	-4.333670E-4
1.040000E-8	-3.340159E-4
1.045000E-8	-2.826274E-4
1.050000E-8	-2.826274E-4
1.055000E-8	-3.237382E-4
1.060000E-8	-4.128116E-4
1.065000E-8	-5.515605E-4
1.070000E-8	-7.040131E-4
1.075000E-8	-8.410491E-4
1.080000E-8	-9.489649E-4
1.085000E-8	-1.010631E-3
1.090000E-8	-1.014057E-3
1.095000E-8	-9.575297E-4
1.100000E-8	-8.410491E-4
1.105000E-8	-7.005872E-4
1.110000E-8	-5.686900E-4
1.115000E-8	-4.504965E-4
1.120000E-8	-3.477195E-4
1.125000E-8	-2.809144E-4
1.130000E-8	-2.723497E-4
1.135000E-8	-3.100346E-4
1.140000E-8	-3.836914E-4
1.145000E-8	-4.967461E-4
1.150000E-8	-6.200785E-4
1.155000E-8	-7.348462E-4
1.160000E-8	-8.530397E-4
1.165000E-8	-9.660944E-4
1.170000E-8	-1.034612E-3
1.175000E-8	-1.056881E-3
1.180000E-8	-1.058594E-3
1.185000E-8	-1.053455E-3
1.190000E-8	-1.038038E-3
1.195000E-8	-1.019196E-3
1.200000E-8	-1.010631E-3
1.205000E-8	-1.019196E-3
1.210000E-8	-1.039751E-3
1.215000E-8	-1.068871E-3
1.220000E-8	-1.106556E-3
1.225000E-8	-1.139102E-3
1.230000E-8	-1.152806E-3
1.235000E-8	-1.154519E-3
1.240000E-8	-1.145954E-3
1.245000E-8	-1.121973E-3
1.250000E-8	-1.070584E-3
1.255000E-8	-9.900757E-4
1.260000E-8	-8.872987E-4
1.265000E-8	-7.793829E-4
1.270000E-8	-6.800318E-4
1.275000E-8	-5.926713E-4
1.280000E-8	-5.155886E-4
1.285000E-8	-4.539224E-4
1.290000E-8	-4.145245E-4
1.295000E-8	-3.854044E-4
1.300000E-8	-3.579972E-4
1.305000E-8	-3.340159E-4
1.310000E-8	-3.168864E-4
1.315000E-8	-2.946180E-4
1.320000E-8	-2.569331E-4
1.325000E-8	-2.261000E-4
1.330000E-8	-2.021187E-4
1.335000E-8	-1.832762E-4
1.340000E-8	-1.849892E-4
1.345000E-8	-2.192482E-4
1.350000E-8	-2.723497E-4
1.355000E-8	-3.374418E-4
1.360000E-8	-4.419317E-4
1.365000E-8	-5.721159E-4
1.370000E-8	-6.971613E-4
1.375000E-8	-8.204937E-4
1.380000E-8	-9.404002E-4
1.385000E-8	-1.032899E-3
1.390000E-8	-1.079149E-3
1.395000E-8	-1.096279E-3
1.400000E-8	-1.094566E-3
1.405000E-8	-1.072297E-3
1.410000E-8	-1.027761E-3
1.415000E-8	-9.678074E-4
1.420000E-8	-9.112800E-4
1.425000E-8	-8.701692E-4
1.430000E-8	-8.444750E-4
1.435000E-8	-8.359102E-4
1.440000E-8	-8.547527E-4
1.445000E-8	-8.872987E-4
1.450000E-8	-9.044282E-4
1.455000E-8	-8.941505E-4
1.460000E-8	-8.667433E-4
1.465000E-8	-8.256325E-4
1.470000E-8	-7.828088E-4
1.475000E-8	-7.399850E-4
1.480000E-8	-6.851706E-4
1.485000E-8	-6.200785E-4
1.490000E-8	-5.772548E-4
1.495000E-8	-5.652641E-4
1.500000E-8	-5.601253E-4
1.505000E-8	-5.481346E-4
1.510000E-8	-5.498476E-4
1.515000E-8	-5.704030E-4
1.520000E-8	-5.858195E-4
1.525000E-8	-5.926713E-4
1.530000E-8	-5.943843E-4
1.535000E-8	-5.772548E-4
1.540000E-8	-5.378569E-4
1.545000E-8	-4.881814E-4
1.550000E-8	-4.213763E-4
1.555000E-8	-3.442936E-4
1.560000E-8	-2.843403E-4
1.565000E-8	-2.569331E-4
1.570000E-8	-2.398036E-4
1.575000E-8	-2.346648E-4
1.580000E-8	-2.483684E-4
1.585000E-8	-2.706367E-4
1.590000E-8	-2.980439E-4
1.595000E-8	-3.511454E-4
1.600000E-8	-4.076727E-4
1.605000E-8	-4.402188E-4
1.610000E-8	-4.693389E-4
1.615000E-8	-5.104497E-4
1.620000E-8	-5.361440E-4
1.625000E-8	-5.292922E-4
1.630000E-8	-5.001720E-4
1.635000E-8	-4.659130E-4
1.640000E-8	-4.316540E-4
1.645000E-8	-3.836914E-4
1.650000E-8	-3.271641E-4
1.655000E-8	-2.826274E-4
1.660000E-8	-2.689238E-4
1.665000E-8	-2.603590E-4
1.670000E-8	-2.552202E-4
1.675000E-8	-2.723497E-4
1.680000E-8	-3.220252E-4
1.685000E-8	-3.871173E-4
1.690000E-8	-4.624871E-4
1.695000E-8	-5.532735E-4
1.700000E-8	-6.491987E-4
1.705000E-8	-7.382721E-4
1.710000E-8	-8.153548E-4
1.715000E-8	-8.753081E-4
1.720000E-8	-9.181318E-4
1.725000E-8	-9.489649E-4
1.730000E-8	-9.832239E-4
1.735000E-8	-1.008918E-3
1.740000E-8	-1.015770E-3
1.745000E-8	-9.917887E-4
1.750000E-8	-9.712333E-4
1.755000E-8	-9.660944E-4
1.760000E-8	-9.678074E-4
1.765000E-8	-9.849369E-4
1.770000E-8	-1.019196E-3
1.775000E-8	-1.062020E-3
1.780000E-8	-1.099705E-3
1.785000E-8	-1.132251E-3
1.790000E-8	-1.149380E-3
1.795000E-8	-1.149380E-3
1.800000E-8	-1.137389E-3
1.805000E-8	-1.096279E-3
1.810000E-8	-1.027761E-3
1.815000E-8	-9.386872E-4
1.820000E-8	-8.410491E-4
1.825000E-8	-7.348462E-4
1.830000E-8	-6.320692E-4
1.835000E-8	-5.498476E-4
1.840000E-8	-4.761907E-4
1.845000E-8	-4.282281E-4
1.850000E-8	-4.333670E-4
1.855000E-8	-4.744778E-4
1.860000E-8	-5.241533E-4
1.865000E-8	-5.909584E-4
1.870000E-8	-6.851706E-4
1.875000E-8	-7.691052E-4
1.880000E-8	-8.222066E-4
1.885000E-8	-8.701692E-4
1.890000E-8	-9.164189E-4
1.895000E-8	-9.352613E-4
1.900000E-8	-9.164189E-4
1.905000E-8	-8.804469E-4
1.910000E-8	-8.239196E-4
1.915000E-8	-7.468368E-4
1.920000E-8	-6.491987E-4
1.925000E-8	-5.549864E-4
1.930000E-8	-4.847555E-4
1.935000E-8	-4.282281E-4
1.940000E-8	-3.751267E-4
1.945000E-8	-3.340159E-4
1.950000E-8	-3.288770E-4
1.955000E-8	-3.460065E-4
1.960000E-8	-3.699878E-4
1.965000E-8	-4.110986E-4
1.970000E-8	-4.779037E-4
1.975000E-8	-5.532735E-4
1.980000E-8	-6.149397E-4
1.985000E-8	-6.611893E-4
1.990000E-8	-7.057260E-4
1.995000E-8	-7.365591E-4
2.000000E-8	-7.434109E-4
2.005000E-8	-7.228555E-4
2.010000E-8	-6.885965E-4
2.015000E-8	-6.474857E-4
2.020000E-8	-6.080879E-4
2.025000E-8	-5.892454E-4
2.030000E-8	-5.806807E-4
2.035000E-8	-5.823936E-4
2.040000E-8	-6.046620E-4
2.045000E-8	-6.440598E-4
2.050000E-8	-6.594764E-4
2.055000E-8	-6.423469E-4
2.060000E-8	-6.183656E-4
2.065000E-8	-5.943843E-4
2.070000E-8	-5.481346E-4
2.075000E-8	-4.898943E-4
2.080000E-8	-4.487835E-4
2.085000E-8	-4.265152E-4
2.090000E-8	-4.128116E-4
2.095000E-8	-4.179504E-4
2.100000E-8	-4.487835E-4
2.105000E-8	-4.933202E-4
2.110000E-8	-5.481346E-4
2.115000E-8	-6.183656E-4
2.120000E-8	-6.885965E-4
2.125000E-8	-7.297073E-4
2.130000E-8	-7.468368E-4
2.135000E-8	-7.382721E-4
2.140000E-8	-6.971613E-4
2.145000E-8	-6.303562E-4
2.150000E-8	-5.584123E-4
2.155000E-8	-4.916073E-4
2.160000E-8	-4.230893E-4
2.165000E-8	-3.682749E-4
2.170000E-8	-3.408677E-4
2.175000E-8	-3.408677E-4
2.180000E-8	-3.597101E-4
2.185000E-8	-3.991080E-4
2.190000E-8	-4.676260E-4
2.195000E-8	-5.566994E-4
2.200000E-8	-6.372080E-4
