Study Name	PremaTech_CVD_SiC_Heating_Trial_W_CoPremaTech_CVD_SiC_Heating_Wcoat
Sample Name	2025-05-14
Run Name	Heating_trial_RT
Operator	Keshav
Date	5/14/2025
Time	17:46
Sign	NEG
Grating Spacing	06.40um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	31
dt	50.000001E-12
time stamp (ms)	6:19:01 PM
	
Time	Amplitude
0.000000E+0	-3.494448E-4
5.000000E-11	-3.648614E-4
1.000000E-10	-4.093981E-4
1.500000E-10	-4.556477E-4
2.000000E-10	-4.899067E-4
2.500000E-10	-5.156010E-4
3.000000E-10	-5.430082E-4
3.500000E-10	-5.549988E-4
4.000000E-10	-5.515729E-4
4.500000E-10	-5.412952E-4
5.000000E-10	-5.275916E-4
5.500000E-10	-5.121751E-4
6.000000E-10	-5.104621E-4
6.500000E-10	-5.310175E-4
7.000000E-10	-5.567118E-4
7.500000E-10	-5.687024E-4
8.000000E-10	-5.704154E-4
8.500000E-10	-5.961096E-4
9.000000E-10	-6.423593E-4
9.500000E-10	-6.680535E-4
1.000000E-9	-6.612017E-4
1.050000E-9	-6.303686E-4
1.100000E-9	-5.841190E-4
1.150000E-9	-5.224528E-4
1.200000E-9	-4.727772E-4
1.250000E-9	-4.385182E-4
1.300000E-9	-4.213887E-4
1.350000E-9	-4.299535E-4
1.400000E-9	-4.762031E-4
1.450000E-9	-5.549988E-4
1.500000E-9	-6.492111E-4
1.550000E-9	-7.605528E-4
1.600000E-9	-8.684687E-4
1.650000E-9	-9.575421E-4
1.700000E-9	-1.017495E-3
1.750000E-9	-1.029486E-3
1.800000E-9	-9.969399E-4
1.850000E-9	-9.455514E-4
1.900000E-9	-8.701816E-4
1.950000E-9	-7.571269E-4
2.000000E-9	-6.115262E-4
2.050000E-9	-4.830549E-4
2.100000E-9	-3.785650E-4
2.150000E-9	-2.792139E-4
2.200000E-9	-1.815757E-4
2.250000E-9	-1.233354E-4
2.300000E-9	-1.147707E-4
2.350000E-9	-1.250484E-4
2.400000E-9	-1.336131E-4
2.450000E-9	-1.593074E-4
2.500000E-9	-2.055570E-4
2.550000E-9	-2.552326E-4
2.600000E-9	-3.049081E-4
2.650000E-9	-3.477319E-4
2.700000E-9	-3.785650E-4
2.750000E-9	-4.042592E-4
2.800000E-9	-4.213887E-4
2.850000E-9	-4.368053E-4
2.900000E-9	-4.642125E-4
2.950000E-9	-5.138880E-4
3.000000E-9	-5.618506E-4
3.050000E-9	-6.081003E-4
3.100000E-9	-6.663406E-4
3.150000E-9	-7.297197E-4
3.200000E-9	-7.793953E-4
3.250000E-9	-8.119413E-4
3.300000E-9	-8.222190E-4
3.350000E-9	-8.068025E-4
3.400000E-9	-7.828212E-4
3.450000E-9	-7.639787E-4
3.500000E-9	-7.399974E-4
3.550000E-9	-7.005996E-4
3.600000E-9	-6.612017E-4
3.650000E-9	-6.063873E-4
3.700000E-9	-5.481470E-4
3.750000E-9	-5.190269E-4
3.800000E-9	-5.293046E-4
3.850000E-9	-5.635636E-4
