Study Name	PremaTech_CVD_SiC_Heating_Trial_W_CoPremaTech_CVD_SiC_Heating_Wcoat
Sample Name	2025-04-13
Run Name	Heating_trial_330C
Operator	Keshav
Date	5/14/2025
Time	21:18
Sign	POS
Grating Spacing	06.40um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	8
dt	50.000001E-12
time stamp (ms)	9:26:29 PM
	
Time	Amplitude
0.000000E+0	-8.359102E-4
5.000000E-11	-8.153548E-4
1.000000E-10	-7.930865E-4
1.500000E-10	-7.691052E-4
2.000000E-10	-7.228555E-4
2.500000E-10	-6.697541E-4
3.000000E-10	-6.252174E-4
3.500000E-10	-5.704030E-4
4.000000E-10	-5.035979E-4
4.500000E-10	-4.504965E-4
5.000000E-10	-4.025339E-4
5.500000E-10	-3.374418E-4
6.000000E-10	-2.672108E-4
6.500000E-10	-2.243870E-4
7.000000E-10	-1.884151E-4
7.500000E-10	-1.421654E-4
8.000000E-10	-1.061935E-4
8.500000E-10	-9.934170E-5
9.000000E-10	-1.113323E-4
9.500000E-10	-1.336007E-4
1.000000E-9	-1.781374E-4
1.050000E-9	-2.312389E-4
1.100000E-9	-2.774885E-4
1.150000E-9	-3.048957E-4
1.200000E-9	-3.203123E-4
1.250000E-9	-3.340159E-4
1.300000E-9	-3.442936E-4
1.350000E-9	-3.408677E-4
1.400000E-9	-3.237382E-4
1.450000E-9	-3.100346E-4
1.500000E-9	-2.963310E-4
1.550000E-9	-2.689238E-4
1.600000E-9	-2.449425E-4
1.650000E-9	-2.603590E-4
1.700000E-9	-3.254511E-4
1.750000E-9	-4.179504E-4
1.800000E-9	-5.241533E-4
1.850000E-9	-6.354951E-4
1.900000E-9	-7.331332E-4
1.950000E-9	-8.050771E-4
2.000000E-9	-8.564656E-4
2.050000E-9	-8.770210E-4
2.100000E-9	-8.718822E-4
2.150000E-9	-8.598915E-4
2.200000E-9	-8.461879E-4
2.250000E-9	-8.085030E-4
2.300000E-9	-7.536886E-4
2.350000E-9	-6.903095E-4
2.400000E-9	-6.132267E-4
2.450000E-9	-5.258663E-4
2.500000E-9	-4.385058E-4
2.550000E-9	-3.460065E-4
2.600000E-9	-2.620720E-4
2.650000E-9	-2.055446E-4
2.700000E-9	-1.764244E-4
2.750000E-9	-1.695726E-4
2.800000E-9	-1.815633E-4
2.850000E-9	-2.123964E-4
2.900000E-9	-2.689238E-4
2.950000E-9	-3.477195E-4
3.000000E-9	-4.539224E-4
3.050000E-9	-5.704030E-4
3.100000E-9	-6.748929E-4
3.150000E-9	-7.605404E-4
3.200000E-9	-8.170678E-4
3.250000E-9	-8.359102E-4
3.300000E-9	-8.085030E-4
3.350000E-9	-7.434109E-4
3.400000E-9	-6.611893E-4
3.450000E-9	-5.789677E-4
3.500000E-9	-4.898943E-4
3.550000E-9	-3.905432E-4
3.600000E-9	-2.946180E-4
3.650000E-9	-2.346648E-4
3.700000E-9	-2.141093E-4
3.750000E-9	-2.158223E-4
3.800000E-9	-2.415166E-4
3.850000E-9	-2.911921E-4
3.900000E-9	-3.511454E-4
3.950000E-9	-3.973950E-4
4.000000E-9	-4.196634E-4
4.050000E-9	-4.196634E-4
4.100000E-9	-3.939691E-4
4.150000E-9	-3.460065E-4
4.200000E-9	-2.689238E-4
4.250000E-9	-1.729985E-4
4.300000E-9	-7.707335E-5
4.350000E-9	-1.540714E-5
4.400000E-9	1.722357E-6
4.450000E-9	-3.416493E-6
4.500000E-9	-2.225894E-5
4.550000E-9	-6.165679E-5
4.600000E-9	-1.318877E-4
4.650000E-9	-2.243870E-4
4.700000E-9	-3.203123E-4
4.750000E-9	-4.059598E-4
4.800000E-9	-4.864684E-4
4.850000E-9	-5.755418E-4
4.900000E-9	-6.663282E-4
4.950000E-9	-7.331332E-4
5.000000E-9	-7.793829E-4
5.050000E-9	-8.170678E-4
5.100000E-9	-8.359102E-4
5.150000E-9	-8.187807E-4
5.200000E-9	-7.810958E-4
5.250000E-9	-7.399850E-4
5.300000E-9	-6.800318E-4
5.350000E-9	-5.943843E-4
5.400000E-9	-5.087368E-4
5.450000E-9	-4.367929E-4
5.500000E-9	-3.734137E-4
5.550000E-9	-3.237382E-4
5.600000E-9	-2.980439E-4
5.650000E-9	-2.860533E-4
5.700000E-9	-2.654979E-4
5.750000E-9	-2.535072E-4
5.800000E-9	-2.672108E-4
5.850000E-9	-2.911921E-4
5.900000E-9	-3.014698E-4
5.950000E-9	-3.151734E-4
6.000000E-9	-3.442936E-4
6.050000E-9	-3.888303E-4
6.100000E-9	-4.282281E-4
6.150000E-9	-4.624871E-4
6.200000E-9	-4.847555E-4
6.250000E-9	-4.984591E-4
6.300000E-9	-4.984591E-4
6.350000E-9	-4.642001E-4
6.400000E-9	-4.059598E-4
6.450000E-9	-3.597101E-4
6.500000E-9	-3.305900E-4
6.550000E-9	-2.894792E-4
6.600000E-9	-2.415166E-4
6.650000E-9	-2.038316E-4
6.700000E-9	-1.764244E-4
6.750000E-9	-1.507302E-4
6.800000E-9	-1.490172E-4
6.850000E-9	-1.781374E-4
6.900000E-9	-2.346648E-4
6.950000E-9	-2.997569E-4
7.000000E-9	-3.528583E-4
7.050000E-9	-3.888303E-4
7.100000E-9	-4.248022E-4
7.150000E-9	-4.539224E-4
7.200000E-9	-4.642001E-4
7.250000E-9	-4.642001E-4
7.300000E-9	-4.796166E-4
7.350000E-9	-4.933202E-4
7.400000E-9	-4.813296E-4
7.450000E-9	-4.539224E-4
7.500000E-9	-4.196634E-4
7.550000E-9	-3.905432E-4
7.600000E-9	-3.699878E-4
7.650000E-9	-3.648490E-4
7.700000E-9	-3.631360E-4
7.750000E-9	-3.665619E-4
7.800000E-9	-3.768396E-4
7.850000E-9	-3.922562E-4
7.900000E-9	-4.042468E-4
7.950000E-9	-4.008209E-4
8.000000E-9	-3.922562E-4
8.050000E-9	-3.905432E-4
8.100000E-9	-4.042468E-4
8.150000E-9	-4.093857E-4
8.200000E-9	-4.076727E-4
8.250000E-9	-4.076727E-4
8.300000E-9	-4.059598E-4
8.350000E-9	-3.939691E-4
8.400000E-9	-3.751267E-4
8.450000E-9	-3.494324E-4
8.500000E-9	-3.254511E-4
8.550000E-9	-3.031828E-4
8.600000E-9	-2.997569E-4
8.650000E-9	-3.168864E-4
8.700000E-9	-3.494324E-4
8.750000E-9	-3.888303E-4
8.800000E-9	-4.453576E-4
8.850000E-9	-5.241533E-4
8.900000E-9	-6.115138E-4
8.950000E-9	-6.937354E-4
9.000000E-9	-7.845217E-4
9.050000E-9	-8.941505E-4
9.100000E-9	-9.917887E-4
9.150000E-9	-1.039751E-3
9.200000E-9	-1.050029E-3
9.250000E-9	-1.039751E-3
9.300000E-9	-1.007205E-3
9.350000E-9	-9.472520E-4
9.400000E-9	-8.701692E-4
9.450000E-9	-7.965124E-4
9.500000E-9	-7.382721E-4
9.550000E-9	-7.057260E-4
9.600000E-9	-6.954483E-4
9.650000E-9	-7.194296E-4
9.700000E-9	-7.793829E-4
9.750000E-9	-8.513268E-4
9.800000E-9	-9.147059E-4
9.850000E-9	-9.678074E-4
9.900000E-9	-1.022622E-3
9.950000E-9	-1.068871E-3
1.000000E-8	-1.065446E-3
1.005000E-8	-1.020909E-3
1.010000E-8	-9.660944E-4
1.015000E-8	-9.095671E-4
1.020000E-8	-8.290584E-4
1.025000E-8	-7.536886E-4
1.030000E-8	-7.023001E-4
1.035000E-8	-6.731800E-4
1.040000E-8	-6.697541E-4
1.045000E-8	-7.040131E-4
1.050000E-8	-7.468368E-4
1.055000E-8	-7.725311E-4
1.060000E-8	-7.862347E-4
1.065000E-8	-7.845217E-4
1.070000E-8	-7.605404E-4
1.075000E-8	-7.177167E-4
1.080000E-8	-6.543375E-4
1.085000E-8	-5.721159E-4
1.090000E-8	-4.847555E-4
1.095000E-8	-3.939691E-4
1.100000E-8	-3.117475E-4
1.105000E-8	-2.637849E-4
1.110000E-8	-2.723497E-4
1.115000E-8	-3.185993E-4
1.120000E-8	-3.888303E-4
1.125000E-8	-4.950332E-4
1.130000E-8	-6.149397E-4
1.135000E-8	-7.399850E-4
1.140000E-8	-8.564656E-4
1.145000E-8	-9.523908E-4
1.150000E-8	-1.007205E-3
1.155000E-8	-1.031187E-3
1.160000E-8	-1.039751E-3
1.165000E-8	-1.029474E-3
1.170000E-8	-1.002066E-3
1.175000E-8	-9.660944E-4
1.180000E-8	-9.284095E-4
1.185000E-8	-8.941505E-4
1.190000E-8	-8.787340E-4
1.195000E-8	-8.838728E-4
1.200000E-8	-8.907246E-4
1.205000E-8	-9.129930E-4
1.210000E-8	-9.695203E-4
1.215000E-8	-1.044890E-3
1.220000E-8	-1.109982E-3
1.225000E-8	-1.161371E-3
1.230000E-8	-1.193917E-3
1.235000E-8	-1.202482E-3
1.240000E-8	-1.190491E-3
1.245000E-8	-1.154519E-3
1.250000E-8	-1.103130E-3
1.255000E-8	-1.062020E-3
1.260000E-8	-1.039751E-3
1.265000E-8	-1.012344E-3
1.270000E-8	-9.900757E-4
1.275000E-8	-9.866498E-4
1.280000E-8	-9.866498E-4
1.285000E-8	-9.712333E-4
1.290000E-8	-9.729462E-4
1.295000E-8	-1.007205E-3
1.300000E-8	-1.034612E-3
1.305000E-8	-1.050029E-3
1.310000E-8	-1.070584E-3
1.315000E-8	-1.094566E-3
1.320000E-8	-1.096279E-3
1.325000E-8	-1.079149E-3
1.330000E-8	-1.060307E-3
1.335000E-8	-1.041464E-3
1.340000E-8	-1.008918E-3
1.345000E-8	-9.695203E-4
1.350000E-8	-9.335484E-4
1.355000E-8	-9.147059E-4
1.360000E-8	-9.095671E-4
1.365000E-8	-9.078541E-4
1.370000E-8	-9.095671E-4
1.375000E-8	-9.232707E-4
1.380000E-8	-9.386872E-4
1.385000E-8	-9.472520E-4
1.390000E-8	-9.489649E-4
1.395000E-8	-9.523908E-4
1.400000E-8	-9.626685E-4
1.405000E-8	-9.712333E-4
1.410000E-8	-9.695203E-4
1.415000E-8	-9.575297E-4
1.420000E-8	-9.249836E-4
1.425000E-8	-8.633174E-4
1.430000E-8	-7.913735E-4
1.435000E-8	-7.211426E-4
1.440000E-8	-6.560505E-4
1.445000E-8	-5.909584E-4
1.450000E-8	-5.464217E-4
1.455000E-8	-5.241533E-4
1.460000E-8	-5.224404E-4
1.465000E-8	-5.361440E-4
1.470000E-8	-5.669771E-4
1.475000E-8	-6.115138E-4
1.480000E-8	-6.731800E-4
1.485000E-8	-7.382721E-4
1.490000E-8	-7.947994E-4
1.495000E-8	-8.239196E-4
1.500000E-8	-8.102160E-4
1.505000E-8	-7.656793E-4
1.510000E-8	-7.057260E-4
1.515000E-8	-6.354951E-4
1.520000E-8	-5.549864E-4
1.525000E-8	-4.847555E-4
1.530000E-8	-4.350799E-4
1.535000E-8	-3.922562E-4
1.540000E-8	-3.477195E-4
1.545000E-8	-3.220252E-4
1.550000E-8	-3.134605E-4
1.555000E-8	-3.151734E-4
1.560000E-8	-3.185993E-4
1.565000E-8	-3.168864E-4
1.570000E-8	-3.083216E-4
1.575000E-8	-3.151734E-4
1.580000E-8	-3.323029E-4
1.585000E-8	-3.323029E-4
1.590000E-8	-3.134605E-4
1.595000E-8	-3.014698E-4
1.600000E-8	-2.963310E-4
1.605000E-8	-2.860533E-4
1.610000E-8	-2.843403E-4
1.615000E-8	-3.117475E-4
1.620000E-8	-3.528583E-4
1.625000E-8	-3.819785E-4
1.630000E-8	-4.059598E-4
1.635000E-8	-4.453576E-4
1.640000E-8	-4.933202E-4
1.645000E-8	-5.275792E-4
1.650000E-8	-5.566994E-4
1.655000E-8	-5.738289E-4
1.660000E-8	-5.566994E-4
1.665000E-8	-5.224404E-4
1.670000E-8	-5.104497E-4
1.675000E-8	-5.138756E-4
1.680000E-8	-5.121627E-4
1.685000E-8	-5.138756E-4
1.690000E-8	-5.310051E-4
1.695000E-8	-5.584123E-4
1.700000E-8	-5.926713E-4
1.705000E-8	-6.457728E-4
1.710000E-8	-7.091519E-4
1.715000E-8	-7.725311E-4
1.720000E-8	-8.359102E-4
1.725000E-8	-8.821599E-4
1.730000E-8	-9.044282E-4
1.735000E-8	-9.061412E-4
1.740000E-8	-8.890117E-4
1.745000E-8	-8.581786E-4
1.750000E-8	-8.256325E-4
1.755000E-8	-7.913735E-4
1.760000E-8	-7.502627E-4
1.765000E-8	-7.023001E-4
1.770000E-8	-6.611893E-4
1.775000E-8	-6.080879E-4
1.780000E-8	-5.361440E-4
1.785000E-8	-4.590612E-4
1.790000E-8	-4.008209E-4
1.795000E-8	-3.545713E-4
1.800000E-8	-3.237382E-4
1.805000E-8	-3.151734E-4
1.810000E-8	-3.203123E-4
1.815000E-8	-3.460065E-4
1.820000E-8	-3.973950E-4
1.825000E-8	-4.539224E-4
1.830000E-8	-5.053109E-4
1.835000E-8	-5.669771E-4
1.840000E-8	-6.457728E-4
1.845000E-8	-7.125778E-4
1.850000E-8	-7.605404E-4
1.855000E-8	-8.102160E-4
1.860000E-8	-8.530397E-4
1.865000E-8	-8.667433E-4
1.870000E-8	-8.598915E-4
1.875000E-8	-8.376232E-4
1.880000E-8	-7.930865E-4
1.885000E-8	-7.468368E-4
1.890000E-8	-7.142908E-4
1.895000E-8	-6.663282E-4
1.900000E-8	-6.046620E-4
1.905000E-8	-5.618382E-4
1.910000E-8	-5.395699E-4
1.915000E-8	-5.241533E-4
1.920000E-8	-5.121627E-4
1.925000E-8	-5.053109E-4
1.930000E-8	-4.950332E-4
1.935000E-8	-4.813296E-4
1.940000E-8	-4.744778E-4
1.945000E-8	-4.573483E-4
1.950000E-8	-4.350799E-4
1.955000E-8	-4.265152E-4
1.960000E-8	-4.367929E-4
1.965000E-8	-4.453576E-4
1.970000E-8	-4.659130E-4
1.975000E-8	-5.070238E-4
1.980000E-8	-5.652641E-4
1.985000E-8	-6.337821E-4
1.990000E-8	-7.074390E-4
1.995000E-8	-7.776699E-4
2.000000E-8	-8.359102E-4
2.005000E-8	-8.667433E-4
2.010000E-8	-8.564656E-4
2.015000E-8	-7.999383E-4
2.020000E-8	-7.074390E-4
2.025000E-8	-5.943843E-4
2.030000E-8	-4.693389E-4
2.035000E-8	-3.357288E-4
2.040000E-8	-2.089705E-4
2.045000E-8	-1.096194E-4
2.050000E-8	-5.651794E-5
2.055000E-8	-4.795319E-5
2.060000E-8	-7.707335E-5
2.065000E-8	-1.404525E-4
2.070000E-8	-2.175352E-4
2.075000E-8	-3.031828E-4
2.080000E-8	-4.042468E-4
2.085000E-8	-5.035979E-4
2.090000E-8	-5.823936E-4
2.095000E-8	-6.372080E-4
2.100000E-8	-6.629023E-4
2.105000E-8	-6.560505E-4
2.110000E-8	-6.217915E-4
2.115000E-8	-5.686900E-4
2.120000E-8	-4.847555E-4
2.125000E-8	-3.871173E-4
2.130000E-8	-3.083216E-4
2.135000E-8	-2.466554E-4
2.140000E-8	-1.901280E-4
2.145000E-8	-1.678597E-4
2.150000E-8	-1.918410E-4
2.155000E-8	-2.415166E-4
2.160000E-8	-2.946180E-4
2.165000E-8	-3.494324E-4
2.170000E-8	-4.025339E-4
2.175000E-8	-4.350799E-4
2.180000E-8	-4.590612E-4
2.185000E-8	-4.779037E-4
2.190000E-8	-4.813296E-4
2.195000E-8	-4.590612E-4
2.200000E-8	-4.282281E-4
