Study Name	PremaTech_CVD_SiC_Heating_Trial_W_CoPremaTech_CVD_SiC_Heating_Wcoat
Sample Name	2025-05-14
Run Name	Heating_trial_330C
Operator	Keshav
Date	5/14/2025
Time	21:46
Sign	NEG
Grating Spacing	06.40um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	1
dt	50.000001E-12
time stamp (ms)	9:47:15 PM
	
Time	Amplitude
0.000000E+0	-9.524032E-4
5.000000E-11	-9.883752E-4
1.000000E-10	-9.986529E-4
1.500000E-10	-9.815234E-4
2.000000E-10	-9.421255E-4
2.500000E-10	-8.873111E-4
3.000000E-10	-8.119413E-4
3.500000E-10	-7.091643E-4
4.000000E-10	-5.909708E-4
4.500000E-10	-4.744902E-4
5.000000E-10	-3.648614E-4
5.500000E-10	-2.775009E-4
6.000000E-10	-2.363901E-4
6.500000E-10	-2.243995E-4
7.000000E-10	-2.226865E-4
7.500000E-10	-2.278254E-4
8.000000E-10	-2.466678E-4
8.500000E-10	-2.757880E-4
9.000000E-10	-3.220376E-4
9.500000E-10	-3.785650E-4
1.000000E-9	-4.248146E-4
1.050000E-9	-4.556477E-4
1.100000E-9	-4.950456E-4
1.150000E-9	-5.498600E-4
1.200000E-9	-5.995355E-4
1.250000E-9	-6.457852E-4
1.300000E-9	-6.954607E-4
1.350000E-9	-7.365715E-4
1.400000E-9	-7.674046E-4
1.450000E-9	-7.948118E-4
1.500000E-9	-8.170802E-4
1.550000E-9	-8.393485E-4
1.600000E-9	-8.530521E-4
1.650000E-9	-8.581910E-4
1.700000E-9	-8.633298E-4
1.750000E-9	-8.736075E-4
1.800000E-9	-8.684687E-4
1.850000E-9	-8.547651E-4
1.900000E-9	-8.547651E-4
1.950000E-9	-8.718946E-4
2.000000E-9	-8.873111E-4
2.050000E-9	-8.855982E-4
2.100000E-9	-8.684687E-4
2.150000E-9	-8.479133E-4
2.200000E-9	-8.359226E-4
2.250000E-9	-8.410615E-4
2.300000E-9	-8.513392E-4
2.350000E-9	-8.684687E-4
2.400000E-9	-9.112924E-4
2.450000E-9	-9.695327E-4
2.500000E-9	-1.027773E-3
2.550000E-9	-1.072310E-3
2.600000E-9	-1.098004E-3
2.650000E-9	-1.096291E-3
2.700000E-9	-1.074023E-3
