Study Name	SiC_phase_study
Sample Name	2025-11-07
Run Name	spot07
Operator	Keshav
Date	11/7/2025
Time	15:03
Sign	FIX
Grating Spacing	07.60um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	3
dt	50.000001E-12
time stamp (ms)	3:06:36 PM
	
Time	Amplitude
0.000000E+0	-2.466448E-4
5.000000E-11	-3.939586E-4
1.000000E-10	-5.104392E-4
1.500000E-10	-5.755313E-4
2.000000E-10	-5.892349E-4
2.500000E-10	-5.446982E-4
3.000000E-10	-4.402082E-4
3.500000E-10	-2.843298E-4
4.000000E-10	-1.061829E-4
4.500000E-10	7.025091E-5
5.000000E-10	2.261294E-4
5.500000E-10	3.597395E-4
6.000000E-10	4.419611E-4
6.500000E-10	4.556647E-4
7.000000E-10	4.077021E-4
7.500000E-10	3.340452E-4
8.000000E-10	2.346941E-4
8.500000E-10	1.027970E-4
9.000000E-10	-3.937789E-5
9.500000E-10	-1.541455E-4
1.000000E-9	-2.380801E-4
1.050000E-9	-2.757650E-4
1.100000E-9	-2.672003E-4
1.150000E-9	-2.106729E-4
1.200000E-9	-1.404419E-4
1.250000E-9	-5.308149E-5
1.300000E-9	3.770486E-5
1.350000E-9	1.404819E-4
1.400000E-9	2.295553E-4
1.450000E-9	2.826567E-4
1.500000E-9	2.758049E-4
1.550000E-9	2.209905E-4
1.600000E-9	1.404819E-4
1.650000E-9	4.798256E-5
1.700000E-9	-4.109084E-5
1.750000E-9	-1.061829E-4
1.800000E-9	-1.404419E-4
1.850000E-9	-1.541455E-4
1.900000E-9	-1.438678E-4
1.950000E-9	-9.419229E-5
2.000000E-9	-1.197069E-5
2.050000E-9	8.224156E-5
2.100000E-9	1.764538E-4
2.150000E-9	2.364071E-4
2.200000E-9	2.415459E-4
2.250000E-9	2.038610E-4
2.300000E-9	1.353430E-4
2.350000E-9	3.256601E-5
2.400000E-9	-8.391459E-5
2.450000E-9	-2.003952E-4
2.500000E-9	-3.031722E-4
2.550000E-9	-3.768291E-4
2.600000E-9	-4.008104E-4
2.650000E-9	-3.785420E-4
2.700000E-9	-3.185888E-4
2.750000E-9	-2.226635E-4
2.800000E-9	-9.419229E-5
2.850000E-9	3.941781E-5
2.900000E-9	1.644632E-4
2.950000E-9	2.672402E-4
3.000000E-9	3.100639E-4
3.050000E-9	2.689531E-4
3.100000E-9	1.473337E-4
3.150000E-9	-2.396134E-5
3.200000E-9	-2.278024E-4
3.250000E-9	-4.333564E-4
3.300000E-9	-6.080773E-4
3.350000E-9	-7.399745E-4
3.400000E-9	-8.239090E-4
3.450000E-9	-8.513162E-4
3.500000E-9	-8.050666E-4
3.550000E-9	-6.937248E-4
3.600000E-9	-5.429852E-4
3.650000E-9	-3.751161E-4
3.700000E-9	-2.175247E-4
3.750000E-9	-9.590524E-5
3.800000E-9	-2.738724E-5
3.850000E-9	-2.738724E-5
3.900000E-9	-9.590524E-5
3.950000E-9	-2.192376E-4
4.000000E-9	-3.802550E-4
4.050000E-9	-5.652536E-4
4.100000E-9	-7.502522E-4
4.150000E-9	-8.958529E-4
4.200000E-9	-9.780745E-4
4.250000E-9	-9.934911E-4
4.300000E-9	-9.472414E-4
4.350000E-9	-8.547421E-4
4.400000E-9	-7.416874E-4
4.450000E-9	-6.234939E-4
4.500000E-9	-5.001615E-4
4.550000E-9	-3.785420E-4
4.600000E-9	-2.483578E-4
4.650000E-9	-1.010441E-4
4.700000E-9	5.654731E-5
4.750000E-9	1.970092E-4
4.800000E-9	3.032121E-4
4.850000E-9	3.546006E-4
4.900000E-9	3.631654E-4
4.950000E-9	3.477488E-4
5.000000E-9	3.100639E-4
5.050000E-9	2.483977E-4
5.100000E-9	1.764538E-4
5.150000E-9	9.423221E-5
5.200000E-9	-1.692992E-6
5.250000E-9	-9.419229E-5
5.300000E-9	-1.764139E-4
5.350000E-9	-2.517837E-4
5.400000E-9	-3.134499E-4
5.450000E-9	-3.374312E-4
5.500000E-9	-3.305794E-4
5.550000E-9	-3.100240E-4
5.600000E-9	-2.706262E-4
5.650000E-9	-1.986822E-4
5.700000E-9	-9.419229E-5
5.750000E-9	2.057536E-5
5.800000E-9	1.267783E-4
5.850000E-9	2.021481E-4
5.900000E-9	2.415459E-4
5.950000E-9	2.569625E-4
6.000000E-9	2.466848E-4
6.050000E-9	1.935833E-4
6.100000E-9	8.395451E-5
6.150000E-9	-4.451674E-5
6.200000E-9	-1.678491E-4
6.250000E-9	-3.014593E-4
6.300000E-9	-4.367823E-4
6.350000E-9	-5.378464E-4
6.400000E-9	-5.892349E-4
6.450000E-9	-6.063644E-4
6.500000E-9	-5.806701E-4
6.550000E-9	-4.984485E-4
6.600000E-9	-3.905327E-4
6.650000E-9	-2.637744E-4
6.700000E-9	-1.061829E-4
6.750000E-9	4.455666E-5
6.800000E-9	1.473337E-4
6.850000E-9	1.833056E-4
6.900000E-9	1.593243E-4
6.950000E-9	8.395451E-5
7.000000E-9	-2.224839E-5
7.050000E-9	-1.661362E-4
7.100000E-9	-3.494219E-4
7.150000E-9	-5.190039E-4
7.200000E-9	-6.389104E-4
7.250000E-9	-7.296968E-4
7.300000E-9	-8.102054E-4
7.350000E-9	-8.376126E-4
7.400000E-9	-7.913630E-4
