Study Name	SiC_phase_study
Sample Name	2025-11-07
Run Name	spot05
Operator	Keshav
Date	11/7/2025
Time	18:24
Sign	NEG
Grating Spacing	08.80um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	3
dt	50.000001E-12
time stamp (ms)	6:27:41 PM
	
Time	Amplitude
0.000000E+0	-1.421833E-4
5.000000E-11	-1.473221E-4
1.000000E-10	-1.593128E-4
1.500000E-10	-1.781552E-4
2.000000E-10	-1.952847E-4
2.500000E-10	-2.124142E-4
3.000000E-10	-2.398214E-4
3.500000E-10	-2.638027E-4
4.000000E-10	-2.620898E-4
4.500000E-10	-2.312567E-4
5.000000E-10	-1.747293E-4
5.500000E-10	-1.027854E-4
6.000000E-10	-3.769330E-5
6.500000E-10	-8.573149E-6
7.000000E-10	-1.713790E-5
7.500000E-10	-4.454510E-5
8.000000E-10	-7.537820E-5
8.500000E-10	-1.062113E-4
9.000000E-10	-1.421833E-4
9.500000E-10	-1.867200E-4
1.000000E-9	-2.381085E-4
1.050000E-9	-2.843581E-4
1.100000E-9	-3.323207E-4
1.150000E-9	-3.888481E-4
1.200000E-9	-4.385236E-4
1.250000E-9	-4.659308E-4
1.300000E-9	-4.881992E-4
1.350000E-9	-5.241711E-4
1.400000E-9	-5.772726E-4
1.450000E-9	-6.320870E-4
1.500000E-9	-6.800496E-4
1.550000E-9	-7.040309E-4
1.600000E-9	-6.971791E-4
1.650000E-9	-6.612071E-4
1.700000E-9	-6.029668E-4
1.750000E-9	-5.224582E-4
1.800000E-9	-4.128294E-4
1.850000E-9	-2.877840E-4
1.900000E-9	-1.747293E-4
1.950000E-9	-8.908180E-5
2.000000E-9	-1.542495E-5
2.050000E-9	4.452830E-5
2.100000E-9	7.878730E-5
2.150000E-9	8.563910E-5
2.200000E-9	7.364845E-5
2.250000E-9	3.767650E-5
2.300000E-9	1.704551E-6
2.350000E-9	-2.227675E-5
2.400000E-9	-5.653575E-5
2.450000E-9	-1.147761E-4
2.500000E-9	-1.695905E-4
2.550000E-9	-2.226919E-4
2.600000E-9	-2.826452E-4
2.650000E-9	-3.254689E-4
2.700000E-9	-3.460243E-4
2.750000E-9	-3.785704E-4
2.800000E-9	-4.282459E-4
2.850000E-9	-4.573661E-4
2.900000E-9	-4.625049E-4
2.950000E-9	-4.556531E-4
3.000000E-9	-4.265330E-4
3.050000E-9	-3.837092E-4
3.100000E-9	-3.391725E-4
3.150000E-9	-2.877840E-4
3.200000E-9	-2.192660E-4
3.250000E-9	-1.558869E-4
3.300000E-9	-1.130631E-4
3.350000E-9	-7.537820E-5
3.400000E-9	-3.426740E-5
3.450000E-9	1.704551E-6
3.500000E-9	2.397290E-5
3.550000E-9	3.596355E-5
3.600000E-9	1.540815E-5
3.650000E-9	-5.310985E-5
3.700000E-9	-1.507480E-4
3.750000E-9	-2.398214E-4
3.800000E-9	-3.169042E-4
3.850000E-9	-3.751445E-4
3.900000E-9	-4.042646E-4
3.950000E-9	-4.179682E-4
4.000000E-9	-4.299589E-4
4.050000E-9	-4.196812E-4
4.100000E-9	-3.905610E-4
4.150000E-9	-3.717186E-4
4.200000E-9	-3.717186E-4
4.250000E-9	-3.751445E-4
4.300000E-9	-3.956999E-4
4.350000E-9	-4.350977E-4
4.400000E-9	-4.813474E-4
4.450000E-9	-5.275970E-4
4.500000E-9	-5.772726E-4
4.550000E-9	-6.115316E-4
4.600000E-9	-6.046798E-4
4.650000E-9	-5.738467E-4
4.700000E-9	-5.378747E-4
4.750000E-9	-4.984769E-4
4.800000E-9	-4.385236E-4
4.850000E-9	-3.648668E-4
4.900000E-9	-2.946358E-4
4.950000E-9	-2.346826E-4
5.000000E-9	-1.884329E-4
5.050000E-9	-1.627387E-4
5.100000E-9	-1.661646E-4
5.150000E-9	-1.918588E-4
5.200000E-9	-2.329696E-4
5.250000E-9	-2.740804E-4
5.300000E-9	-3.186171E-4
5.350000E-9	-3.785704E-4
5.400000E-9	-4.556531E-4
5.450000E-9	-5.241711E-4
5.500000E-9	-5.806985E-4
5.550000E-9	-6.389388E-4
5.600000E-9	-6.800496E-4
5.650000E-9	-6.714848E-4
5.700000E-9	-6.098186E-4
5.750000E-9	-5.173193E-4
5.800000E-9	-4.111164E-4
5.850000E-9	-3.014876E-4
5.900000E-9	-1.969977E-4
5.950000E-9	-1.079243E-4
6.000000E-9	-2.741560E-5
6.050000E-9	3.425060E-5
6.100000E-9	4.624125E-5
6.150000E-9	1.198225E-5
6.200000E-9	-2.741560E-5
6.250000E-9	-6.338755E-5
6.300000E-9	-1.113502E-4
6.350000E-9	-1.730164E-4
6.400000E-9	-2.329696E-4
6.450000E-9	-2.860711E-4
6.500000E-9	-3.271819E-4
6.550000E-9	-3.408855E-4
6.600000E-9	-3.306078E-4
6.650000E-9	-3.032006E-4
6.700000E-9	-2.757934E-4
6.750000E-9	-2.638027E-4
6.800000E-9	-2.655157E-4
6.850000E-9	-2.672286E-4
6.900000E-9	-2.757934E-4
6.950000E-9	-2.963488E-4
7.000000E-9	-3.186171E-4
7.050000E-9	-3.288948E-4
7.100000E-9	-3.340337E-4
7.150000E-9	-3.323207E-4
7.200000E-9	-3.169042E-4
7.250000E-9	-2.860711E-4
7.300000E-9	-2.449603E-4
7.350000E-9	-1.815811E-4
7.400000E-9	-1.164890E-4
7.450000E-9	-8.051705E-5
7.500000E-9	-7.537820E-5
7.550000E-9	-8.908180E-5
7.600000E-9	-1.164890E-4
7.650000E-9	-1.490351E-4
7.700000E-9	-1.781552E-4
7.750000E-9	-2.072754E-4
7.800000E-9	-2.329696E-4
7.850000E-9	-2.449603E-4
7.900000E-9	-2.381085E-4
7.950000E-9	-2.278308E-4
8.000000E-9	-2.192660E-4
8.050000E-9	-2.124142E-4
8.100000E-9	-2.021365E-4
8.150000E-9	-2.021365E-4
8.200000E-9	-2.209790E-4
8.250000E-9	-2.552380E-4
8.300000E-9	-2.894970E-4
8.350000E-9	-3.220430E-4
8.400000E-9	-3.511632E-4
8.450000E-9	-3.837092E-4
8.500000E-9	-4.059776E-4
8.550000E-9	-3.939869E-4
8.600000E-9	-3.511632E-4
8.650000E-9	-3.049135E-4
8.700000E-9	-2.552380E-4
8.750000E-9	-1.969977E-4
8.800000E-9	-1.438962E-4
8.850000E-9	-1.164890E-4
8.900000E-9	-1.182020E-4
8.950000E-9	-1.370444E-4
9.000000E-9	-1.610257E-4
9.050000E-9	-1.815811E-4
9.100000E-9	-2.278308E-4
9.150000E-9	-2.946358E-4
9.200000E-9	-3.425984E-4
9.250000E-9	-3.614409E-4
9.300000E-9	-3.751445E-4
9.350000E-9	-3.854222E-4
9.400000E-9	-3.648668E-4
9.450000E-9	-3.203301E-4
9.500000E-9	-2.535250E-4
9.550000E-9	-1.644516E-4
9.600000E-9	-6.852640E-5
9.650000E-9	6.843401E-6
9.700000E-9	6.165780E-5
9.750000E-9	1.044816E-4
9.800000E-9	1.250370E-4
9.850000E-9	1.233240E-4
9.900000E-9	9.420385E-5
9.950000E-9	4.281535E-5
1.000000E-8	-5.147249E-6
1.005000E-8	-2.912855E-5
1.010000E-8	-5.310985E-5
1.015000E-8	-8.223000E-5
1.020000E-8	-1.062113E-4
1.025000E-8	-1.301926E-4
1.030000E-8	-1.678775E-4
1.035000E-8	-2.209790E-4
1.040000E-8	-2.757934E-4
1.045000E-8	-3.254689E-4
1.050000E-8	-3.734315E-4
1.055000E-8	-4.111164E-4
1.060000E-8	-4.316718E-4
1.065000E-8	-4.419495E-4
1.070000E-8	-4.419495E-4
1.075000E-8	-4.282459E-4
1.080000E-8	-3.939869E-4
1.085000E-8	-3.494502E-4
1.090000E-8	-3.117653E-4
1.095000E-8	-2.775063E-4
1.100000E-8	-2.329696E-4
1.105000E-8	-1.901459E-4
1.110000E-8	-1.918588E-4
1.115000E-8	-2.175531E-4
1.120000E-8	-2.226919E-4
1.125000E-8	-2.107013E-4
1.130000E-8	-1.969977E-4
1.135000E-8	-1.713034E-4
1.140000E-8	-1.336185E-4
1.145000E-8	-1.216279E-4
1.150000E-8	-1.387574E-4
1.155000E-8	-1.593128E-4
1.160000E-8	-1.884329E-4
1.165000E-8	-2.261178E-4
1.170000E-8	-2.706545E-4
1.175000E-8	-3.288948E-4
1.180000E-8	-3.939869E-4
1.185000E-8	-4.385236E-4
1.190000E-8	-4.522272E-4
1.195000E-8	-4.539402E-4
1.200000E-8	-4.299589E-4
1.205000E-8	-3.717186E-4
1.210000E-8	-3.032006E-4
1.215000E-8	-2.278308E-4
1.220000E-8	-1.387574E-4
1.225000E-8	-4.968395E-5
1.230000E-8	2.739880E-5
1.235000E-8	1.010557E-4
1.240000E-8	1.644348E-4
1.245000E-8	1.849902E-4
1.250000E-8	1.558701E-4
1.255000E-8	9.591680E-5
1.260000E-8	-8.399184E-9
1.265000E-8	-1.267667E-4
1.270000E-8	-2.620898E-4
1.275000E-8	-3.922740E-4
1.280000E-8	-5.070416E-4
1.285000E-8	-6.098186E-4
1.290000E-8	-6.903273E-4
1.295000E-8	-7.280122E-4
1.300000E-8	-7.143086E-4
1.305000E-8	-6.663460E-4
1.310000E-8	-5.995409E-4
1.315000E-8	-5.053287E-4
1.320000E-8	-3.939869E-4
1.325000E-8	-2.792193E-4
1.330000E-8	-1.593128E-4
1.335000E-8	-5.310985E-5
1.340000E-8	2.225995E-5
1.345000E-8	6.679665E-5
1.350000E-8	9.077795E-5
1.355000E-8	7.536140E-5
1.360000E-8	2.054700E-5
1.365000E-8	-5.139690E-5
1.370000E-8	-1.216279E-4
1.375000E-8	-1.952847E-4
1.380000E-8	-2.620898E-4
1.385000E-8	-3.066265E-4
1.390000E-8	-3.254689E-4
1.395000E-8	-3.049135E-4
1.400000E-8	-2.432473E-4
1.405000E-8	-1.884329E-4
1.410000E-8	-1.798682E-4
1.415000E-8	-1.969977E-4
1.420000E-8	-2.124142E-4
1.425000E-8	-2.329696E-4
1.430000E-8	-2.638027E-4
1.435000E-8	-2.980617E-4
1.440000E-8	-3.511632E-4
1.445000E-8	-3.991258E-4
1.450000E-8	-4.282459E-4
1.455000E-8	-4.727826E-4
1.460000E-8	-5.224582E-4
1.465000E-8	-5.087546E-4
1.470000E-8	-4.488013E-4
1.475000E-8	-4.111164E-4
1.480000E-8	-3.837092E-4
1.485000E-8	-3.580150E-4
1.490000E-8	-3.888481E-4
1.495000E-8	-4.590790E-4
1.500000E-8	-4.813474E-4
1.505000E-8	-4.642179E-4
1.510000E-8	-4.864862E-4
1.515000E-8	-5.378747E-4
1.520000E-8	-5.772726E-4
1.525000E-8	-5.909762E-4
1.530000E-8	-5.721337E-4
1.535000E-8	-5.138934E-4
1.540000E-8	-4.556531E-4
1.545000E-8	-4.179682E-4
1.550000E-8	-3.665797E-4
1.555000E-8	-3.220430E-4
1.560000E-8	-3.323207E-4
1.565000E-8	-3.819963E-4
1.570000E-8	-4.145423E-4
1.575000E-8	-4.299589E-4
1.580000E-8	-4.762085E-4
1.585000E-8	-5.721337E-4
1.590000E-8	-6.869014E-4
1.595000E-8	-7.485676E-4
1.600000E-8	-7.160215E-4
1.605000E-8	-6.286611E-4
