Study Name	SiC_phase_study
Sample Name	2025-11-07
Run Name	spot01
Operator	Keshav
Date	11/7/2025
Time	17:32
Sign	FIX
Grating Spacing	08.80um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	1
dt	50.000001E-12
time stamp (ms)	5:33:02 PM
	
Time	Amplitude
0.000000E+0	-3.237276E-4
5.000000E-11	-2.449319E-4
1.000000E-10	-1.592844E-4
1.500000E-10	-7.363689E-5
2.000000E-10	-3.081314E-5
2.500000E-10	-2.910019E-5
3.000000E-10	-5.822034E-5
3.500000E-10	-1.215995E-4
4.000000E-10	-2.140988E-4
4.500000E-10	-2.963204E-4
5.000000E-10	-3.477089E-4
5.500000E-10	-3.768291E-4
6.000000E-10	-3.853938E-4
6.500000E-10	-3.768291E-4
7.000000E-10	-3.528478E-4
7.500000E-10	-3.134499E-4
8.000000E-10	-2.534966E-4
8.500000E-10	-1.969693E-4
9.000000E-10	-1.815527E-4
9.500000E-10	-2.038211E-4
1.000000E-9	-2.397930E-4
1.050000E-9	-2.809039E-4
1.100000E-9	-3.442830E-4
1.150000E-9	-4.162269E-4
1.200000E-9	-4.539118E-4
1.250000E-9	-4.624766E-4
1.300000E-9	-4.470600E-4
1.350000E-9	-3.871068E-4
1.400000E-9	-2.997463E-4
1.450000E-9	-2.209506E-4
1.500000E-9	-1.472937E-4
1.550000E-9	-4.280379E-5
1.600000E-9	4.284371E-5
1.650000E-9	7.538976E-5
1.700000E-9	5.140846E-5
1.750000E-9	-3.405942E-6
1.800000E-9	-1.010441E-4
1.850000E-9	-2.432189E-4
1.900000E-9	-3.853938E-4
1.950000E-9	-4.881708E-4
2.000000E-9	-5.429852E-4
2.050000E-9	-5.755313E-4
2.100000E-9	-5.806701E-4
2.150000E-9	-5.481241E-4
2.200000E-9	-4.813190E-4
2.250000E-9	-3.871068E-4
2.300000E-9	-2.809039E-4
2.350000E-9	-1.866916E-4
2.400000E-9	-1.061829E-4
2.450000E-9	-3.937789E-5
2.500000E-9	6.871758E-6
2.550000E-9	4.626961E-5
2.600000E-9	9.594516E-5
2.650000E-9	1.387689E-4
2.700000E-9	1.593243E-4
2.750000E-9	1.713150E-4
2.800000E-9	1.730279E-4
2.850000E-9	1.490466E-4
2.900000E-9	1.319171E-4
2.950000E-9	1.387689E-4
3.000000E-9	1.507596E-4
3.050000E-9	1.627502E-4
3.100000E-9	1.781668E-4
3.150000E-9	1.867315E-4
3.200000E-9	2.124258E-4
3.250000E-9	2.586754E-4
3.300000E-9	2.946474E-4
3.350000E-9	3.203416E-4
3.400000E-9	3.494618E-4
3.450000E-9	3.460359E-4
3.500000E-9	2.877956E-4
3.550000E-9	2.089999E-4
3.600000E-9	1.267783E-4
3.650000E-9	2.228831E-5
3.700000E-9	-9.076639E-5
3.750000E-9	-2.123858E-4
3.800000E-9	-3.596996E-4
3.850000E-9	-5.155780E-4
3.900000E-9	-6.440493E-4
3.950000E-9	-7.331227E-4
4.000000E-9	-7.776594E-4
4.050000E-9	-7.605299E-4
4.100000E-9	-6.902989E-4
4.150000E-9	-6.012255E-4
4.200000E-9	-4.967356E-4
4.250000E-9	-3.648384E-4
4.300000E-9	-2.260894E-4
4.350000E-9	-1.096088E-4
4.400000E-9	1.201061E-5
4.450000E-9	1.473337E-4
4.500000E-9	2.586754E-4
4.550000E-9	3.134898E-4
4.600000E-9	3.117769E-4
4.650000E-9	2.826567E-4
4.700000E-9	2.381200E-4
4.750000E-9	2.038610E-4
4.800000E-9	1.713150E-4
4.850000E-9	1.404819E-4
4.900000E-9	1.353430E-4
4.950000E-9	1.867315E-4
5.000000E-9	2.672402E-4
5.050000E-9	3.546006E-4
5.100000E-9	4.248316E-4
5.150000E-9	4.453870E-4
5.200000E-9	4.214057E-4
