Study Name	SiC_phase_study
Sample Name	2025-11-07
Run Name	spot00
Operator	Keshav
Date	11/7/2025
Time	17:19
Sign	NEG
Grating Spacing	08.80um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	6
dt	50.000001E-12
time stamp (ms)	5:24:52 PM
	
Time	Amplitude
0.000000E+0	9.934270E-5
5.000000E-11	1.370276E-4
1.000000E-10	1.336017E-4
1.500000E-10	1.164722E-4
2.000000E-10	7.707435E-5
2.500000E-10	8.556351E-6
3.000000E-10	-5.310985E-5
3.500000E-10	-8.565590E-5
4.000000E-10	-1.096372E-4
4.500000E-10	-1.250538E-4
5.000000E-10	-1.233408E-4
5.500000E-10	-1.199149E-4
6.000000E-10	-1.199149E-4
6.500000E-10	-1.113502E-4
7.000000E-10	-9.935950E-5
7.500000E-10	-8.908180E-5
8.000000E-10	-8.908180E-5
8.500000E-10	-1.113502E-4
9.000000E-10	-1.593128E-4
9.500000E-10	-2.141272E-4
1.000000E-9	-2.672286E-4
1.050000E-9	-3.340337E-4
1.100000E-9	-4.025517E-4
1.150000E-9	-4.505143E-4
1.200000E-9	-4.676438E-4
1.250000E-9	-4.625049E-4
1.300000E-9	-4.162553E-4
1.350000E-9	-3.288948E-4
1.400000E-9	-2.192660E-4
1.450000E-9	-1.096372E-4
1.500000E-9	-1.371200E-5
1.550000E-9	4.966715E-5
1.600000E-9	8.050025E-5
1.650000E-9	8.735205E-5
1.700000E-9	6.508370E-5
1.750000E-9	2.397290E-5
1.800000E-9	-2.056380E-5
1.850000E-9	-6.852640E-5
1.900000E-9	-1.267667E-4
1.950000E-9	-1.850070E-4
2.000000E-9	-2.312567E-4
2.050000E-9	-2.586639E-4
2.100000E-9	-2.569509E-4
2.150000E-9	-2.518121E-4
2.200000E-9	-2.603768E-4
2.250000E-9	-2.826452E-4
2.300000E-9	-2.997747E-4
2.350000E-9	-3.254689E-4
2.400000E-9	-3.648668E-4
2.450000E-9	-3.974128E-4
2.500000E-9	-4.162553E-4
2.550000E-9	-4.248200E-4
2.600000E-9	-4.111164E-4
2.650000E-9	-3.682927E-4
2.700000E-9	-3.066265E-4
2.750000E-9	-2.295437E-4
2.800000E-9	-1.438962E-4
2.850000E-9	-5.824870E-5
2.900000E-9	1.712110E-5
2.950000E-9	7.364845E-5
3.000000E-9	8.392615E-5
3.050000E-9	4.966715E-5
3.100000E-9	-3.434299E-6
3.150000E-9	-6.681345E-5
3.200000E-9	-1.473221E-4
3.250000E-9	-2.295437E-4
3.300000E-9	-2.929229E-4
3.350000E-9	-3.323207E-4
3.400000E-9	-3.563020E-4
3.450000E-9	-3.648668E-4
3.500000E-9	-3.545891E-4
3.550000E-9	-3.271819E-4
3.600000E-9	-2.980617E-4
3.650000E-9	-2.860711E-4
3.700000E-9	-3.032006E-4
3.750000E-9	-3.340337E-4
3.800000E-9	-3.631538E-4
3.850000E-9	-3.991258E-4
3.900000E-9	-4.333848E-4
3.950000E-9	-4.333848E-4
4.000000E-9	-4.059776E-4
4.050000E-9	-3.802833E-4
4.100000E-9	-3.545891E-4
4.150000E-9	-3.203301E-4
4.200000E-9	-2.877840E-4
4.250000E-9	-2.655157E-4
4.300000E-9	-2.415344E-4
4.350000E-9	-2.175531E-4
4.400000E-9	-2.141272E-4
4.450000E-9	-2.278308E-4
4.500000E-9	-2.535250E-4
4.550000E-9	-2.963488E-4
4.600000E-9	-3.323207E-4
4.650000E-9	-3.408855E-4
4.700000E-9	-3.169042E-4
4.750000E-9	-2.655157E-4
4.800000E-9	-1.901459E-4
4.850000E-9	-1.027854E-4
4.900000E-9	-1.885085E-5
4.950000E-9	5.651895E-5
5.000000E-9	1.096204E-4
5.050000E-9	1.301758E-4
5.100000E-9	1.216111E-4
5.150000E-9	9.934270E-5
5.200000E-9	5.651895E-5
5.250000E-9	-8.573149E-6
5.300000E-9	-8.051705E-5
5.350000E-9	-1.438962E-4
5.400000E-9	-2.004236E-4
5.450000E-9	-2.432473E-4
5.500000E-9	-2.586639E-4
5.550000E-9	-2.415344E-4
5.600000E-9	-2.192660E-4
5.650000E-9	-2.209790E-4
5.700000E-9	-2.449603E-4
5.750000E-9	-2.689416E-4
5.800000E-9	-2.860711E-4
5.850000E-9	-2.929229E-4
5.900000E-9	-2.894970E-4
5.950000E-9	-2.706545E-4
6.000000E-9	-2.381085E-4
6.050000E-9	-1.987106E-4
6.100000E-9	-1.610257E-4
6.150000E-9	-1.301926E-4
6.200000E-9	-1.147761E-4
6.250000E-9	-1.233408E-4
6.300000E-9	-1.421833E-4
6.350000E-9	-1.593128E-4
6.400000E-9	-1.832941E-4
6.450000E-9	-2.124142E-4
6.500000E-9	-2.295437E-4
6.550000E-9	-2.312567E-4
6.600000E-9	-2.226919E-4
6.650000E-9	-1.969977E-4
6.700000E-9	-1.627387E-4
6.750000E-9	-1.336185E-4
6.800000E-9	-1.113502E-4
6.850000E-9	-1.096372E-4
6.900000E-9	-1.301926E-4
6.950000E-9	-1.644516E-4
7.000000E-9	-2.055624E-4
7.050000E-9	-2.638027E-4
7.100000E-9	-3.306078E-4
7.150000E-9	-3.905610E-4
7.200000E-9	-4.299589E-4
7.250000E-9	-4.470884E-4
7.300000E-9	-4.419495E-4
7.350000E-9	-4.162553E-4
7.400000E-9	-3.614409E-4
7.450000E-9	-2.757934E-4
7.500000E-9	-1.747293E-4
7.550000E-9	-7.537820E-5
7.600000E-9	1.369520E-5
