Study Name	SiC_phase_study
Sample Name	2025-11-07
Run Name	spot05
Operator	Keshav
Date	11/7/2025
Time	12:09
Sign	POS
Grating Spacing	06.40um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	4
dt	50.000001E-12
time stamp (ms)	12:13:26 PM
	
Time	Amplitude
0.000000E+0	-4.573461E-4
5.000000E-11	-5.241512E-4
1.000000E-10	-5.549843E-4
1.500000E-10	-5.515584E-4
2.000000E-10	-5.121605E-4
2.500000E-10	-4.282260E-4
3.000000E-10	-3.048936E-4
3.500000E-10	-1.644316E-4
4.000000E-10	-2.568269E-5
4.500000E-10	1.027886E-4
5.000000E-10	1.987138E-4
5.500000E-10	2.518152E-4
6.000000E-10	2.620929E-4
6.500000E-10	2.295469E-4
7.000000E-10	1.490382E-4
7.500000E-10	3.255761E-5
8.000000E-10	-9.591364E-5
8.500000E-10	-2.141072E-4
9.000000E-10	-3.168842E-4
9.500000E-10	-4.025317E-4
1.000000E-9	-4.556332E-4
1.050000E-9	-4.676238E-4
1.100000E-9	-4.453555E-4
1.150000E-9	-3.973929E-4
1.200000E-9	-3.185972E-4
1.250000E-9	-2.209590E-4
1.300000E-9	-1.284597E-4
1.350000E-9	-4.795104E-5
1.400000E-9	2.913171E-5
1.450000E-9	1.010756E-4
1.500000E-9	1.490382E-4
1.550000E-9	1.730195E-4
1.600000E-9	1.798713E-4
1.650000E-9	1.576030E-4
1.700000E-9	1.096404E-4
1.750000E-9	5.140006E-5
1.800000E-9	-3.414341E-6
1.850000E-9	-5.480284E-5
1.900000E-9	-9.077479E-5
1.950000E-9	-1.044784E-4
2.000000E-9	-9.762659E-5
2.050000E-9	-9.077479E-5
2.100000E-9	-9.591364E-5
2.150000E-9	-1.061913E-4
2.200000E-9	-1.181820E-4
2.250000E-9	-1.353115E-4
2.300000E-9	-1.575798E-4
2.350000E-9	-1.815611E-4
2.400000E-9	-2.038295E-4
2.450000E-9	-2.260978E-4
2.500000E-9	-2.500791E-4
2.550000E-9	-2.809122E-4
2.600000E-9	-3.237360E-4
2.650000E-9	-3.734116E-4
2.700000E-9	-4.145224E-4
2.750000E-9	-4.402166E-4
2.800000E-9	-4.522073E-4
2.850000E-9	-4.539202E-4
2.900000E-9	-4.350778E-4
2.950000E-9	-4.128094E-4
3.000000E-9	-3.973929E-4
3.050000E-9	-3.716986E-4
3.100000E-9	-3.391526E-4
3.150000E-9	-3.254490E-4
3.200000E-9	-3.323008E-4
3.250000E-9	-3.460044E-4
3.300000E-9	-3.614209E-4
3.350000E-9	-3.854022E-4
3.400000E-9	-4.093835E-4
3.450000E-9	-4.350778E-4
3.500000E-9	-4.624850E-4
3.550000E-9	-4.761886E-4
3.600000E-9	-4.607720E-4
3.650000E-9	-4.350778E-4
3.700000E-9	-3.973929E-4
3.750000E-9	-3.442914E-4
3.800000E-9	-2.809122E-4
3.850000E-9	-2.141072E-4
3.900000E-9	-1.558669E-4
3.950000E-9	-1.301726E-4
4.000000E-9	-1.438762E-4
4.050000E-9	-1.729964E-4
4.100000E-9	-2.175331E-4
4.150000E-9	-2.929029E-4
4.200000E-9	-3.871152E-4
4.250000E-9	-4.676238E-4
4.300000E-9	-5.258641E-4
4.350000E-9	-5.772526E-4
4.400000E-9	-6.080857E-4
4.450000E-9	-5.978080E-4
4.500000E-9	-5.601231E-4
4.550000E-9	-5.155864E-4
4.600000E-9	-4.470684E-4
4.650000E-9	-3.391526E-4
4.700000E-9	-2.192460E-4
4.750000E-9	-1.113302E-4
4.800000E-9	-1.197909E-5
4.850000E-9	7.709431E-5
4.900000E-9	1.387605E-4
4.950000E-9	1.678807E-4
5.000000E-9	1.730195E-4
5.050000E-9	1.456123E-4
5.100000E-9	9.079791E-5
5.150000E-9	2.056696E-5
5.200000E-9	-6.850644E-5
5.250000E-9	-1.661446E-4
5.300000E-9	-2.637827E-4
5.350000E-9	-3.579950E-4
5.400000E-9	-4.316519E-4
5.450000E-9	-4.744756E-4
5.500000E-9	-4.967440E-4
5.550000E-9	-5.172994E-4
5.600000E-9	-5.138735E-4
5.650000E-9	-4.744756E-4
5.700000E-9	-4.419296E-4
5.750000E-9	-4.419296E-4
5.800000E-9	-4.693368E-4
5.850000E-9	-5.207253E-4
5.900000E-9	-5.978080E-4
5.950000E-9	-6.783167E-4
6.000000E-9	-7.399829E-4
6.050000E-9	-7.828066E-4
6.100000E-9	-7.982232E-4
6.150000E-9	-7.776678E-4
6.200000E-9	-7.262793E-4
6.250000E-9	-6.389188E-4
6.300000E-9	-5.121605E-4
6.350000E-9	-3.648468E-4
6.400000E-9	-2.278108E-4
6.450000E-9	-1.027654E-4
6.500000E-9	1.200221E-5
6.550000E-9	8.908496E-5
6.600000E-9	1.113533E-4
6.650000E-9	8.565906E-5
6.700000E-9	2.056696E-5
6.750000E-9	-8.734889E-5
6.800000E-9	-2.175331E-4
6.850000E-9	-3.477173E-4
6.900000E-9	-4.727627E-4
6.950000E-9	-5.789656E-4
7.000000E-9	-6.577613E-4
7.050000E-9	-7.022980E-4
7.100000E-9	-7.262793E-4
7.150000E-9	-7.331311E-4
7.200000E-9	-7.160016E-4
7.250000E-9	-6.663260E-4
7.300000E-9	-6.046598E-4
7.350000E-9	-5.498454E-4
7.400000E-9	-4.967440E-4
7.450000E-9	-4.453555E-4
7.500000E-9	-4.059576E-4
7.550000E-9	-3.819763E-4
7.600000E-9	-3.648468E-4
7.650000E-9	-3.545691E-4
7.700000E-9	-3.579950E-4
7.750000E-9	-3.648468E-4
7.800000E-9	-3.648468E-4
7.850000E-9	-3.528562E-4
7.900000E-9	-3.442914E-4
7.950000E-9	-3.391526E-4
8.000000E-9	-3.271619E-4
8.050000E-9	-3.083195E-4
8.100000E-9	-3.083195E-4
8.150000E-9	-3.203101E-4
8.200000E-9	-3.340137E-4
8.250000E-9	-3.528562E-4
8.300000E-9	-3.836893E-4
8.350000E-9	-4.162353E-4
8.400000E-9	-4.539202E-4
8.450000E-9	-5.053087E-4
8.500000E-9	-5.515584E-4
8.550000E-9	-5.738267E-4
8.600000E-9	-5.892433E-4
8.650000E-9	-5.995210E-4
8.700000E-9	-5.909562E-4
8.750000E-9	-5.464195E-4
8.800000E-9	-4.727627E-4
8.850000E-9	-3.905411E-4
8.900000E-9	-3.134583E-4
8.950000E-9	-2.500791E-4
9.000000E-9	-2.072554E-4
9.050000E-9	-1.901259E-4
9.100000E-9	-1.884129E-4
9.150000E-9	-2.021165E-4
9.200000E-9	-2.295237E-4
9.250000E-9	-2.723475E-4
9.300000E-9	-3.271619E-4
9.350000E-9	-3.871152E-4
9.400000E-9	-4.556332E-4
9.450000E-9	-5.138735E-4
9.500000E-9	-5.481325E-4
9.550000E-9	-5.669749E-4
9.600000E-9	-5.806785E-4
9.650000E-9	-5.789656E-4
9.700000E-9	-5.532713E-4
9.750000E-9	-5.121605E-4
9.800000E-9	-4.539202E-4
9.850000E-9	-3.699857E-4
9.900000E-9	-2.620698E-4
9.950000E-9	-1.610057E-4
1.000000E-8	-9.248774E-5
1.005000E-8	-4.966399E-5
1.010000E-8	-1.026614E-5
1.015000E-8	8.576309E-6
1.020000E-8	-1.701391E-6
1.025000E-8	-2.910859E-5
1.030000E-8	-6.165464E-5
1.035000E-8	-1.130431E-4
1.040000E-8	-2.004036E-4
1.045000E-8	-2.980418E-4
1.050000E-8	-3.699857E-4
1.055000E-8	-4.299389E-4
1.060000E-8	-4.967440E-4
1.065000E-8	-5.378548E-4
1.070000E-8	-5.275771E-4
1.075000E-8	-4.847533E-4
1.080000E-8	-4.350778E-4
1.085000E-8	-3.716986E-4
1.090000E-8	-2.860511E-4
1.095000E-8	-1.884129E-4
1.100000E-8	-9.420069E-5
1.105000E-8	-1.540499E-5
1.110000E-8	3.598351E-5
1.115000E-8	4.797416E-5
1.120000E-8	2.056696E-5
1.125000E-8	-4.109924E-5
1.130000E-8	-1.267467E-4
1.135000E-8	-2.192460E-4
1.140000E-8	-3.083195E-4
1.145000E-8	-3.939670E-4
1.150000E-8	-4.710497E-4
1.155000E-8	-5.292900E-4
1.160000E-8	-5.601231E-4
1.165000E-8	-5.618361E-4
1.170000E-8	-5.464195E-4
1.175000E-8	-5.207253E-4
1.180000E-8	-4.898922E-4
1.185000E-8	-4.556332E-4
1.190000E-8	-4.248001E-4
1.195000E-8	-4.128094E-4
1.200000E-8	-4.248001E-4
1.205000E-8	-4.573461E-4
1.210000E-8	-5.001699E-4
1.215000E-8	-5.549843E-4
1.220000E-8	-6.132246E-4
1.225000E-8	-6.543354E-4
1.230000E-8	-6.594742E-4
1.235000E-8	-6.372059E-4
1.240000E-8	-5.943821E-4
1.245000E-8	-5.292900E-4
1.250000E-8	-4.556332E-4
1.255000E-8	-3.871152E-4
1.260000E-8	-3.357267E-4
1.265000E-8	-2.980418E-4
1.270000E-8	-2.843381E-4
1.275000E-8	-3.014677E-4
1.280000E-8	-3.425785E-4
1.285000E-8	-3.991058E-4
1.290000E-8	-4.659109E-4
1.295000E-8	-5.344289E-4
1.300000E-8	-6.012339E-4
1.305000E-8	-6.543354E-4
1.310000E-8	-6.714649E-4
1.315000E-8	-6.474836E-4
1.320000E-8	-5.943821E-4
1.325000E-8	-5.207253E-4
1.330000E-8	-4.316519E-4
1.335000E-8	-3.408655E-4
1.340000E-8	-2.637827E-4
1.345000E-8	-2.089683E-4
1.350000E-8	-1.712834E-4
1.355000E-8	-1.524410E-4
1.360000E-8	-1.558669E-4
1.365000E-8	-1.747093E-4
1.370000E-8	-2.141072E-4
1.375000E-8	-2.740604E-4
1.380000E-8	-3.460044E-4
1.385000E-8	-4.145224E-4
1.390000E-8	-4.830404E-4
1.395000E-8	-5.532713E-4
1.400000E-8	-6.046598E-4
1.405000E-8	-6.372059E-4
1.410000E-8	-6.629001E-4
1.415000E-8	-6.611872E-4
1.420000E-8	-6.166505E-4
1.425000E-8	-5.515584E-4
1.430000E-8	-4.898922E-4
1.435000E-8	-4.299389E-4
1.440000E-8	-3.699857E-4
1.445000E-8	-3.185972E-4
1.450000E-8	-2.843381E-4
1.455000E-8	-2.654957E-4
1.460000E-8	-2.517921E-4
1.465000E-8	-2.329496E-4
1.470000E-8	-2.123942E-4
1.475000E-8	-2.089683E-4
1.480000E-8	-2.141072E-4
1.485000E-8	-2.141072E-4
1.490000E-8	-2.106813E-4
1.495000E-8	-2.038295E-4
1.500000E-8	-1.849870E-4
1.505000E-8	-1.661446E-4
1.510000E-8	-1.592928E-4
1.515000E-8	-1.661446E-4
1.520000E-8	-1.901259E-4
1.525000E-8	-2.295237E-4
1.530000E-8	-2.672086E-4
1.535000E-8	-3.100324E-4
1.540000E-8	-3.751245E-4
1.545000E-8	-4.556332E-4
1.550000E-8	-5.172994E-4
1.555000E-8	-5.652620E-4
1.560000E-8	-6.166505E-4
1.565000E-8	-6.526224E-4
1.570000E-8	-6.337800E-4
1.575000E-8	-5.755397E-4
1.580000E-8	-5.224382E-4
1.585000E-8	-4.727627E-4
1.590000E-8	-3.922540E-4
1.595000E-8	-2.877640E-4
1.600000E-8	-1.867000E-4
1.605000E-8	-1.079043E-4
