Study Name	SiC_phase_study
Sample Name	2025-11-07
Run Name	spot08
Operator	Keshav
Date	11/7/2025
Time	15:17
Sign	POS
Grating Spacing	07.60um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	2
dt	50.000001E-12
time stamp (ms)	3:18:43 PM
	
Time	Amplitude
0.000000E+0	-3.220231E-4
5.000000E-11	-3.785504E-4
1.000000E-10	-4.213742E-4
1.500000E-10	-4.453555E-4
2.000000E-10	-4.641979E-4
2.500000E-10	-4.710497E-4
3.000000E-10	-4.556332E-4
3.500000E-10	-4.299389E-4
4.000000E-10	-4.059576E-4
4.500000E-10	-3.819763E-4
5.000000E-10	-3.597080E-4
5.500000E-10	-3.357267E-4
6.000000E-10	-3.031806E-4
6.500000E-10	-2.723475E-4
7.000000E-10	-2.586439E-4
7.500000E-10	-2.620698E-4
8.000000E-10	-2.826252E-4
8.500000E-10	-3.117454E-4
9.000000E-10	-3.340137E-4
9.500000E-10	-3.562821E-4
1.000000E-9	-3.922540E-4
1.050000E-9	-4.333648E-4
1.100000E-9	-4.659109E-4
1.150000E-9	-5.001699E-4
1.200000E-9	-5.395677E-4
1.250000E-9	-5.686879E-4
1.300000E-9	-5.858174E-4
1.350000E-9	-6.029469E-4
1.400000E-9	-6.097987E-4
1.450000E-9	-6.012339E-4
1.500000E-9	-5.926692E-4
1.550000E-9	-5.841044E-4
1.600000E-9	-5.704008E-4
1.650000E-9	-5.498454E-4
1.700000E-9	-5.258641E-4
1.750000E-9	-4.984569E-4
1.800000E-9	-4.761886E-4
1.850000E-9	-4.539202E-4
1.900000E-9	-4.230871E-4
1.950000E-9	-3.888281E-4
2.000000E-9	-3.597080E-4
2.050000E-9	-3.203101E-4
2.100000E-9	-2.689216E-4
2.150000E-9	-2.260978E-4
2.200000E-9	-1.952647E-4
2.250000E-9	-1.524410E-4
2.300000E-9	-9.933954E-5
2.350000E-9	-4.623809E-5
2.400000E-9	1.028926E-5
2.450000E-9	7.709431E-5
2.500000E-9	1.404735E-4
2.550000E-9	1.867231E-4
2.600000E-9	2.261210E-4
2.650000E-9	2.518152E-4
2.700000E-9	2.501023E-4
2.750000E-9	2.192692E-4
2.800000E-9	1.610289E-4
2.850000E-9	7.195546E-5
2.900000E-9	-4.452514E-5
2.950000E-9	-1.695705E-4
3.000000E-9	-2.980418E-4
3.050000E-9	-4.179483E-4
3.100000E-9	-5.172994E-4
3.150000E-9	-5.960951E-4
3.200000E-9	-6.423447E-4
3.250000E-9	-6.543354E-4
3.300000E-9	-6.543354E-4
3.350000E-9	-6.491965E-4
3.400000E-9	-6.080857E-4
3.450000E-9	-5.429936E-4
3.500000E-9	-4.864663E-4
3.550000E-9	-4.367907E-4
3.600000E-9	-3.871152E-4
3.650000E-9	-3.545691E-4
3.700000E-9	-3.528562E-4
3.750000E-9	-3.734116E-4
3.800000E-9	-4.042447E-4
3.850000E-9	-4.350778E-4
3.900000E-9	-4.624850E-4
3.950000E-9	-4.933181E-4
4.000000E-9	-5.104476E-4
4.050000E-9	-5.018828E-4
4.100000E-9	-4.898922E-4
4.150000E-9	-4.881792E-4
4.200000E-9	-4.761886E-4
4.250000E-9	-4.522073E-4
4.300000E-9	-4.316519E-4
4.350000E-9	-4.145224E-4
4.400000E-9	-3.973929E-4
4.450000E-9	-3.922540E-4
4.500000E-9	-3.956799E-4
4.550000E-9	-3.905411E-4
4.600000E-9	-3.905411E-4
4.650000E-9	-4.093835E-4
4.700000E-9	-4.350778E-4
4.750000E-9	-4.504943E-4
4.800000E-9	-4.590591E-4
4.850000E-9	-4.779015E-4
4.900000E-9	-5.001699E-4
4.950000E-9	-5.053087E-4
5.000000E-9	-4.984569E-4
5.050000E-9	-4.984569E-4
5.100000E-9	-4.898922E-4
5.150000E-9	-4.470684E-4
5.200000E-9	-3.751245E-4
5.250000E-9	-2.894770E-4
5.300000E-9	-1.867000E-4
5.350000E-9	-7.535824E-5
5.400000E-9	2.399286E-5
5.450000E-9	1.096404E-4
5.500000E-9	1.798713E-4
5.550000E-9	2.158433E-4
5.600000E-9	2.124174E-4
