Study Name	SiC_phase_study
1.370000E-8	-6.783366E-4
1.375000E-8	-6.749107E-4
1.380000E-8	-6.115316E-4
1.385000E-8	-5.156064E-4
1.390000E-8	-4.213941E-4
1.395000E-8	-3.220430E-4
1.400000E-8	-2.021365E-4
1.405000E-8	-1.130631E-4
1.410000E-8	-9.079475E-5
1.415000E-8	-1.010725E-4
1.420000E-8	-1.182020E-4
1.425000E-8	-1.678775E-4
1.430000E-8	-2.312567E-4
1.435000E-8	-2.894970E-4
1.440000E-8	-3.545891E-4
1.445000E-8	-4.128294E-4
1.450000E-8	-4.419495E-4
1.455000E-8	-4.881992E-4
1.460000E-8	-5.601431E-4
1.465000E-8	-5.806985E-4
1.470000E-8	-5.430136E-4
1.475000E-8	-5.019028E-4
1.480000E-8	-4.419495E-4
1.485000E-8	-3.408855E-4
1.490000E-8	-2.860711E-4
1.495000E-8	-2.775063E-4
1.500000E-8	-2.107013E-4
1.505000E-8	-9.935950E-5
1.510000E-8	-5.824870E-5
1.515000E-8	-9.935950E-5
1.520000E-8	-1.541739E-4
1.525000E-8	-2.363955E-4
1.530000E-8	-3.494502E-4
1.535000E-8	-4.607920E-4
1.540000E-8	-5.635690E-4
1.545000E-8	-6.577812E-4
1.550000E-8	-7.040309E-4
1.555000E-8	-6.937532E-4
1.560000E-8	-6.560683E-4
1.565000E-8	-5.772726E-4
1.570000E-8	-4.316718E-4
1.575000E-8	-2.381085E-4
1.580000E-8	-4.283215E-5
1.585000E-8	9.420385E-5
1.590000E-8	1.421665E-4
1.595000E-8	1.524442E-4
1.600000E-8	1.764255E-4
1.605000E-8	1.541571E-4
1.610000E-8	3.253765E-5
1.615000E-8	-1.216279E-4
1.620000E-8	-2.535250E-4
1.625000E-8	-4.008387E-4
1.630000E-8	-5.601431E-4
1.635000E-8	-6.629201E-4
1.640000E-8	-6.869014E-4
1.645000E-8	-6.594942E-4
1.650000E-8	-6.029668E-4
1.655000E-8	-5.464395E-4
1.660000E-8	-4.830603E-4
1.665000E-8	-3.888481E-4
1.670000E-8	-2.980617E-4
1.675000E-8	-2.723675E-4
1.680000E-8	-2.518121E-4
1.685000E-8	-1.815811E-4
1.690000E-8	-1.267667E-4
1.695000E-8	-1.438962E-4
1.700000E-8	-1.918588E-4
1.705000E-8	-2.141272E-4
1.710000E-8	-2.124142E-4
1.715000E-8	-2.141272E-4
1.720000E-8	-2.192660E-4
1.725000E-8	-2.295437E-4
1.730000E-8	-2.381085E-4
1.735000E-8	-2.569509E-4
1.740000E-8	-3.032006E-4
1.745000E-8	-3.528761E-4
1.750000E-8	-3.974128E-4
1.755000E-8	-4.368107E-4
1.760000E-8	-4.590790E-4
1.765000E-8	-4.453754E-4
1.770000E-8	-4.094035E-4
1.775000E-8	-3.734315E-4
1.780000E-8	-3.340337E-4
1.785000E-8	-3.117653E-4
1.790000E-8	-3.665797E-4
1.795000E-8	-5.173193E-4
1.800000E-8	-7.365769E-4
1.805000E-8	-1.022640E-3
1.810000E-8	-1.418331E-3
1.815000E-8	-1.911661E-3
1.820000E-8	-2.466656E-3
1.825000E-8	-3.083318E-3
1.830000E-8	-3.753082E-3
1.835000E-8	-4.474234E-3
1.840000E-8	-5.279320E-3
1.845000E-8	-6.195749E-3
1.850000E-8	-7.232084E-3
1.855000E-8	-8.427723E-3
1.860000E-8	-9.856323E-3
1.865000E-8	-1.151617E-2
1.870000E-8	-1.340042E-2
1.875000E-8	-1.548850E-2
1.880000E-8	-1.770677E-2
1.885000E-8	-1.989421E-2
1.890000E-8	-2.192919E-2
1.895000E-8	-2.373464E-2
1.900000E-8	-2.518551E-2
1.905000E-8	-2.611907E-2
1.910000E-8	-2.648050E-2
1.915000E-8	-2.631777E-2
1.920000E-8	-2.562574E-2
1.925000E-8	-2.444209E-2
1.930000E-8	-2.292613E-2
1.935000E-8	-2.124573E-2
1.940000E-8	-1.951222E-2
1.945000E-8	-1.788663E-2
1.950000E-8	-1.659336E-2
1.955000E-8	-1.573517E-2
1.960000E-8	-1.533434E-2
1.965000E-8	-1.547137E-2
1.970000E-8	-1.616683E-2
1.975000E-8	-1.729909E-2
1.980000E-8	-1.871056E-2
1.985000E-8	-2.022995E-2
1.990000E-8	-2.170309E-2
1.995000E-8	-2.304261E-2
2.000000E-8	-2.416802E-2
2.005000E-8	-2.497482E-2
2.010000E-8	-2.538422E-2
2.015000E-8	-2.542190E-2
2.020000E-8	-2.508445E-2
2.025000E-8	-2.434445E-2
2.030000E-8	-2.325159E-2
2.035000E-8	-2.187609E-2
2.040000E-8	-2.027791E-2
2.045000E-8	-1.858723E-2
2.050000E-8	-1.694451E-2
2.055000E-8	-1.541998E-2
2.060000E-8	-1.407361E-2
2.065000E-8	-1.304755E-2
2.070000E-8	-1.245829E-2
2.075000E-8	-1.232468E-2
2.080000E-8	-1.262616E-2
2.085000E-8	-1.328565E-2
2.090000E-8	-1.421921E-2
2.095000E-8	-1.539600E-2
2.100000E-8	-1.676636E-2
2.105000E-8	-1.815899E-2
2.110000E-8	-1.936833E-2
2.115000E-8	-2.034300E-2
2.120000E-8	-2.107786E-2
2.125000E-8	-2.151809E-2
2.130000E-8	-2.156262E-2
2.135000E-8	-2.121318E-2
2.140000E-8	-2.051601E-2
2.145000E-8	-1.955505E-2
2.150000E-8	-1.835084E-2
2.155000E-8	-1.693766E-2
2.160000E-8	-1.541827E-2
2.165000E-8	-1.395370E-2
2.170000E-8	-1.264158E-2
2.175000E-8	-1.152474E-2
2.180000E-8	-1.070766E-2
2.185000E-8	-1.030854E-2
2.190000E-8	-1.030683E-2
2.195000E-8	-1.062372E-2
2.200000E-8	-1.125580E-2
2.205000E-8	-1.221506E-2
2.210000E-8	-1.340213E-2
2.215000E-8	-1.467656E-2
2.220000E-8	-1.592702E-2
2.225000E-8	-1.708155E-2
2.230000E-8	-1.807163E-2
2.235000E-8	-1.881505E-2
2.240000E-8	-1.923986E-2
2.245000E-8	-1.929982E-2
2.250000E-8	-1.899320E-2
2.255000E-8	-1.835256E-2
2.260000E-8	-1.739502E-2
2.265000E-8	-1.617882E-2
2.270000E-8	-1.480675E-2
2.275000E-8	-1.338500E-2
2.280000E-8	-1.200779E-2
2.285000E-8	-1.077104E-2
2.290000E-8	-9.789518E-3
2.295000E-8	-9.123180E-3
2.300000E-8	-8.809711E-3
2.305000E-8	-8.881654E-3
2.310000E-8	-9.330447E-3
2.315000E-8	-1.008415E-2
2.320000E-8	-1.106567E-2
2.325000E-8	-1.221848E-2
2.330000E-8	-1.345866E-2
2.335000E-8	-1.464402E-2
2.340000E-8	-1.564096E-2
2.345000E-8	-1.641007E-2
2.350000E-8	-1.696164E-2
2.355000E-8	-1.723057E-2
2.360000E-8	-1.715692E-2
2.365000E-8	-1.674581E-2
2.370000E-8	-1.605378E-2
2.375000E-8	-1.511337E-2
2.380000E-8	-1.396569E-2
2.385000E-8	-1.269297E-2
2.390000E-8	-1.138256E-2
2.395000E-8	-1.011498E-2
2.400000E-8	-8.991283E-3
2.405000E-8	-8.129669E-3
2.410000E-8	-7.584951E-3
2.415000E-8	-7.386249E-3
2.420000E-8	-7.569535E-3
2.425000E-8	-8.119392E-3
2.430000E-8	-8.950172E-3
2.435000E-8	-9.988220E-3
2.440000E-8	-1.116673E-2
2.445000E-8	-1.240177E-2
2.450000E-8	-1.355972E-2
2.455000E-8	-1.454809E-2
2.460000E-8	-1.530864E-2
2.465000E-8	-1.578484E-2
2.470000E-8	-1.594415E-2
2.475000E-8	-1.577114E-2
2.480000E-8	-1.528466E-2
2.485000E-8	-1.451555E-2
2.490000E-8	-1.351518E-2
2.495000E-8	-1.236237E-2
2.500000E-8	-1.113590E-2
2.505000E-8	-9.909424E-3
2.510000E-8	-8.784016E-3
2.515000E-8	-7.871014E-3
2.520000E-8	-7.233796E-3
2.525000E-8	-6.889494E-3
2.530000E-8	-6.863799E-3
2.535000E-8	-7.149862E-3
2.540000E-8	-7.684302E-3
2.545000E-8	-8.412306E-3
2.550000E-8	-9.309892E-3
2.555000E-8	-1.032053E-2
2.560000E-8	-1.134488E-2
2.565000E-8	-1.230242E-2
2.570000E-8	-1.312806E-2
2.575000E-8	-1.375500E-2
2.580000E-8	-1.414212E-2
2.585000E-8	-1.426374E-2
2.590000E-8	-1.410615E-2
2.595000E-8	-1.367620E-2
2.600000E-8	-1.302528E-2
2.605000E-8	-1.220820E-2
2.610000E-8	-1.127636E-2
2.615000E-8	-1.029484E-2
2.620000E-8	-9.316744E-3
2.625000E-8	-8.427723E-3
2.630000E-8	-7.715135E-3
2.635000E-8	-7.225232E-3
2.640000E-8	-6.976854E-3
2.645000E-8	-6.997409E-3
2.650000E-8	-7.273194E-3
2.655000E-8	-7.771663E-3
2.660000E-8	-8.458556E-3
2.665000E-8	-9.287624E-3
2.670000E-8	-1.016637E-2
2.675000E-8	-1.102798E-2
2.680000E-8	-1.181594E-2
2.685000E-8	-1.245316E-2
2.690000E-8	-1.288653E-2
2.695000E-8	-1.310579E-2
2.700000E-8	-1.308181E-2
2.705000E-8	-1.281801E-2
2.710000E-8	-1.233325E-2
2.715000E-8	-1.166862E-2
2.720000E-8	-1.084470E-2
2.725000E-8	-9.938545E-3
2.730000E-8	-9.027255E-3
2.735000E-8	-8.175919E-3
2.740000E-8	-7.427360E-3
2.745000E-8	-6.832966E-3
2.750000E-8	-6.421858E-3
2.755000E-8	-6.223156E-3
2.760000E-8	-6.260841E-3
2.765000E-8	-6.509219E-3
2.770000E-8	-6.925465E-3
2.775000E-8	-7.494165E-3
2.780000E-8	-8.179345E-3
2.785000E-8	-8.914200E-3
2.790000E-8	-9.642204E-3
2.795000E-8	-1.030683E-2
2.800000E-8	-1.083956E-2
2.805000E-8	-1.119585E-2
2.810000E-8	-1.133460E-2
2.815000E-8	-1.126094E-2
2.820000E-8	-1.098516E-2
2.825000E-8	-1.051581E-2
2.830000E-8	-9.851184E-3
2.835000E-8	-9.061514E-3
2.840000E-8	-8.235872E-3
2.845000E-8	-7.423934E-3
2.850000E-8	-6.675375E-3
2.855000E-8	-6.060426E-3
2.860000E-8	-5.644179E-3
2.865000E-8	-5.428347E-3
2.870000E-8	-5.406079E-3
2.875000E-8	-5.580800E-3
2.880000E-8	-5.947371E-3
2.885000E-8	-6.471534E-3
2.890000E-8	-7.122455E-3
2.895000E-8	-7.836755E-3
2.900000E-8	-8.540777E-3
2.905000E-8	-9.176282E-3
2.910000E-8	-9.717574E-3
2.915000E-8	-1.012868E-2
2.920000E-8	-1.039933E-2
2.925000E-8	-1.051410E-2
2.930000E-8	-1.046271E-2
2.935000E-8	-1.023660E-2
2.940000E-8	-9.852897E-3
2.945000E-8	-9.349290E-3
2.950000E-8	-8.770313E-3
2.955000E-8	-8.145086E-3
2.960000E-8	-7.499304E-3
2.965000E-8	-6.877503E-3
2.970000E-8	-6.336211E-3
2.975000E-8	-5.907973E-3
2.980000E-8	-5.604781E-3
2.985000E-8	-5.452328E-3
2.990000E-8	-5.490013E-3
2.995000E-8	-5.704132E-3
3.000000E-8	-6.057000E-3
3.005000E-8	-6.512644E-3
3.010000E-8	-7.024817E-3
3.015000E-8	-7.528424E-3
3.020000E-8	-7.972078E-3
3.025000E-8	-8.338649E-3
3.030000E-8	-8.604157E-3
3.035000E-8	-8.748044E-3
3.040000E-8	-8.777164E-3
3.045000E-8	-8.689804E-3
3.050000E-8	-8.480824E-3
3.055000E-8	-8.170780E-3
3.060000E-8	-7.778515E-3
3.065000E-8	-7.324583E-3
3.070000E-8	-6.860373E-3
3.075000E-8	-6.433849E-3
3.080000E-8	-6.053574E-3
3.085000E-8	-5.734965E-3
3.090000E-8	-5.510569E-3
3.095000E-8	-5.407792E-3
3.100000E-8	-5.412931E-3
3.105000E-8	-5.525985E-3
3.110000E-8	-5.743530E-3
3.115000E-8	-6.038157E-3
3.120000E-8	-6.365331E-3
3.125000E-8	-6.707921E-3
3.130000E-8	-7.057363E-3
3.135000E-8	-7.374258E-3
3.140000E-8	-7.617497E-3
3.145000E-8	-7.775089E-3
3.150000E-8	-7.847033E-3
3.155000E-8	-7.819625E-3
3.160000E-8	-7.680876E-3
3.165000E-8	-7.446202E-3
3.170000E-8	-7.125881E-3
3.175000E-8	-6.738754E-3
3.180000E-8	-6.322507E-3
3.185000E-8	-5.919964E-3
3.190000E-8	-5.549967E-3
3.195000E-8	-5.212515E-3
3.200000E-8	-4.929879E-3
3.205000E-8	-4.727751E-3
3.210000E-8	-4.611270E-3
3.215000E-8	-4.587289E-3
3.220000E-8	-4.667797E-3
3.225000E-8	-4.854509E-3
3.230000E-8	-5.116590E-3
3.235000E-8	-5.414644E-3
3.240000E-8	-5.734965E-3
3.245000E-8	-6.068990E-3
3.250000E-8	-6.394451E-3
3.255000E-8	-6.671949E-3
3.260000E-8	-6.865512E-3
3.265000E-8	-6.981993E-3
3.270000E-8	-7.031668E-3
3.275000E-8	-7.000835E-3
3.280000E-8	-6.874077E-3
3.285000E-8	-6.661671E-3
3.290000E-8	-6.389312E-3
3.295000E-8	-6.065565E-3
3.300000E-8	-5.719549E-3
3.305000E-8	-5.387236E-3
3.310000E-8	-5.092609E-3
3.315000E-8	-4.837379E-3
3.320000E-8	-4.633538E-3
3.325000E-8	-4.496502E-3
3.330000E-8	-4.443401E-3
3.335000E-8	-4.493076E-3
3.340000E-8	-4.655807E-3
3.345000E-8	-4.917888E-3
3.350000E-8	-5.234784E-3
3.355000E-8	-5.587651E-3
3.360000E-8	-5.955936E-3
3.365000E-8	-6.307090E-3
3.370000E-8	-6.608570E-3
3.375000E-8	-6.839818E-3
3.380000E-8	-6.961437E-3
3.385000E-8	-6.956299E-3
3.390000E-8	-6.827827E-3
3.395000E-8	-6.589727E-3
3.400000E-8	-6.260841E-3
3.405000E-8	-5.877140E-3
3.410000E-8	-5.472884E-3
3.415000E-8	-5.080618E-3
3.420000E-8	-4.739741E-3
3.425000E-8	-4.469095E-3
3.430000E-8	-4.280671E-3
3.435000E-8	-4.186458E-3
3.440000E-8	-4.189884E-3
3.445000E-8	-4.266967E-3
3.450000E-8	-4.405716E-3
3.455000E-8	-4.611270E-3
3.460000E-8	-4.842518E-3
3.465000E-8	-5.056637E-3
3.470000E-8	-5.251913E-3
3.475000E-8	-5.433486E-3
3.480000E-8	-5.565383E-3
3.485000E-8	-5.647605E-3
3.490000E-8	-5.683577E-3
3.495000E-8	-5.651031E-3
3.500000E-8	-5.548254E-3
3.505000E-8	-5.407792E-3
3.510000E-8	-5.262191E-3
3.515000E-8	-5.094322E-3
3.520000E-8	-4.905897E-3
3.525000E-8	-4.717473E-3
3.530000E-8	-4.529048E-3
3.535000E-8	-4.332059E-3
3.540000E-8	-4.143635E-3
3.545000E-8	-3.979191E-3
3.550000E-8	-3.850720E-3
3.555000E-8	-3.761647E-3
3.560000E-8	-3.730814E-3
3.565000E-8	-3.753082E-3
3.570000E-8	-3.816461E-3
3.575000E-8	-3.929516E-3
3.580000E-8	-4.104237E-3
3.585000E-8	-4.320068E-3
3.590000E-8	-4.541039E-3
3.595000E-8	-4.768861E-3
3.600000E-8	-5.012100E-3
3.605000E-8	-5.245061E-3
3.610000E-8	-5.418069E-3
3.615000E-8	-5.507143E-3
3.620000E-8	-5.515708E-3
3.625000E-8	-5.424921E-3
3.630000E-8	-5.227932E-3
3.635000E-8	-4.969277E-3
3.640000E-8	-4.708908E-3
3.645000E-8	-4.436549E-3
3.650000E-8	-4.141922E-3
3.655000E-8	-3.883266E-3
3.660000E-8	-3.679425E-3
3.665000E-8	-3.530398E-3
3.670000E-8	-3.448177E-3
3.675000E-8	-3.468732E-3
3.680000E-8	-3.561232E-3
3.685000E-8	-3.687990E-3
3.690000E-8	-3.852433E-3
3.695000E-8	-4.045996E-3
3.700000E-8	-4.232708E-3
3.705000E-8	-4.381735E-3
3.710000E-8	-4.505067E-3
3.715000E-8	-4.611270E-3
3.720000E-8	-4.678075E-3
3.725000E-8	-4.691779E-3
3.730000E-8	-4.660945E-3
3.735000E-8	-4.602705E-3
3.740000E-8	-4.513632E-3
3.745000E-8	-4.381735E-3
3.750000E-8	-4.225856E-3
3.755000E-8	-4.069978E-3
3.760000E-8	-3.920951E-3
3.765000E-8	-3.780489E-3
3.770000E-8	-3.641740E-3
3.775000E-8	-3.523547E-3
3.780000E-8	-3.453316E-3
3.785000E-8	-3.437899E-3
3.790000E-8	-3.470445E-3
3.795000E-8	-3.540676E-3
3.800000E-8	-3.645166E-3
3.805000E-8	-3.759934E-3
3.810000E-8	-3.881553E-3
3.815000E-8	-4.022015E-3
3.820000E-8	-4.174468E-3
3.825000E-8	-4.290948E-3
3.830000E-8	-4.362892E-3
3.835000E-8	-4.407429E-3
3.840000E-8	-4.427984E-3
3.845000E-8	-4.412568E-3
3.850000E-8	-4.350902E-3
3.855000E-8	-4.258402E-3
3.860000E-8	-4.150486E-3
3.865000E-8	-4.042571E-3
3.870000E-8	-3.917525E-3
3.875000E-8	-3.763360E-3
3.880000E-8	-3.598916E-3
3.885000E-8	-3.437899E-3
3.890000E-8	-3.290585E-3
3.895000E-8	-3.165540E-3
3.900000E-8	-3.062763E-3
3.905000E-8	-2.989106E-3
3.910000E-8	-2.966838E-3
3.915000E-8	-3.013088E-3
3.920000E-8	-3.109013E-3
3.925000E-8	-3.232345E-3
3.930000E-8	-3.405353E-3
3.935000E-8	-3.616046E-3
3.940000E-8	-3.825026E-3
3.945000E-8	-4.016876E-3
3.950000E-8	-4.198449E-3
3.955000E-8	-4.328633E-3
3.960000E-8	-4.361179E-3
3.965000E-8	-4.326920E-3
3.970000E-8	-4.239560E-3
3.975000E-8	-4.080255E-3
3.980000E-8	-3.874701E-3
3.985000E-8	-3.677712E-3
3.990000E-8	-3.508130E-3
3.995000E-8	-3.362529E-3
4.000000E-8	-3.240910E-3
4.005000E-8	-3.148411E-3
4.010000E-8	-3.097022E-3
4.015000E-8	-3.109013E-3
4.020000E-8	-3.144985E-3
4.025000E-8	-3.165540E-3
4.030000E-8	-3.175818E-3
4.035000E-8	-3.187808E-3
4.040000E-8	-3.192947E-3
4.045000E-8	-3.201512E-3
4.050000E-8	-3.230632E-3
4.055000E-8	-3.270030E-3
4.060000E-8	-3.317993E-3
4.065000E-8	-3.376233E-3
4.070000E-8	-3.419057E-3
