Study Name	SiC_phase_study
Sample Name	2025-11-07
Run Name	spot08
Operator	Keshav
Date	11/7/2025
Time	12:56
Sign	NEG
Grating Spacing	06.40um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	9
dt	50.000001E-12
time stamp (ms)	1:05:16 PM
	
Time	Amplitude
0.000000E+0	-1.490351E-4
5.000000E-11	-2.021365E-4
1.000000E-10	-2.363955E-4
1.500000E-10	-2.552380E-4
2.000000E-10	-2.706545E-4
2.500000E-10	-2.860711E-4
3.000000E-10	-2.963488E-4
3.500000E-10	-2.894970E-4
4.000000E-10	-2.689416E-4
4.500000E-10	-2.483862E-4
5.000000E-10	-2.312567E-4
5.500000E-10	-2.107013E-4
6.000000E-10	-1.867200E-4
6.500000E-10	-1.627387E-4
7.000000E-10	-1.404703E-4
7.500000E-10	-1.284797E-4
8.000000E-10	-1.387574E-4
8.500000E-10	-1.541739E-4
9.000000E-10	-1.661646E-4
9.500000E-10	-1.695905E-4
1.000000E-9	-1.644516E-4
1.050000E-9	-1.524610E-4
1.100000E-9	-1.387574E-4
1.150000E-9	-1.164890E-4
1.200000E-9	-8.051705E-5
1.250000E-9	-4.797100E-5
1.300000E-9	-2.570265E-5
1.350000E-9	-5.147249E-6
1.400000E-9	1.704551E-6
1.450000E-9	-1.713790E-5
1.500000E-9	-4.968395E-5
1.550000E-9	-7.537820E-5
1.600000E-9	-9.422065E-5
1.650000E-9	-1.182020E-4
1.700000E-9	-1.456092E-4
1.750000E-9	-1.575998E-4
1.800000E-9	-1.438962E-4
1.850000E-9	-1.130631E-4
1.900000E-9	-7.880410E-5
1.950000E-9	-4.283215E-5
2.000000E-9	-1.721349E-6
2.050000E-9	3.938945E-5
2.100000E-9	7.193550E-5
2.150000E-9	8.563910E-5
2.200000E-9	7.536140E-5
2.250000E-9	5.309305E-5
2.300000E-9	2.568585E-5
2.350000E-9	-5.147249E-6
2.400000E-9	-4.454510E-5
2.450000E-9	-8.908180E-5
2.500000E-9	-1.182020E-4
2.550000E-9	-1.199149E-4
2.600000E-9	-1.027854E-4
2.650000E-9	-7.709115E-5
2.700000E-9	-4.283215E-5
2.750000E-9	-1.028610E-5
2.800000E-9	1.369520E-5
2.850000E-9	2.568585E-5
2.900000E-9	2.568585E-5
2.950000E-9	1.369520E-5
3.000000E-9	-5.147249E-6
3.050000E-9	-3.769330E-5
3.100000E-9	-8.736885E-5
3.150000E-9	-1.319056E-4
3.200000E-9	-1.661646E-4
3.250000E-9	-1.952847E-4
3.300000E-9	-2.141272E-4
3.350000E-9	-2.107013E-4
3.400000E-9	-1.935718E-4
3.450000E-9	-1.713034E-4
3.500000E-9	-1.421833E-4
3.550000E-9	-1.147761E-4
3.600000E-9	-1.096372E-4
3.650000E-9	-1.199149E-4
3.700000E-9	-1.353315E-4
3.750000E-9	-1.524610E-4
3.800000E-9	-1.713034E-4
3.850000E-9	-1.901459E-4
3.900000E-9	-2.107013E-4
3.950000E-9	-2.244049E-4
4.000000E-9	-2.312567E-4
4.050000E-9	-2.312567E-4
4.100000E-9	-2.295437E-4
4.150000E-9	-2.261178E-4
4.200000E-9	-2.261178E-4
4.250000E-9	-2.329696E-4
4.300000E-9	-2.449603E-4
4.350000E-9	-2.620898E-4
4.400000E-9	-2.843581E-4
4.450000E-9	-2.946358E-4
4.500000E-9	-3.032006E-4
4.550000E-9	-3.151912E-4
4.600000E-9	-3.186171E-4
4.650000E-9	-3.186171E-4
4.700000E-9	-3.288948E-4
4.750000E-9	-3.408855E-4
4.800000E-9	-3.460243E-4
4.850000E-9	-3.631538E-4
4.900000E-9	-3.974128E-4
4.950000E-9	-4.368107E-4
5.000000E-9	-4.762085E-4
5.050000E-9	-5.156064E-4
5.100000E-9	-5.464395E-4
5.150000E-9	-5.652819E-4
5.200000E-9	-5.755596E-4
5.250000E-9	-5.789855E-4
5.300000E-9	-5.755596E-4
5.350000E-9	-5.687078E-4
5.400000E-9	-5.669949E-4
5.450000E-9	-5.515783E-4
5.500000E-9	-5.121805E-4
5.550000E-9	-4.556531E-4
5.600000E-9	-3.974128E-4
