Study Name	SiC_phase_study
Sample Name	2025-11-07
Run Name	spot08
Operator	Keshav
Date	11/7/2025
Time	19:07
Sign	POS
Grating Spacing	08.80um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	4
dt	50.000001E-12
time stamp (ms)	7:11:34 PM
	
Time	Amplitude
0.000000E+0	1.714106E-5
5.000000E-11	-4.795104E-5
1.000000E-10	-1.079043E-4
1.500000E-10	-1.764223E-4
2.000000E-10	-2.449403E-4
2.500000E-10	-2.877640E-4
3.000000E-10	-3.100324E-4
3.500000E-10	-3.254490E-4
4.000000E-10	-3.220231E-4
4.500000E-10	-2.929029E-4
5.000000E-10	-2.500791E-4
5.500000E-10	-2.021165E-4
6.000000E-10	-1.575798E-4
6.500000E-10	-1.181820E-4
7.000000E-10	-7.707119E-5
7.500000E-10	-3.253449E-5
8.000000E-10	1.155877E-8
8.500000E-10	2.570581E-5
9.000000E-10	5.482596E-5
9.500000E-10	8.394611E-5
1.000000E-9	1.147792E-4
1.050000E-9	1.490382E-4
1.100000E-9	1.747325E-4
1.150000E-9	1.764454E-4
1.200000E-9	1.576030E-4
1.250000E-9	1.284828E-4
1.300000E-9	9.593676E-5
1.350000E-9	5.311301E-5
1.400000E-9	-3.414341E-6
1.450000E-9	-6.336759E-5
1.500000E-9	-1.096172E-4
1.550000E-9	-1.455892E-4
1.600000E-9	-1.712834E-4
1.650000E-9	-1.798482E-4
1.700000E-9	-1.678575E-4
1.750000E-9	-1.404503E-4
1.800000E-9	-9.591364E-5
1.850000E-9	-4.452514E-5
1.900000E-9	1.724509E-6
1.950000E-9	3.940941E-5
2.000000E-9	7.195546E-5
2.050000E-9	9.251086E-5
2.100000E-9	1.010756E-4
2.150000E-9	1.010756E-4
2.200000E-9	9.936266E-5
2.250000E-9	9.079791E-5
2.300000E-9	7.366841E-5
2.350000E-9	5.996481E-5
2.400000E-9	4.283531E-5
2.450000E-9	1.542811E-5
2.500000E-9	-1.197909E-5
2.550000E-9	-2.568269E-5
2.600000E-9	-4.452514E-5
2.650000E-9	-7.878414E-5
2.700000E-9	-1.079043E-4
2.750000E-9	-1.181820E-4
2.800000E-9	-1.267467E-4
2.850000E-9	-1.404503E-4
2.900000E-9	-1.490151E-4
2.950000E-9	-1.507280E-4
3.000000E-9	-1.541539E-4
3.050000E-9	-1.541539E-4
3.100000E-9	-1.438762E-4
3.150000E-9	-1.404503E-4
3.200000E-9	-1.524410E-4
3.250000E-9	-1.644316E-4
3.300000E-9	-1.764223E-4
3.350000E-9	-1.986906E-4
3.400000E-9	-2.278108E-4
3.450000E-9	-2.483662E-4
3.500000E-9	-2.586439E-4
3.550000E-9	-2.637827E-4
3.600000E-9	-2.586439E-4
3.650000E-9	-2.432273E-4
3.700000E-9	-2.141072E-4
3.750000E-9	-1.644316E-4
3.800000E-9	-1.010525E-4
3.850000E-9	-3.938629E-5
3.900000E-9	2.913171E-5
3.950000E-9	1.113533E-4
4.000000E-9	1.764454E-4
4.050000E-9	2.072785E-4
4.100000E-9	2.158433E-4
4.150000E-9	2.107044E-4
4.200000E-9	1.764454E-4
4.250000E-9	1.182051E-4
4.300000E-9	5.482596E-5
4.350000E-9	-6.840241E-6
4.400000E-9	-6.508054E-5
4.450000E-9	-1.233208E-4
4.500000E-9	-1.832741E-4
4.550000E-9	-2.346626E-4
4.600000E-9	-2.620698E-4
4.650000E-9	-2.757734E-4
4.700000E-9	-2.860511E-4
4.750000E-9	-2.894770E-4
4.800000E-9	-2.809122E-4
4.850000E-9	-2.637827E-4
4.900000E-9	-2.483662E-4
4.950000E-9	-2.346626E-4
5.000000E-9	-2.175331E-4
5.050000E-9	-2.004036E-4
5.100000E-9	-1.849870E-4
5.150000E-9	-1.747093E-4
5.200000E-9	-1.541539E-4
5.250000E-9	-1.198949E-4
5.300000E-9	-9.591364E-5
5.350000E-9	-8.392299E-5
5.400000E-9	-6.850644E-5
5.450000E-9	-5.994169E-5
5.500000E-9	-7.193234E-5
5.550000E-9	-8.392299E-5
5.600000E-9	-9.762659E-5
5.650000E-9	-1.301726E-4
