Study Name	SiC_phase_study
Sample Name	2025-11-07
Run Name	spot00
Operator	Keshav
Date	11/7/2025
Time	17:19
Sign	FIX
Grating Spacing	08.80um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	2
dt	50.000001E-12
time stamp (ms)	5:20:41 PM
	
Time	Amplitude
0.000000E+0	-4.881708E-4
5.000000E-11	-2.877557E-4
1.000000E-10	-9.933115E-5
1.500000E-10	1.714946E-5
2.000000E-10	6.682501E-5
2.500000E-10	6.511206E-5
3.000000E-10	3.445858E-6
3.500000E-10	-1.113218E-4
4.000000E-10	-2.500707E-4
4.500000E-10	-3.802550E-4
5.000000E-10	-4.967356E-4
5.500000E-10	-5.789572E-4
6.000000E-10	-6.046514E-4
6.500000E-10	-5.806701E-4
7.000000E-10	-5.121521E-4
7.500000E-10	-4.025233E-4
8.000000E-10	-2.654873E-4
8.500000E-10	-1.164606E-4
9.000000E-10	3.256601E-5
9.500000E-10	1.730279E-4
1.000000E-9	2.860826E-4
1.050000E-9	3.683042E-4
1.100000E-9	4.145539E-4
1.150000E-9	4.077021E-4
1.200000E-9	3.648783E-4
1.250000E-9	3.289064E-4
1.300000E-9	3.083510E-4
1.350000E-9	2.809438E-4
1.400000E-9	2.792308E-4
1.450000E-9	3.152028E-4
1.500000E-9	3.734431E-4
1.550000E-9	4.419611E-4
1.600000E-9	5.276086E-4
1.650000E-9	5.841359E-4
1.700000E-9	5.892748E-4
1.750000E-9	5.635805E-4
1.800000E-9	5.156179E-4
1.850000E-9	4.145539E-4
1.900000E-9	2.792308E-4
1.950000E-9	1.267783E-4
2.000000E-9	-3.252609E-5
2.050000E-9	-1.798398E-4
2.100000E-9	-2.894686E-4
2.150000E-9	-3.614125E-4
2.200000E-9	-3.802550E-4
2.250000E-9	-3.425701E-4
2.300000E-9	-2.706262E-4
2.350000E-9	-1.849786E-4
2.400000E-9	-7.534984E-5
2.450000E-9	4.113076E-5
2.500000E-9	1.404819E-4
2.550000E-9	2.021481E-4
2.600000E-9	2.141387E-4
2.650000E-9	1.833056E-4
2.700000E-9	1.250653E-4
2.750000E-9	4.284371E-5
2.800000E-9	-4.794264E-5
2.850000E-9	-1.078959E-4
2.900000E-9	-1.233124E-4
2.950000E-9	-1.181736E-4
3.000000E-9	-7.706279E-5
3.050000E-9	2.400126E-5
3.100000E-9	1.456207E-4
3.150000E-9	2.552495E-4
3.200000E-9	3.597395E-4
3.250000E-9	4.522388E-4
3.300000E-9	5.036273E-4
3.350000E-9	5.207568E-4
3.400000E-9	4.916366E-4
3.450000E-9	4.059891E-4
3.500000E-9	2.826567E-4
3.550000E-9	1.456207E-4
3.600000E-9	-3.405942E-6
3.650000E-9	-1.507196E-4
3.700000E-9	-2.569225E-4
3.750000E-9	-3.271535E-4
3.800000E-9	-3.836809E-4
3.850000E-9	-4.093751E-4
3.900000E-9	-3.836809E-4
3.950000E-9	-3.357183E-4
4.000000E-9	-2.877557E-4
4.050000E-9	-2.260894E-4
4.100000E-9	-1.661362E-4
4.150000E-9	-1.130347E-4
4.200000E-9	-4.965559E-5
4.250000E-9	1.886241E-5
4.300000E-9	4.969551E-5
4.350000E-9	4.798256E-5
4.400000E-9	1.714946E-5
4.450000E-9	-4.109084E-5
4.500000E-9	-1.181736E-4
4.550000E-9	-1.901175E-4
4.600000E-9	-2.620614E-4
4.650000E-9	-3.442830E-4
4.700000E-9	-3.939586E-4
4.750000E-9	-4.059492E-4
4.800000E-9	-4.179399E-4
4.850000E-9	-4.436341E-4
4.900000E-9	-4.350694E-4
4.950000E-9	-3.802550E-4
5.000000E-9	-2.946075E-4
5.050000E-9	-1.832657E-4
5.100000E-9	-4.280379E-5
5.150000E-9	1.096488E-4
5.200000E-9	2.398330E-4
5.250000E-9	3.289064E-4
5.300000E-9	3.700172E-4
5.350000E-9	3.785819E-4
5.400000E-9	3.665913E-4
5.450000E-9	3.426100E-4
5.500000E-9	2.963603E-4
5.550000E-9	2.346941E-4
5.600000E-9	1.713150E-4
5.650000E-9	1.130747E-4
5.700000E-9	6.853796E-5
5.750000E-9	4.798256E-5
5.800000E-9	5.654731E-5
5.850000E-9	8.909336E-5
5.900000E-9	1.182135E-4
5.950000E-9	1.302042E-4
6.000000E-9	1.319171E-4
6.050000E-9	1.524725E-4
6.100000E-9	1.884445E-4
6.150000E-9	1.918704E-4
6.200000E-9	1.473337E-4
6.250000E-9	9.080631E-5
6.300000E-9	2.400126E-5
6.350000E-9	-8.562754E-5
6.400000E-9	-2.140988E-4
6.450000E-9	-3.408571E-4
6.500000E-9	-4.676154E-4
6.550000E-9	-6.029385E-4
6.600000E-9	-7.177061E-4
6.650000E-9	-7.947889E-4
6.700000E-9	-8.513162E-4
6.750000E-9	-8.907141E-4
6.800000E-9	-9.027047E-4
6.850000E-9	-9.009918E-4
6.900000E-9	-8.804364E-4
6.950000E-9	-8.204831E-4
7.000000E-9	-7.588169E-4
7.050000E-9	-7.348356E-4
7.100000E-9	-7.142802E-4
7.150000E-9	-6.509011E-4
7.200000E-9	-5.635406E-4
7.250000E-9	-4.659025E-4
7.300000E-9	-3.494219E-4
7.350000E-9	-2.243765E-4
7.400000E-9	-1.198865E-4
7.450000E-9	-2.910019E-5
7.500000E-9	2.914011E-5
7.550000E-9	4.284371E-5
7.600000E-9	2.400126E-5
7.650000E-9	-1.692992E-6
7.700000E-9	-3.423904E-5
7.750000E-9	-7.877574E-5
