Study Name	PremaTech_CVD_SiC_2
1.600000E-8	-5.789796E-4
1.610000E-8	-6.218034E-4
1.620000E-8	-6.868955E-4
1.630000E-8	-7.365710E-4
1.640000E-8	-7.040250E-4
1.650000E-8	-5.687019E-4
1.660000E-8	-3.785645E-4
1.670000E-8	-1.884270E-4
1.680000E-8	-5.652986E-5
1.690000E-8	-4.111331E-5
1.700000E-8	-1.147702E-4
1.710000E-8	-2.929170E-4
1.720000E-8	-4.864803E-4
1.730000E-8	-6.132386E-4
1.740000E-8	-6.646271E-4
1.750000E-8	-6.543494E-4
1.760000E-8	-5.601372E-4
1.770000E-8	-4.693508E-4
1.780000E-8	-3.340278E-4
1.790000E-8	-2.141213E-4
1.800000E-8	-1.610198E-4
1.810000E-8	-1.421774E-4
1.820000E-8	-1.747234E-4
1.830000E-8	-2.295378E-4
1.840000E-8	-3.254630E-4
1.850000E-8	-3.974069E-4
1.860000E-8	-4.762026E-4
1.870000E-8	-5.121746E-4
1.880000E-8	-5.395818E-4
1.890000E-8	-5.738408E-4
1.900000E-8	-5.755537E-4
1.910000E-8	-5.978221E-4
1.920000E-8	-6.629142E-4
1.930000E-8	-8.239315E-4
1.940000E-8	-1.228188E-3
1.950000E-8	-2.134338E-3
1.960000E-8	-3.926084E-3
1.970000E-8	-6.958006E-3
1.980000E-8	-1.135686E-2
1.990000E-8	-1.673895E-2
2.000000E-8	-2.228206E-2
2.010000E-8	-2.696698E-2
2.020000E-8	-2.993552E-2
2.030000E-8	-3.085708E-2
2.040000E-8	-2.986529E-2
2.050000E-8	-2.748086E-2
2.060000E-8	-2.445236E-2
2.070000E-8	-2.157803E-2
2.080000E-8	-1.934777E-2
2.090000E-8	-1.786778E-2
2.100000E-8	-1.687941E-2
2.110000E-8	-1.610173E-2
2.120000E-8	-1.530350E-2
2.130000E-8	-1.439050E-2
2.140000E-8	-1.335245E-2
2.150000E-8	-1.225959E-2
2.160000E-8	-1.117871E-2
2.170000E-8	-1.014923E-2
2.180000E-8	-9.291044E-3
2.190000E-8	-8.679520E-3
2.200000E-8	-8.335217E-3
2.210000E-8	-8.251283E-3
2.220000E-8	-8.271838E-3
2.230000E-8	-8.189617E-3
2.240000E-8	-7.855591E-3
2.250000E-8	-7.274901E-3
2.260000E-8	-6.572592E-3
2.270000E-8	-5.904541E-3
2.280000E-8	-5.488294E-3
2.290000E-8	-5.414638E-3
2.300000E-8	-5.630469E-3
2.310000E-8	-5.904541E-3
2.320000E-8	-6.075836E-3
2.330000E-8	-6.050142E-3
2.340000E-8	-5.726395E-3
2.350000E-8	-5.234778E-3
2.360000E-8	-4.715754E-3
2.370000E-8	-4.306359E-3
2.380000E-8	-4.095666E-3
2.390000E-8	-4.114509E-3
2.400000E-8	-4.316637E-3
2.410000E-8	-4.585570E-3
2.420000E-8	-4.803114E-3
2.430000E-8	-4.799689E-3
2.440000E-8	-4.587283E-3
2.450000E-8	-4.181314E-3
2.460000E-8	-3.730808E-3
2.470000E-8	-3.367662E-3
2.480000E-8	-3.227200E-3
2.490000E-8	-3.369375E-3
2.500000E-8	-3.686271E-3
2.510000E-8	-4.059694E-3
2.520000E-8	-4.297794E-3
2.530000E-8	-4.316637E-3
2.540000E-8	-4.104231E-3
2.550000E-8	-3.725669E-3
2.560000E-8	-3.367662E-3
2.570000E-8	-3.156969E-3
2.580000E-8	-3.155257E-3
2.590000E-8	-3.321413E-3
2.600000E-8	-3.580068E-3
2.610000E-8	-3.761641E-3
2.620000E-8	-3.813029E-3
2.630000E-8	-3.672567E-3
2.640000E-8	-3.415625E-3
2.650000E-8	-3.136414E-3
2.660000E-8	-2.937712E-3
2.670000E-8	-2.898314E-3
2.680000E-8	-3.018221E-3
2.690000E-8	-3.240904E-3
2.700000E-8	-3.494421E-3
2.710000E-8	-3.674280E-3
2.720000E-8	-3.711965E-3
2.730000E-8	-3.583494E-3
2.740000E-8	-3.405347E-3
2.750000E-8	-3.174099E-3
2.760000E-8	-3.049054E-3
2.770000E-8	-3.031924E-3
2.780000E-8	-3.138127E-3
2.790000E-8	-3.321413E-3
2.800000E-8	-3.479004E-3
2.810000E-8	-3.556087E-3
2.820000E-8	-3.535531E-3
2.830000E-8	-3.389931E-3
2.840000E-8	-3.167247E-3
2.850000E-8	-2.958267E-3
2.860000E-8	-2.852064E-3
2.870000E-8	-2.831509E-3
2.880000E-8	-2.929147E-3
2.890000E-8	-3.049054E-3
2.900000E-8	-3.172386E-3
2.910000E-8	-3.216923E-3
2.920000E-8	-3.143266E-3
2.930000E-8	-2.956554E-3
2.940000E-8	-2.723593E-3
2.950000E-8	-2.533456E-3
2.960000E-8	-2.473502E-3
2.970000E-8	-2.559150E-3
2.980000E-8	-2.797250E-3
2.990000E-8	-3.057618E-3
3.000000E-8	-3.258034E-3
3.010000E-8	-3.311135E-3
3.020000E-8	-3.189516E-3
3.030000E-8	-2.934286E-3
3.040000E-8	-2.672205E-3
3.050000E-8	-2.452947E-3
3.060000E-8	-2.339892E-3
3.070000E-8	-2.346744E-3
3.080000E-8	-2.454660E-3
3.090000E-8	-2.600261E-3
3.100000E-8	-2.720167E-3
3.110000E-8	-2.764704E-3
3.120000E-8	-2.751000E-3
3.130000E-8	-2.653362E-3
3.140000E-8	-2.531743E-3
3.150000E-8	-2.444382E-3
3.160000E-8	-2.446095E-3
3.170000E-8	-2.545446E-3
3.180000E-8	-2.703038E-3
3.190000E-8	-2.870907E-3
3.200000E-8	-2.968545E-3
3.210000E-8	-2.989100E-3
3.220000E-8	-2.920582E-3
3.230000E-8	-2.788685E-3
3.240000E-8	-2.655075E-3
3.250000E-8	-2.557437E-3
3.260000E-8	-2.519752E-3
3.270000E-8	-2.530030E-3
3.280000E-8	-2.569428E-3
3.290000E-8	-2.576279E-3
3.300000E-8	-2.550585E-3
3.310000E-8	-2.463225E-3
3.320000E-8	-2.381003E-3
3.330000E-8	-2.305633E-3
3.340000E-8	-2.305633E-3
3.350000E-8	-2.338179E-3
3.360000E-8	-2.440956E-3
3.370000E-8	-2.543733E-3
3.380000E-8	-2.596835E-3
3.390000E-8	-2.531743E-3
3.400000E-8	-2.367299E-3
3.410000E-8	-2.154894E-3
3.420000E-8	-2.038413E-3
3.430000E-8	-2.024709E-3
3.440000E-8	-2.122348E-3
3.450000E-8	-2.302207E-3
3.460000E-8	-2.478641E-3
3.470000E-8	-2.593409E-3
3.480000E-8	-2.596835E-3
3.490000E-8	-2.521465E-3
3.500000E-8	-2.406697E-3
3.510000E-8	-2.285078E-3
3.520000E-8	-2.206282E-3
3.530000E-8	-2.139477E-3
3.540000E-8	-2.166884E-3
3.550000E-8	-2.202856E-3
3.560000E-8	-2.254245E-3
3.570000E-8	-2.279939E-3
3.580000E-8	-2.295356E-3
3.590000E-8	-2.238828E-3
3.600000E-8	-2.148042E-3
3.610000E-8	-2.029848E-3
3.620000E-8	-1.951053E-3
3.630000E-8	-1.911655E-3
3.640000E-8	-1.915081E-3
3.650000E-8	-1.981886E-3
3.660000E-8	-2.089802E-3
3.670000E-8	-2.163458E-3
3.680000E-8	-2.185727E-3
3.690000E-8	-2.154894E-3
3.700000E-8	-2.040126E-3
3.710000E-8	-1.875683E-3
3.720000E-8	-1.757489E-3
3.730000E-8	-1.736934E-3
3.740000E-8	-1.829433E-3
3.750000E-8	-1.976747E-3
3.760000E-8	-2.154894E-3
3.770000E-8	-2.267948E-3
3.780000E-8	-2.286791E-3
3.790000E-8	-2.249106E-3
3.800000E-8	-2.163458E-3
3.810000E-8	-2.070959E-3
3.820000E-8	-2.002441E-3
3.830000E-8	-1.944201E-3
3.840000E-8	-1.937349E-3
3.850000E-8	-1.925358E-3
3.860000E-8	-1.928784E-3
3.870000E-8	-1.903090E-3
3.880000E-8	-1.863692E-3
3.890000E-8	-1.843137E-3
3.900000E-8	-1.844850E-3
3.910000E-8	-1.875683E-3
3.920000E-8	-1.909942E-3
3.930000E-8	-1.983599E-3
3.940000E-8	-2.041839E-3
3.950000E-8	-2.046978E-3
3.960000E-8	-1.997302E-3
3.970000E-8	-1.930497E-3
3.980000E-8	-1.904803E-3
3.990000E-8	-1.973321E-3
4.000000E-8	-2.088089E-3
4.010000E-8	-2.221699E-3
4.020000E-8	-2.300494E-3
4.030000E-8	-2.295356E-3
4.040000E-8	-2.197717E-3
4.050000E-8	-2.091515E-3
4.060000E-8	-2.036700E-3
4.070000E-8	-2.098366E-3
4.080000E-8	-2.204569E-3
4.090000E-8	-2.288504E-3
4.100000E-8	-2.298781E-3
4.110000E-8	-2.187440E-3
4.120000E-8	-2.011006E-3
4.130000E-8	-1.786609E-3
4.140000E-8	-1.642722E-3
4.150000E-8	-1.601611E-3
4.160000E-8	-1.664990E-3
4.170000E-8	-1.764341E-3
4.180000E-8	-1.863692E-3
4.190000E-8	-1.915081E-3
4.200000E-8	-1.906516E-3
4.210000E-8	-1.872257E-3
4.220000E-8	-1.819155E-3
4.230000E-8	-1.834572E-3
4.240000E-8	-1.894525E-3
4.250000E-8	-1.966469E-3
4.260000E-8	-2.019571E-3
4.270000E-8	-2.011006E-3
4.280000E-8	-1.964756E-3
4.290000E-8	-1.896238E-3
4.300000E-8	-1.829433E-3
4.310000E-8	-1.776332E-3
4.320000E-8	-1.774619E-3
4.330000E-8	-1.788322E-3
4.340000E-8	-1.769480E-3
4.350000E-8	-1.742073E-3
4.360000E-8	-1.687258E-3
4.370000E-8	-1.630731E-3
4.380000E-8	-1.584481E-3
4.390000E-8	-1.553648E-3
4.400000E-8	-1.575917E-3
4.410000E-8	-1.613601E-3
4.420000E-8	-1.685545E-3
4.430000E-8	-1.778045E-3
4.440000E-8	-1.896238E-3
4.450000E-8	-2.007580E-3
4.460000E-8	-2.070959E-3
4.470000E-8	-2.074385E-3
4.480000E-8	-1.978460E-3
4.490000E-8	-1.831146E-3
4.500000E-8	-1.678694E-3
4.510000E-8	-1.567352E-3
4.520000E-8	-1.491982E-3
4.530000E-8	-1.517676E-3
4.540000E-8	-1.591333E-3
4.550000E-8	-1.690684E-3
4.560000E-8	-1.759202E-3
4.570000E-8	-1.767767E-3
4.580000E-8	-1.778045E-3
4.590000E-8	-1.800313E-3
4.600000E-8	-1.872257E-3
4.610000E-8	-1.949340E-3
4.620000E-8	-2.031561E-3
4.630000E-8	-2.026422E-3
4.640000E-8	-1.935636E-3
4.650000E-8	-1.747212E-3
4.660000E-8	-1.522815E-3
4.670000E-8	-1.315548E-3
4.680000E-8	-1.181938E-3
4.690000E-8	-1.144253E-3
4.700000E-8	-1.199068E-3
4.710000E-8	-1.272724E-3
4.720000E-8	-1.378927E-3
4.730000E-8	-1.468001E-3
4.740000E-8	-1.551935E-3
4.750000E-8	-1.646148E-3
4.760000E-8	-1.699249E-3
4.770000E-8	-1.702675E-3
4.780000E-8	-1.685545E-3
4.790000E-8	-1.594759E-3
4.800000E-8	-1.500547E-3
4.810000E-8	-1.394344E-3
4.820000E-8	-1.313835E-3
4.830000E-8	-1.250456E-3
4.840000E-8	-1.241891E-3
4.850000E-8	-1.233327E-3
4.860000E-8	-1.248743E-3
4.870000E-8	-1.274437E-3
4.880000E-8	-1.327539E-3
4.890000E-8	-1.390918E-3
4.900000E-8	-1.462862E-3
4.910000E-8	-1.529667E-3
4.920000E-8	-1.541658E-3
4.930000E-8	-1.538232E-3
4.940000E-8	-1.478278E-3
4.950000E-8	-1.402909E-3
4.960000E-8	-1.344668E-3
4.970000E-8	-1.320687E-3
4.980000E-8	-1.358372E-3
4.990000E-8	-1.413186E-3
5.000000E-8	-1.468001E-3
5.010000E-8	-1.493695E-3
5.020000E-8	-1.502260E-3
5.030000E-8	-1.440594E-3
5.040000E-8	-1.368650E-3
5.050000E-8	-1.231614E-3
5.060000E-8	-1.132262E-3
5.070000E-8	-1.060319E-3
5.080000E-8	-1.086013E-3
5.090000E-8	-1.164809E-3
5.100000E-8	-1.308696E-3
5.110000E-8	-1.402909E-3
5.120000E-8	-1.433742E-3
5.130000E-8	-1.408047E-3
5.140000E-8	-1.354946E-3
5.150000E-8	-1.281289E-3
5.160000E-8	-1.240178E-3
5.170000E-8	-1.231614E-3
5.180000E-8	-1.265873E-3
5.190000E-8	-1.346381E-3
5.200000E-8	-1.408047E-3
5.210000E-8	-1.468001E-3
5.220000E-8	-1.519389E-3
5.230000E-8	-1.587907E-3
5.240000E-8	-1.641009E-3
5.250000E-8	-1.675268E-3
5.260000E-8	-1.692397E-3
5.270000E-8	-1.656425E-3
5.280000E-8	-1.594759E-3
5.290000E-8	-1.476565E-3
5.300000E-8	-1.373788E-3
5.310000E-8	-1.301845E-3
5.320000E-8	-1.300132E-3
5.330000E-8	-1.334391E-3
5.340000E-8	-1.406335E-3
5.350000E-8	-1.478278E-3
5.360000E-8	-1.505686E-3
5.370000E-8	-1.481704E-3
5.380000E-8	-1.435455E-3
5.390000E-8	-1.401196E-3
5.400000E-8	-1.365224E-3
5.410000E-8	-1.346381E-3
5.420000E-8	-1.308696E-3
5.430000E-8	-1.279576E-3
5.440000E-8	-1.245317E-3
5.450000E-8	-1.212771E-3
5.460000E-8	-1.193929E-3
5.470000E-8	-1.195642E-3
5.480000E-8	-1.233327E-3
5.490000E-8	-1.298419E-3
5.500000E-8	-1.402909E-3
5.510000E-8	-1.474853E-3
5.520000E-8	-1.539945E-3
5.530000E-8	-1.539945E-3
5.540000E-8	-1.543371E-3
5.550000E-8	-1.550222E-3
5.560000E-8	-1.594759E-3
5.570000E-8	-1.678694E-3
5.580000E-8	-1.817443E-3
5.590000E-8	-1.889386E-3
5.600000E-8	-1.843137E-3
5.610000E-8	-1.690684E-3
5.620000E-8	-1.437168E-3
5.630000E-8	-1.176799E-3
5.640000E-8	-9.798099E-4
5.650000E-8	-8.958754E-4
5.660000E-8	-9.318473E-4
5.670000E-8	-1.026060E-3
5.680000E-8	-1.137401E-3
5.690000E-8	-1.235040E-3
5.700000E-8	-1.291567E-3
5.710000E-8	-1.339529E-3
5.720000E-8	-1.373788E-3
5.730000E-8	-1.406335E-3
5.740000E-8	-1.444019E-3
5.750000E-8	-1.426890E-3
5.760000E-8	-1.382353E-3
5.770000E-8	-1.329252E-3
5.780000E-8	-1.289854E-3
5.790000E-8	-1.264160E-3
5.800000E-8	-1.305270E-3
5.810000E-8	-1.358372E-3
5.820000E-8	-1.430316E-3
5.830000E-8	-1.449158E-3
5.840000E-8	-1.445732E-3
5.850000E-8	-1.399483E-3
5.860000E-8	-1.344668E-3
5.870000E-8	-1.277863E-3
5.880000E-8	-1.284715E-3
5.890000E-8	-1.288141E-3
5.900000E-8	-1.324113E-3
5.910000E-8	-1.342955E-3
5.920000E-8	-1.342955E-3
5.930000E-8	-1.293280E-3
5.940000E-8	-1.199068E-3
5.950000E-8	-1.103142E-3
5.960000E-8	-1.008930E-3
5.970000E-8	-9.284214E-4
5.980000E-8	-9.112919E-4
5.990000E-8	-9.267085E-4
6.000000E-8	-1.000365E-3
6.010000E-8	-1.031198E-3
6.020000E-8	-1.020921E-3
6.030000E-8	-9.592545E-4
6.040000E-8	-9.215696E-4
6.050000E-8	-9.249955E-4
6.060000E-8	-1.024347E-3
6.070000E-8	-1.157957E-3
6.080000E-8	-1.265873E-3
6.090000E-8	-1.301845E-3
6.100000E-8	-1.226475E-3
6.110000E-8	-1.053467E-3
6.120000E-8	-9.112919E-4
6.130000E-8	-8.599034E-4
6.140000E-8	-9.232826E-4
6.150000E-8	-1.079161E-3
6.160000E-8	-1.214484E-3
6.170000E-8	-1.277863E-3
6.180000E-8	-1.252169E-3
6.190000E-8	-1.181938E-3
6.200000E-8	-1.121985E-3
6.210000E-8	-1.151105E-3
6.220000E-8	-1.288141E-3
6.230000E-8	-1.459436E-3
6.240000E-8	-1.599898E-3
6.250000E-8	-1.622166E-3
6.260000E-8	-1.531380E-3
6.270000E-8	-1.351520E-3
6.280000E-8	-1.139114E-3
6.290000E-8	-9.712452E-4
6.300000E-8	-9.112919E-4
6.310000E-8	-9.455509E-4
6.320000E-8	-1.027773E-3
6.330000E-8	-1.127124E-3
6.340000E-8	-1.173373E-3
6.350000E-8	-1.185364E-3
6.360000E-8	-1.164809E-3
6.370000E-8	-1.164809E-3
6.380000E-8	-1.188790E-3
6.390000E-8	-1.264160E-3
6.400000E-8	-1.305270E-3
6.410000E-8	-1.305270E-3
6.420000E-8	-1.216197E-3
6.430000E-8	-1.060319E-3
6.440000E-8	-9.369862E-4
6.450000E-8	-8.753200E-4
6.460000E-8	-8.890236E-4
6.470000E-8	-9.661063E-4
6.480000E-8	-1.068883E-3
6.490000E-8	-1.137401E-3
6.500000E-8	-1.171660E-3
6.510000E-8	-1.125411E-3
6.520000E-8	-1.060319E-3
6.530000E-8	-1.002078E-3
6.540000E-8	-1.026060E-3
6.550000E-8	-1.106568E-3
6.560000E-8	-1.200780E-3
6.570000E-8	-1.283002E-3
6.580000E-8	-1.327539E-3
6.590000E-8	-1.272724E-3
6.600000E-8	-1.195642E-3
6.610000E-8	-1.089439E-3
6.620000E-8	-1.053467E-3
6.630000E-8	-1.041476E-3
6.640000E-8	-1.101429E-3
6.650000E-8	-1.161383E-3
6.660000E-8	-1.152818E-3
6.670000E-8	-1.098003E-3
6.680000E-8	-9.592545E-4
6.690000E-8	-8.821718E-4
6.700000E-8	-8.513387E-4
6.710000E-8	-8.975883E-4
6.720000E-8	-1.027773E-3
6.730000E-8	-1.176799E-3
6.740000E-8	-1.274437E-3
6.750000E-8	-1.298419E-3
6.760000E-8	-1.252169E-3
6.770000E-8	-1.159670E-3
6.780000E-8	-1.077448E-3
6.790000E-8	-1.017495E-3
6.800000E-8	-1.007217E-3
6.810000E-8	-1.072309E-3
6.820000E-8	-1.200780E-3
6.830000E-8	-1.339529E-3
6.840000E-8	-1.456010E-3
6.850000E-8	-1.505686E-3
6.860000E-8	-1.468001E-3
6.870000E-8	-1.337817E-3
6.880000E-8	-1.142540E-3
6.890000E-8	-9.352732E-4
6.900000E-8	-8.033761E-4
6.910000E-8	-7.280063E-4
6.920000E-8	-7.160156E-4
6.930000E-8	-7.228674E-4
6.940000E-8	-7.571264E-4
6.950000E-8	-7.674041E-4
6.960000E-8	-7.691171E-4
6.970000E-8	-7.656912E-4
6.980000E-8	-7.605523E-4
6.990000E-8	-7.828207E-4
7.000000E-8	-8.068020E-4
7.010000E-8	-8.187926E-4
7.020000E-8	-8.667552E-4
7.030000E-8	-8.890236E-4
7.040000E-8	-9.301344E-4
7.050000E-8	-9.626804E-4
7.060000E-8	-1.008930E-3
7.070000E-8	-1.044902E-3
7.080000E-8	-1.086013E-3
7.090000E-8	-1.123698E-3
7.100000E-8	-1.159670E-3
7.110000E-8	-1.192216E-3
7.120000E-8	-1.211058E-3
7.130000E-8	-1.211058E-3
7.140000E-8	-1.183651E-3
7.150000E-8	-1.145966E-3
7.160000E-8	-1.094578E-3
7.170000E-8	-1.053467E-3
7.180000E-8	-1.058606E-3
7.190000E-8	-1.072309E-3
7.200000E-8	-1.127124E-3
7.210000E-8	-1.176799E-3
7.220000E-8	-1.229901E-3
7.230000E-8	-1.260734E-3
7.240000E-8	-1.238465E-3
7.250000E-8	-1.137401E-3
7.260000E-8	-1.051754E-3
7.270000E-8	-9.986524E-4
7.280000E-8	-1.020921E-3
7.290000E-8	-1.099716E-3
7.300000E-8	-1.207632E-3
7.310000E-8	-1.262447E-3
7.320000E-8	-1.260734E-3
7.330000E-8	-1.180225E-3
7.340000E-8	-1.103142E-3
7.350000E-8	-1.067170E-3
7.360000E-8	-1.104855E-3
7.370000E-8	-1.185364E-3
7.380000E-8	-1.255595E-3
7.390000E-8	-1.291567E-3
7.400000E-8	-1.259021E-3
7.410000E-8	-1.199068E-3
7.420000E-8	-1.128837E-3
7.430000E-8	-1.067170E-3
7.440000E-8	-1.048328E-3
7.450000E-8	-1.029485E-3
7.460000E-8	-1.015782E-3
7.470000E-8	-9.866617E-4
7.480000E-8	-9.592545E-4
7.490000E-8	-9.232826E-4
7.500000E-8	-9.284214E-4
7.510000E-8	-9.524027E-4
7.520000E-8	-9.969394E-4
7.530000E-8	-1.086013E-3
7.540000E-8	-1.176799E-3
7.550000E-8	-1.252169E-3
7.560000E-8	-1.324113E-3
7.570000E-8	-1.351520E-3
7.580000E-8	-1.382353E-3
7.590000E-8	-1.361798E-3
7.600000E-8	-1.318974E-3
7.610000E-8	-1.229901E-3
7.620000E-8	-1.104855E-3
7.630000E-8	-9.404121E-4
7.640000E-8	-7.930984E-4
7.650000E-8	-6.783307E-4
7.660000E-8	-6.252293E-4
7.670000E-8	-6.457847E-4
7.680000E-8	-7.211545E-4
7.690000E-8	-8.342092E-4
7.700000E-8	-9.335603E-4
7.710000E-8	-9.746711E-4
7.720000E-8	-9.695322E-4
7.730000E-8	-8.958754E-4
7.740000E-8	-7.930984E-4
7.750000E-8	-6.714789E-4
7.760000E-8	-5.532854E-4
7.770000E-8	-4.744897E-4
7.780000E-8	-4.402307E-4
7.790000E-8	-4.727767E-4
7.800000E-8	-5.395818E-4
7.810000E-8	-6.269422E-4
7.820000E-8	-7.331451E-4
7.830000E-8	-8.016631E-4
7.840000E-8	-8.633293E-4
7.850000E-8	-9.301344E-4
7.860000E-8	-1.022634E-3
7.870000E-8	-1.084300E-3
7.880000E-8	-1.132262E-3
7.890000E-8	-1.123698E-3
7.900000E-8	-1.062032E-3
7.910000E-8	-9.900876E-4
7.920000E-8	-9.215696E-4
7.930000E-8	-8.787459E-4
7.940000E-8	-8.342092E-4
7.950000E-8	-7.845336E-4
7.960000E-8	-7.057379E-4
7.970000E-8	-6.183775E-4
7.980000E-8	-5.961091E-4
7.990000E-8	-6.714789E-4
8.000000E-8	-8.461998E-4
8.010000E-8	-1.024347E-3
8.020000E-8	-1.113420E-3
8.030000E-8	-1.046615E-3
8.040000E-8	-8.736070E-4
8.050000E-8	-6.800437E-4
8.060000E-8	-5.841185E-4
8.070000E-8	-6.577753E-4
8.080000E-8	-8.410610E-4
8.090000E-8	-1.084300E-3
8.100000E-8	-1.248743E-3
8.110000E-8	-1.255595E-3
