====== pysrim run =======
        SRIM-2013.00
======================================== 
       Ion and Recoil PHONONS        
 See SRIM Outputs\TDATA.txt for calc. details
======================================== 
====== TRIM Calc.= Si(6.5 MeV) ==> None(  3 um) ==============================
------------------------------------------------------------------------------
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file :  SRIM Outputs\TDATA.txt calculation data
 Ion    = Si   Energy = 6500 keV
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width =     3.E+04 AAA ;
  Layer # 1- Density = 8.110E22 atoms/cm3 = 2.7 g/cm3
  Layer # 1- Si = 50   Atomic Percent = 70.0 Mass Percent
  Layer # 1-  C = 50   Atomic Percent = 29.9 Mass Percent
====================================================================
 Total Ions calculated =10000.00
========================================================
  Table Units are  >>>> Phonons /(Angstrom-Ion)  <<<<  
========================================================
  DEPTH       PHONONS     PHONONS    
  (Ang.)      by ION      by RECOILS 
-----------  -----------  -----------
300010.E-03  115176.E-06  132733.E-05
600010.E-03  110823.E-06  158954.E-05
900010.E-03  112965.E-06  154142.E-05
120001.E-02  114639.E-06  156742.E-05
150001.E-02  115576.E-06  173254.E-05
180001.E-02  117041.E-06  168710.E-05
210001.E-02  118851.E-06  156085.E-05
240001.E-02  120361.E-06  179215.E-05
270001.E-02  122458.E-06  172999.E-05
300001.E-02  125184.E-06  188816.E-05
330001.E-02  126517.E-06  182807.E-05
360001.E-02  127718.E-06  188346.E-05
390001.E-02  131027.E-06  218499.E-05
420001.E-02  132448.E-06  206312.E-05
450001.E-02  134717.E-06  216692.E-05
480001.E-02  137725.E-06  211596.E-05
510001.E-02  139378.E-06  218694.E-05
540001.E-02  142042.E-06  209192.E-05
570001.E-02  145775.E-06  220293.E-05
600001.E-02  148152.E-06  234146.E-05
630001.E-02  152315.E-06  257917.E-05
660001.E-02  153405.E-06  251906.E-05
690001.E-02  157424.E-06  257716.E-05
720001.E-02  161390.E-06  252758.E-05
750001.E-02  163790.E-06  299404.E-05
780001.E-02  166747.E-06  296503.E-05
810001.E-02  170353.E-06  298445.E-05
840001.E-02  174919.E-06  304538.E-05
870001.E-02  177928.E-06  301605.E-05
900001.E-02  182948.E-06  328923.E-05
930001.E-02  187109.E-06  367736.E-05
960001.E-02  190771.E-06  348960.E-05
990001.E-02  197480.E-06  391943.E-05
102000.E-01  203767.E-06  398719.E-05
105000.E-01  208742.E-06  419082.E-05
108000.E-01  212314.E-06  438293.E-05
111000.E-01  221205.E-06  482782.E-05
114000.E-01  227816.E-06  479079.E-05
117000.E-01  234400.E-06  503989.E-05
120000.E-01  241229.E-06  559175.E-05
123000.E-01  248641.E-06  545510.E-05
126000.E-01  257881.E-06  568991.E-05
129000.E-01  264624.E-06  643628.E-05
132000.E-01  275584.E-06  680263.E-05
135000.E-01  287215.E-06  687589.E-05
138000.E-01  295330.E-06  718175.E-05
141000.E-01  307123.E-06  804414.E-05
144000.E-01  320551.E-06  856379.E-05
147000.E-01  332936.E-06  893105.E-05
150000.E-01  345876.E-06  979131.E-05
153000.E-01  362713.E-06  103744.E-04
156000.E-01  381308.E-06  108224.E-04
159000.E-01  393691.E-06  119165.E-04
162000.E-01  417723.E-06  132705.E-04
165000.E-01  430684.E-06  138802.E-04
168000.E-01  446587.E-06  159185.E-04
171000.E-01  450091.E-06  161492.E-04
174000.E-01  466401.E-06  172492.E-04
177000.E-01  474098.E-06  179015.E-04
180000.E-01  479976.E-06  187537.E-04
183000.E-01  491130.E-06  195734.E-04
186000.E-01  490555.E-06  201827.E-04
189000.E-01  479988.E-06  198961.E-04
192000.E-01  468229.E-06  194309.E-04
195000.E-01  453963.E-06  193583.E-04
198000.E-01  435293.E-06  187219.E-04
201000.E-01  400486.E-06  173092.E-04
204000.E-01  364471.E-06  154709.E-04
207000.E-01  324071.E-06  139882.E-04
210000.E-01  282155.E-06  119573.E-04
213000.E-01  232811.E-06  958755.E-05
216000.E-01  188720.E-06  764133.E-05
219000.E-01  148923.E-06  604177.E-05
222000.E-01  109094.E-06  431337.E-05
225000.E-01  752289.E-07  294829.E-05
228000.E-01  502037.E-07  200246.E-05
231000.E-01  342711.E-07  120078.E-05
234000.E-01  211150.E-07  773634.E-06
237000.E-01  134264.E-07  465231.E-06
240000.E-01  646277.E-08  198499.E-06
243000.E-01  307623.E-08  110353.E-06
246000.E-01  883077.E-09  262689.E-07
249000.E-01  749663.E-09  196562.E-07
252000.E-01  393851.E-09  834084.E-08
255000.E-01  000000.E+00  000000.E+00
258000.E-01  000000.E+00  000000.E+00
261000.E-01  000000.E+00  000000.E+00
264000.E-01  000000.E+00  000000.E+00
267000.E-01  000000.E+00  000000.E+00
270000.E-01  000000.E+00  000000.E+00
273000.E-01  000000.E+00  000000.E+00
276000.E-01  000000.E+00  000000.E+00
279000.E-01  000000.E+00  000000.E+00
282000.E-01  000000.E+00  000000.E+00
285000.E-01  000000.E+00  000000.E+00
288000.E-01  000000.E+00  000000.E+00
291000.E-01  000000.E+00  000000.E+00
294000.E-01  000000.E+00  000000.E+00
297000.E-01  000000.E+00  000000.E+00
300000.E-01  000000.E+00  000000.E+00
