============================== SRIM-2013.00 ==============================
==============================================================================
====== SRIM Outputs\RANGE_3D.txt : File of Final Ion Positions =====

Ion = Si (14)   Ion Mass= 028.0000
Energy  = 6500000.E-03 keV
Ion Angle to Surface = 45.0 degrees
==================== TARGET =======================
  Layer # 1 - None
  Layer # 1 - Bottom Depth=300000.E-01 A
  Layer # 1 - Density =0002.7000 g/cm3
  Layer # 1 -  50 % of Si
  Layer # 1 -  50 % of  C
様様様様様様様様様様様様様様様様様様様様様様様様様様
                                            
Ion       Depth  X   Lateral Y   Lateral Z  
Number    (Angstrom) (Angstrom)  (Angstrom) 
-------  ----------- ----------- -----------
0000001   1.5977E+04  2.2752E+04 -1.7622E+03
0000002   1.8817E+04  1.7851E+04  1.2177E+03
0000003   1.9181E+04  2.1234E+04  5.0895E+02
0000004   1.9783E+04  2.0417E+04 -1.5583E+02
0000005   1.9930E+04  1.9775E+04 -1.2827E+03
0000006   1.9106E+04  1.8916E+04  1.9932E+03
0000007   1.6104E+04  1.7758E+04 -1.5049E+03
0000008   1.9786E+04  1.9198E+04 -9.5718E+02
0000009   2.0203E+04  1.8299E+04 -9.1562E+02
0000010   2.0263E+04  1.9235E+04 -7.0928E+02
0000011   2.0718E+04  2.1317E+04  7.5487E+02
0000012   1.9351E+04  2.2686E+04  3.0291E+02
0000013   1.9732E+04  1.8255E+04  3.3886E+03
0000014   2.0829E+04  1.7765E+04 -8.8248E+02
0000015   2.1020E+04  2.0134E+04 -2.0781E+03
0000016   1.8819E+04  2.2583E+04 -2.1962E+03
0000017   1.6653E+04  2.0786E+04 -4.1099E+02
0000018   1.7791E+04  2.2050E+04 -2.6263E+03
0000019   2.1362E+04  2.0040E+04  1.0432E+03
0000020   1.7948E+04  2.0001E+04 -3.0819E+03
0000021   1.9744E+04  1.8696E+04  4.0482E+03
0000022   1.8714E+04  1.9123E+04 -3.6236E+03
0000023   2.3864E+04  1.6933E+04  1.4509E+02
0000024   2.1167E+04  2.0168E+04 -1.2770E+03
0000025   1.8465E+04  1.9065E+04 -4.4054E+03
0000026   2.0673E+04  1.9275E+04  1.2401E+03
0000027   2.0000E+04  2.0743E+04  5.0503E+02
0000028   2.1054E+04  1.8837E+04 -8.2088E+02
0000029   1.9563E+04  2.1325E+04 -3.0265E+03
0000030   2.0717E+04  1.9178E+04 -3.8010E+03
0000031   2.1493E+04  1.9039E+04 -3.6262E+02
0000032   2.1233E+04  2.0734E+04  1.1440E+03
0000033   2.0357E+04  2.1815E+04  2.4811E+03
0000034   1.9392E+04  1.9387E+04  1.7038E+02
0000035   2.1355E+04  2.0164E+04 -1.7501E+03
0000036   1.8144E+04  2.3176E+04 -2.0183E+02
0000037   2.1100E+04  1.9111E+04 -2.5139E+03
0000038   2.2494E+04  2.0822E+04 -9.0786E+02
0000039   1.9268E+04  2.1322E+04 -3.0932E+03
0000040   1.8153E+04  2.1303E+04 -3.4452E+02
0000041   2.2163E+04  2.0753E+04 -8.1823E+02
0000042   1.9413E+04  2.0392E+04 -3.4311E+03
0000043   1.7896E+04  2.3237E+04 -2.5690E+03
0000044   1.8771E+04  2.1436E+04 -8.1738E+01
0000045   1.8747E+04  2.0860E+04  9.5568E+00
0000046   2.0660E+04  2.0574E+04  9.8452E+02
0000047   2.0377E+04  2.1870E+04 -7.4960E+02
0000048   1.9729E+04  2.2566E+04  5.5692E+02
0000049   1.9843E+04  1.9185E+04 -1.9227E+03
0000050   2.0694E+04  2.0063E+04  8.2367E+02
0000051   2.1402E+04  2.1308E+04  6.5630E+02
0000052   2.0154E+04  1.8267E+04 -4.3323E+03
0000053   2.1008E+04  1.8973E+04  7.8765E+01
0000054   1.9318E+04  2.1343E+04 -2.1091E+02
0000055   1.6446E+04  2.1127E+04 -1.7451E+03
0000056   1.9795E+04  2.1690E+04 -5.1734E+02
0000057   2.0779E+04  2.3095E+04 -8.2097E+02
0000058   1.6394E+04  2.3413E+04 -2.9435E+02
0000059   2.0052E+04  2.2043E+04  6.9647E+02
0000060   1.9884E+04  1.8472E+04 -2.6041E+03
0000061   2.2208E+04  1.9870E+04  1.7066E+03
0000062   2.3958E+04  1.7159E+04  2.2337E+03
0000063   1.6320E+04  1.2570E+04 -3.8870E+03
0000064   1.9730E+04  2.0595E+04 -2.5063E+03
0000065   1.9232E+04  1.8901E+04 -8.5703E+02
0000066   2.0619E+04  1.9878E+04  3.1847E+03
0000067   1.9337E+04  1.9363E+04  3.0845E+02
0000068   2.2551E+04  2.0335E+04 -8.0671E+00
0000069   2.1307E+04  1.8875E+04 -1.5211E+03
0000070   2.1886E+04  1.9737E+04 -8.3093E+02
0000071   2.2074E+04  1.9352E+04 -2.4915E+03
0000072   2.1805E+04  1.9846E+04 -1.2169E+03
0000073   2.0196E+04  1.6684E+04 -4.4797E+03
0000074   2.1982E+04  1.7849E+04  1.1777E+03
0000075   1.9963E+04  1.6430E+04 -3.9759E+03
0000076   2.1938E+04  1.9500E+04 -3.1830E+03
0000077   1.8749E+04  2.0649E+04 -1.5764E+03
0000078   2.2140E+04  1.9268E+04  3.6255E+03
0000079   2.3731E+04  1.6715E+04 -9.7901E+02
0000080   2.0558E+04  1.8366E+04 -4.1250E+03
0000081   2.2094E+04  1.8937E+04 -1.1018E+02
0000082   1.9746E+04  2.1052E+04  8.4992E+02
0000083   2.2544E+04  1.8717E+04 -3.6609E+03
0000084   1.8058E+04  2.2366E+04  1.7093E+03
0000085   1.8204E+04  2.1082E+04 -3.0063E+03
0000086   1.5982E+04  2.4091E+04  2.4499E+03
0000087   1.9951E+04  2.0180E+04  5.5376E+02
0000088   1.8588E+04  1.8814E+04 -8.7552E+02
0000089   1.9233E+04  2.2146E+04 -2.8996E+03
0000090   2.2516E+04  2.0586E+04  3.5405E+02
0000091   2.0540E+04  1.8707E+04  2.8747E+02
0000092   1.9560E+04  2.0929E+04  1.0493E+03
0000093   1.9532E+04  1.7638E+04  3.9711E+01
0000094   2.0092E+04  1.7327E+04 -2.0102E+03
0000095   1.9392E+04  2.0262E+04  1.4197E+03
0000096   2.0800E+04  1.9147E+04  2.9311E+03
0000097   1.8509E+04  2.2738E+04 -6.2990E+02
0000098   1.6863E+04  2.0686E+04 -2.9899E+03
0000099   2.1662E+04  1.7961E+04 -1.7757E+03
0000100   1.8731E+04  1.7424E+04  1.1195E+03
0000101   1.9014E+04  2.0738E+04 -5.9820E+02
0000102   2.1090E+04  1.7103E+04 -9.7605E+02
0000103   1.9592E+04  2.0260E+04 -2.7929E+03
0000104   1.8027E+04  2.1603E+04 -4.1643E+03
0000105   1.8467E+04  2.1271E+04 -1.6895E+03
0000106   2.2221E+04  1.6552E+04 -1.6386E+03
0000107   2.0720E+04  2.0419E+04  1.4498E+03
0000108   2.1265E+04  1.9480E+04 -5.0303E+02
0000109   2.2024E+04  2.0656E+04 -5.6450E+02
0000110   1.9695E+04  2.1316E+04 -2.6349E+03
0000111   2.3161E+04  1.6228E+04  1.2162E+03
0000112   1.9371E+04  2.1434E+04 -2.3637E+02
0000113   1.9416E+04  1.9725E+04 -2.9442E+03
0000114   1.8637E+04  2.2670E+04  5.3883E+02
0000115   2.2685E+04  1.9134E+04 -1.5727E+03
0000116   1.6297E+04  2.2461E+04 -4.6902E+03
0000117   2.0025E+04  1.8835E+04 -3.5693E+03
0000118   1.9265E+04  2.0657E+04 -5.0297E+02
0000119   1.9376E+04  1.6689E+04 -6.6614E+03
0000120   2.0937E+04  1.7872E+04  9.3298E+02
0000121   2.0386E+04  2.1195E+04  9.6774E+02
0000122   2.1950E+04  1.9635E+04 -9.9987E+01
0000123   1.9459E+04  2.0138E+04 -2.2022E+03
0000124   2.1011E+04  2.0396E+04  1.1826E+02
0000125   1.9525E+04  2.1109E+04 -8.3195E+02
0000126   2.1097E+04  2.1748E+04  3.0710E+02
0000127   2.0738E+04  2.0756E+04  1.5683E+03
0000128   2.1648E+04  2.0032E+04 -5.7399E+01
0000129   2.1814E+04  2.0608E+04 -2.3778E+02
0000130   1.8381E+04  1.9711E+04  2.9690E+03
0000131   2.2515E+04  2.0466E+04 -7.7310E+02
0000132   2.2058E+04  1.9207E+04 -7.2002E+02
0000133   1.8604E+04  2.0979E+04  1.8925E+03
0000134   1.8680E+04  2.3223E+04 -2.0420E+03
0000135   1.9321E+04  2.1492E+04  3.7984E+03
0000136   1.7919E+04  2.1677E+04  6.5921E+02
0000137   2.3553E+04  1.4521E+04 -8.0072E+02
0000138   1.7399E+04  2.2984E+04  1.7619E+02
0000139   1.8179E+04  2.0341E+04 -4.3336E+03
0000140   2.1338E+04  2.0978E+04 -2.4424E+03
0000141   2.0953E+04  1.9103E+04 -1.7212E+03
0000142   2.0319E+04  2.0975E+04  2.9786E+03
0000143   1.8695E+04  2.0780E+04  1.1217E+03
0000144   2.0991E+04  1.9425E+04 -3.6215E+03
0000145   1.9319E+04  2.0474E+04 -2.0708E+03
0000146   2.0529E+04  1.9745E+04 -9.1826E+01
0000147   1.8925E+04  1.8360E+04  4.6371E+02
0000148   1.7836E+04  2.1114E+04 -5.2540E+02
0000149   1.7288E+04  2.1176E+04 -5.7067E+02
0000150   2.1714E+04  1.8651E+04  3.4299E+03
0000151   1.7259E+04  2.2253E+04 -7.0117E+02
0000152   2.2124E+04  1.6931E+04  5.2512E+02
0000153   1.7322E+04  2.2409E+04 -2.5718E+02
0000154   2.0722E+04  1.8220E+04  3.7964E+03
0000155   2.0357E+04  2.0151E+04  6.6133E+02
0000156   1.9004E+04  1.9317E+04  2.5314E+03
0000157   1.9106E+04  1.7744E+04 -3.2097E+03
0000158   1.8333E+04  1.7745E+04 -1.8072E+03
0000159   1.7738E+04  2.1185E+04  6.0679E+01
0000160   2.0465E+04  2.0051E+04  1.2247E+03
0000161   1.9941E+04  2.0274E+04  2.0829E+03
0000162   2.0393E+04  2.1130E+04  1.1286E+03
0000163   2.2777E+04  1.9239E+04 -2.8844E+03
0000164   2.2180E+04  1.7839E+04  6.7301E+02
0000165   2.3951E+04  1.8201E+04 -1.4621E+03
0000166   2.2439E+04  1.8924E+04  3.1633E+03
0000167   2.0648E+04  2.0426E+04 -4.8383E+01
0000168   1.8165E+04  2.3598E+04 -1.9313E+03
0000169   2.0579E+04  2.2899E+04  8.3235E+02
0000170   2.0200E+04  1.9041E+04  2.8784E+03
0000171   2.1608E+04  2.0350E+04  2.8853E+03
0000172   1.9737E+04  2.0665E+04  3.3320E+03
0000173   1.8883E+04  2.2029E+04  1.0827E+03
0000174   2.0068E+04  2.0571E+04 -6.9257E+02
0000175   1.9863E+04  2.0499E+04  5.0389E+02
0000176   1.8401E+04  2.1480E+04 -1.8221E+03
0000177   2.1710E+04  1.7391E+04 -1.4803E+03
0000178   2.0754E+04  1.7949E+04  6.3348E+03
0000179   1.8128E+04  2.1680E+04 -3.1501E+02
0000180   1.9196E+04  2.2020E+04 -1.5330E+03
0000181   2.2170E+04  1.8553E+04 -1.8141E+02
0000182   2.1637E+04  1.8859E+04 -2.3832E+02
0000183   1.6781E+04  2.2752E+04 -2.1223E+02
0000184   2.2990E+04  1.7420E+04  4.2719E+03
0000185   2.1024E+04  1.5631E+04 -2.3940E+03
0000186   1.7187E+04  1.9821E+04  4.3615E+03
0000187   2.1588E+04  1.8757E+04  1.0092E+03
0000188   2.0918E+04  2.1160E+04 -5.6983E+02
0000189   1.7799E+04  2.1474E+04 -2.5295E+03
0000190   1.8240E+04  1.8584E+04  1.4117E+03
0000191   1.8524E+04  2.1209E+04  4.2762E+02
0000192   2.0510E+04  2.0331E+04  5.0106E+03
0000193   1.7390E+04  2.3455E+04 -2.7986E+03
0000194   1.9898E+04  1.8795E+04  3.2157E+03
0000195   1.9659E+04  1.8200E+04  3.2923E+03
0000196   2.2966E+04  1.7761E+04 -1.4291E+03
0000197   2.2021E+04  1.9869E+04  1.9040E+03
0000198   1.7261E+04  2.0928E+04  1.1752E+03
0000199   2.2631E+04  1.9273E+04  1.1069E+03
0000200   1.8331E+04  1.9951E+04 -1.3692E+03
0000201   1.9837E+04  2.1172E+04 -3.6816E+03
0000202   2.1093E+04  1.9616E+04 -8.1735E+02
0000203   2.0253E+04  2.0958E+04 -1.0376E+03
0000204   2.1631E+04  1.5259E+04  8.4838E+02
0000205   1.7856E+04  2.0437E+04  1.0125E+03
0000206   1.9295E+04  2.0787E+04  8.0659E+02
0000207   1.9640E+04  1.9500E+04  1.0279E+03
0000208   1.9854E+04  2.1416E+04 -1.6215E+03
0000209   1.8096E+04  2.0442E+04 -1.3334E+02
0000210   1.9190E+04  2.1095E+04  1.0877E+03
0000211   1.8606E+04  2.2750E+04 -3.6051E+02
0000212   2.2000E+04  2.0108E+04  8.0858E+02
0000213   1.8846E+04  2.0698E+04 -1.0286E+03
0000214   2.0324E+04  1.9220E+04 -2.9371E+03
0000215   1.7256E+04  1.9475E+04  1.8591E+03
0000216   2.0545E+04  1.8377E+04 -1.1886E+03
0000217   2.1162E+04  2.0059E+04 -2.2189E+02
0000218   2.0354E+04  2.1240E+04  2.4572E+03
0000219   1.8956E+04  1.9521E+04  2.8089E+03
0000220   2.1537E+04  1.9819E+04  1.1738E+03
0000221   2.1618E+04  2.0716E+04  1.1971E+03
0000222   2.0335E+04  1.9223E+04 -2.4418E+03
0000223   1.7407E+04  1.8063E+04  1.5189E+03
0000224   1.9826E+04  1.9317E+04  1.7602E+02
0000225   1.7005E+04  2.0986E+04 -1.5291E+03
0000226   1.7488E+04  2.1547E+04 -1.1632E+03
0000227   2.1254E+04  1.9490E+04 -3.6831E+01
0000228   1.4563E+04  2.4186E+04  9.1933E+02
0000229   2.4357E+04  1.6445E+04  2.6092E+03
0000230   1.8490E+04  2.1255E+04  6.4266E+02
0000231   2.0682E+04  2.1449E+04  1.6457E+03
0000232   2.1315E+04  2.0777E+04 -3.4350E+02
0000233   1.7936E+04  1.9720E+04 -2.2334E+03
0000234   2.1992E+04  1.7434E+04  1.6958E+03
0000235   1.8062E+04  2.2002E+04  2.7272E+03
0000236   1.9333E+04  2.2431E+04 -9.0485E+01
0000237   1.9134E+04  1.8677E+04  2.0651E+03
0000238   1.4686E+04  2.1950E+04 -3.3970E+03
0000239   1.7839E+04  1.8413E+04  1.2236E+03
0000240   2.0650E+04  2.1641E+04 -1.7556E+02
0000241   1.7597E+04  2.0319E+04 -1.1962E+03
0000242   2.1737E+04  1.9133E+04  1.9733E+03
0000243   1.7093E+04  1.9301E+04  1.7223E+03
0000244   2.1381E+04  1.9481E+04 -2.5518E+03
0000245   2.0130E+04  1.9209E+04 -5.6089E+02
0000246   1.8955E+04  2.1590E+04  9.1735E+02
0000247   2.3684E+04  1.7133E+04  1.6864E+03
0000248   2.0093E+04  1.5927E+04  1.2586E+03
0000249   1.9184E+04  2.2696E+04  1.3856E+03
0000250   2.0334E+04  1.7654E+04 -1.4938E+03
0000251   1.5475E+04  2.0002E+04 -3.0498E+03
0000252   1.8208E+04  1.9161E+04 -4.3936E+03
0000253   1.7976E+04  2.1856E+04 -5.3566E+02
0000254   1.9213E+04  1.9357E+04 -1.4875E+03
0000255   2.0787E+04  1.9891E+04 -2.3877E+02
0000256   2.0335E+04  2.0028E+04  9.9751E+02
0000257   1.5208E+04  2.3051E+04  1.3497E+02
0000258   2.0716E+04  2.1613E+04  2.1177E+03
0000259   2.2935E+04  1.9457E+04 -3.1824E+03
0000260   2.2321E+04  1.7815E+04  2.0373E+03
0000261   2.0547E+04  1.8256E+04  6.6855E+02
0000262   2.0732E+04  1.8793E+04  8.2325E+02
0000263   2.1646E+04  1.7672E+04  1.8806E+03
0000264   2.0882E+04  1.9573E+04  1.9622E+03
0000265   2.3172E+04  1.9235E+04  3.7773E+01
0000266   1.9322E+04  2.1729E+04 -2.2329E+03
0000267   2.2111E+04  1.8516E+04  4.1704E+03
0000268   2.0569E+04  2.0198E+04  3.0331E+03
0000269   1.9749E+04  2.1797E+04  3.9896E+02
0000270   2.1944E+04  1.9895E+04 -1.1686E+03
0000271   1.9966E+04  2.1168E+04 -2.0471E+01
0000272   1.8874E+04  2.1786E+04  7.5744E+02
0000273   1.8526E+04  2.1892E+04  1.2440E+03
0000274   1.9350E+04  2.1873E+04 -1.3400E+03
0000275   1.8532E+04  1.8409E+04  3.2721E+03
0000276   1.8427E+04  2.0862E+04 -1.9251E+03
0000277   2.2939E+04  1.9288E+04 -2.2882E+03
0000278   1.9542E+04  2.2786E+04 -7.5317E+02
0000279   2.0755E+04  1.9761E+04 -5.3443E+03
0000280   2.0538E+04  2.0579E+04 -3.7894E+02
0000281   1.7907E+04  2.0784E+04  1.4916E+03
0000282   2.0187E+04  2.0607E+04  9.8086E+02
0000283   2.0247E+04  1.8876E+04 -1.2498E+03
0000284   2.0453E+04  2.0956E+04  5.1717E+03
0000285   1.5440E+04  2.0792E+04 -2.2949E+03
0000286   2.1372E+04  1.8857E+04  1.4326E+02
0000287   1.6680E+04  2.1717E+04 -1.0350E+03
0000288   2.0883E+04  1.8789E+04  1.5726E+03
0000289   2.0263E+04  2.0055E+04 -3.7163E+03
0000290   2.0379E+04  2.0334E+04  1.1337E+03
0000291   1.5184E+04  1.6898E+04  6.1055E+03
0000292   2.1256E+04  2.0783E+04  5.4541E+02
0000293   2.0242E+04  2.0159E+04  3.7046E+02
0000294   2.1110E+04  1.9142E+04  2.6203E+02
0000295   2.1545E+04  1.9992E+04  4.0883E+03
0000296   1.5504E+04  2.3526E+04 -1.0652E+03
0000297   2.1078E+04  1.8738E+04  4.3418E+02
0000298   2.2505E+04  1.7065E+04 -1.7237E+03
0000299   1.8663E+04  1.8750E+04  1.5154E+03
0000300   1.8593E+04  2.1072E+04  1.2779E+03
0000301   1.7378E+04  2.3068E+04  4.0797E+03
0000302   1.8430E+04  2.1253E+04 -1.3978E+03
0000303   2.0859E+04  1.6580E+04  1.2677E+03
0000304   2.0564E+04  2.1314E+04 -1.7337E+03
0000305   2.0022E+04  1.9549E+04  1.4950E+03
0000306   1.9137E+04  2.0461E+04  1.0478E+03
0000307   1.9336E+04  2.1373E+04  2.9425E+03
0000308   1.9952E+04  1.7491E+04  4.4647E+03
0000309   2.2579E+04  1.7717E+04  1.1782E+03
0000310   2.1401E+04  1.9675E+04 -1.3106E+03
0000311   1.8259E+04  2.1519E+04  2.8079E+03
0000312   1.8542E+04  2.0178E+04 -5.8638E+02
0000313   2.0732E+04  2.3446E+04 -2.4680E+03
0000314   2.2013E+04  1.9428E+04  1.5590E+03
0000315   2.1133E+04  2.0466E+04 -7.2274E+01
0000316   2.1585E+04  1.9213E+04  1.7037E+02
0000317   1.7463E+04  2.0865E+04 -1.4343E+03
0000318   2.3883E+04  1.2943E+04  7.1723E+02
0000319   1.8578E+04  2.2826E+04  2.9094E+03
0000320   1.6779E+04  2.1396E+04 -2.3950E+03
0000321   2.2594E+04  1.9551E+04 -8.1742E+02
0000322   1.9814E+04  1.8529E+04  1.4560E+03
0000323   1.8425E+04  1.9930E+04 -1.4849E+03
0000324   2.1361E+04  2.0837E+04 -2.3944E+03
0000325   1.8751E+04  1.9404E+04 -1.0097E+03
0000326   1.8753E+04  1.0864E+04  2.1603E+03
0000327   2.2757E+04  1.8097E+04 -5.9184E+03
0000328   1.7145E+04  2.1958E+04  2.8466E+03
0000329   2.2784E+04  1.6431E+04 -1.0846E+02
0000330   2.0212E+04  2.0178E+04  1.7936E+03
0000331   2.2159E+04  1.9317E+04 -1.7529E+03
0000332   1.8566E+04  1.8301E+04  2.1514E+03
0000333   2.0012E+04  1.5305E+04 -6.1622E+02
0000334   1.9998E+04  2.0555E+04 -7.6891E+02
0000335   1.9329E+04  1.8867E+04 -1.1459E+03
0000336   2.1361E+04  2.0687E+04 -6.4077E+02
0000337   1.9120E+04  2.0089E+04 -5.4357E+03
0000338   1.9278E+04  1.9970E+04  1.4030E+03
0000339   1.6899E+04  2.0887E+04 -4.3632E+03
0000340   2.0825E+04  1.9574E+04 -6.1985E+01
0000341   2.0502E+04  1.7224E+04 -2.4594E+03
0000342   1.7586E+04  2.1063E+04 -9.7419E-01
0000343   2.0922E+04  2.2315E+04 -1.4628E+02
0000344   2.0843E+04  2.0433E+04  2.0157E+03
0000345   1.7036E+04  1.9680E+04  2.8396E+02
0000346   1.8865E+04  2.1584E+04  1.4945E+03
0000347   2.1071E+04  1.8592E+04 -1.4451E+01
0000348   2.0072E+04  2.1646E+04 -6.2092E+02
0000349   2.0880E+04  2.1213E+04 -2.4514E+03
0000350   1.9069E+04  2.1404E+04  3.7605E+03
0000351   1.9856E+04  1.8901E+04  6.7846E+02
0000352   1.6961E+04  2.3702E+04 -4.1164E+03
0000353   1.6997E+04  2.1554E+04  3.1102E+02
0000354   2.0101E+04  2.1973E+04 -2.3225E+03
0000355   1.7628E+04  1.9746E+04  9.7557E+02
0000356   2.1984E+04  1.9373E+04 -5.2111E+02
0000357   1.9286E+04  2.0401E+04 -2.9894E+03
0000358   2.1710E+04  2.1177E+04 -1.3585E+02
0000359   2.2737E+04  2.1096E+04 -9.3445E+02
0000360   1.8159E+04  2.0323E+04  8.6885E+02
0000361   1.7982E+04  2.1126E+04 -1.0861E+03
0000362   1.9860E+04  1.9468E+04  2.3386E+03
0000363   2.0151E+04  2.0233E+04  3.9259E+03
0000364   1.8072E+04  2.0156E+04 -1.7347E+03
0000365   2.0592E+04  1.6702E+04 -9.4514E+02
0000366   2.2918E+04  1.6658E+04  2.0261E+03
0000367   2.1205E+04  2.0638E+04  1.7604E+03
0000368   2.0796E+04  1.8302E+04 -7.5636E+02
0000369   2.2438E+04  1.9044E+04 -2.2539E+03
0000370   2.2502E+04  1.8486E+04 -1.0292E+03
0000371   1.8680E+04  2.1275E+04 -1.7542E+03
0000372   1.9460E+04  2.1982E+04  2.7695E+03
0000373   2.0360E+04  1.9980E+04 -2.0661E+03
0000374   1.7502E+04  2.3549E+04 -4.5723E+02
0000375   1.7578E+04  2.3225E+04  1.0772E+03
0000376   2.0457E+04  2.1125E+04 -4.7577E+02
0000377   1.9306E+04  1.9955E+04  5.8979E+02
0000378   2.0291E+04  2.1635E+04  5.4396E+02
0000379   2.3221E+04  1.8892E+04  6.9854E+02
0000380   2.1591E+04  2.1172E+04  1.6408E+03
0000381   2.0147E+04  2.1951E+04  5.4131E+02
0000382   2.1345E+04  1.8438E+04  2.6901E+03
0000383   2.0362E+04  1.7641E+04  1.2345E+03
0000384   2.3819E+04  1.6643E+04  1.0788E+03
0000385   1.8751E+04  1.9333E+04 -5.3441E+02
0000386   2.1431E+04  1.9298E+04  1.5339E+03
0000387   2.0529E+04  2.0908E+04  7.6789E+02
0000388   2.0247E+04  2.0482E+04  2.2533E+03
0000389   2.1353E+04  1.6935E+04 -2.3244E+03
0000390   2.1475E+04  1.6733E+04  2.7264E+02
0000391   1.5485E+04  2.2030E+04  2.0333E+03
0000392   2.0747E+04  1.7514E+04 -3.2629E+03
0000393   2.1087E+04  2.0830E+04 -1.9543E+03
0000394   2.1141E+04  2.1998E+04  1.1161E+02
0000395   2.1062E+04  2.0981E+04 -8.8696E+02
0000396   2.1938E+04  1.7639E+04 -2.5163E+03
0000397   2.2235E+04  2.0523E+04  2.5597E+03
0000398   1.9701E+04  1.7546E+04 -4.1987E+02
0000399   1.9557E+04  2.1593E+04  1.8355E+03
0000400   2.1091E+04  1.9129E+04 -3.0888E+03
0000401   1.8484E+04  2.0640E+04  1.7972E+03
0000402   1.9466E+04  2.1237E+04 -2.1761E+03
0000403   2.0150E+04  2.0108E+04 -1.1153E+03
0000404   2.2336E+04  1.8209E+04  8.4732E+02
0000405   1.9420E+04  1.8482E+04 -2.2154E+03
0000406   1.8786E+04  1.9699E+04  4.8232E+03
0000407   2.3467E+04  1.6859E+04 -2.2895E+02
0000408   2.1196E+04  2.0808E+04 -7.4809E+02
0000409   1.9832E+04  2.0616E+04  1.5579E+03
0000410   2.0841E+04  2.1307E+04 -8.1584E+02
0000411   2.1381E+04  1.8428E+04  2.0190E+03
0000412   1.8219E+04  1.8239E+04 -8.7477E+01
0000413   2.0033E+04  2.0583E+04 -1.5211E+03
0000414   1.9913E+04  2.0970E+04  2.2669E+03
0000415   1.9543E+04  2.0581E+04 -7.1182E+02
0000416   2.0831E+04  1.9948E+04  1.6717E+03
0000417   2.0204E+04  2.0720E+04  1.8703E+03
0000418   1.8716E+04  2.0008E+04 -1.7343E+03
0000419   1.8097E+04  1.6561E+04  9.4903E+03
0000420   1.9356E+04  1.7848E+04 -2.3252E+03
0000421   2.1165E+04  2.0629E+04  1.6593E+03
0000422   1.8121E+04  2.1896E+04 -3.5323E+03
0000423   1.7172E+04  2.1190E+04 -1.3370E+03
0000424   2.0187E+04  1.9883E+04 -3.6373E+02
0000425   2.0909E+04  2.1458E+04  1.9600E+03
0000426   2.0066E+04  2.2126E+04 -1.2384E+03
0000427   2.1372E+04  1.8763E+04  1.8024E+03
0000428   1.9689E+04  2.1619E+04  3.4949E+03
0000429   1.5498E+04  2.0805E+04  1.9817E+02
0000430   1.9703E+04  1.9082E+04  6.9652E+02
0000431   1.8740E+04  2.1794E+04 -1.1800E+03
0000432   1.9790E+04  2.1542E+04  9.4598E+02
0000433   2.0666E+04  1.9546E+04  4.6382E+01
0000434   2.2373E+04  1.8436E+04 -1.7016E+03
0000435   2.1654E+04  1.7796E+04 -3.4408E+02
0000436   2.1073E+04  2.1245E+04  3.1630E+03
0000437   1.5896E+04  2.2769E+04  1.6880E+03
