====== pysrim run =======
        SRIM-2013.00
==========================================
    Ion and Target VACANCY production     
  See SRIM Outputs\TDATA.txt for calc. details
==========================================
====== TRIM Calc.= Si(6.5 MeV) ==> None(  3 um) ==============================
------------------------------------------------------------------------------
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file :  SRIM Outputs\TDATA.txt for calculation data
 Ion    = Si   Energy = 6500 keV
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width =     3.E+04 A ;
  Layer # 1- Density = 8.110E22 atoms/cm3 = 2.7 g/cm3
  Layer # 1- Si = 50   Atomic Percent = 70.0 Mass Percent
  Layer # 1-  C = 50   Atomic Percent = 29.9 Mass Percent
====================================================================
 Total Ions calculated =10000.00
 Total Target Vacancies     = 2393 /Ion

==========================================================
  Table Units are  >>>> Vacancies/(Angstrom-Ion)  <<<<  
==========================================================
   TARGET     VACANCIES     VACANCIES 
   DEPTH         by            by     
   (Ang.)       IONS         RECOILS  
-----------  -----------  ------------
300010.E-03  3524.67E-06  1579.05E-05  
600010.E-03  4048.33E-06  1704.26E-05  
900010.E-03  4170.67E-06  1958.11E-05  
120001.E-02  4177.67E-06  1945.75E-05  
150001.E-02  4278.00E-06  1843.88E-05  
180001.E-02  4340.67E-06  1831.39E-05  
210001.E-02  4430.33E-06  1603.36E-05  
240001.E-02  4442.00E-06  1945.97E-05  
270001.E-02  4614.67E-06  2205.32E-05  
300001.E-02  4650.00E-06  2011.21E-05  
330001.E-02  4832.67E-06  2002.86E-05  
360001.E-02  4941.33E-06  2293.75E-05  
390001.E-02  5018.00E-06  2303.27E-05  
420001.E-02  5124.33E-06  2322.30E-05  
450001.E-02  5211.00E-06  2798.68E-05  
480001.E-02  5313.33E-06  2607.62E-05  
510001.E-02  5478.67E-06  2686.11E-05  
540001.E-02  5583.00E-06  2998.80E-05  
570001.E-02  5665.00E-06  2773.81E-05  
600001.E-02  5830.67E-06  2610.06E-05  
630001.E-02  6001.33E-06  3050.57E-05  
660001.E-02  6195.00E-06  3259.63E-05  
690001.E-02  6290.33E-06  3223.03E-05  
720001.E-02  6456.00E-06  3092.54E-05  
750001.E-02  6682.00E-06  3350.24E-05  
780001.E-02  6808.00E-06  3913.29E-05  
810001.E-02  7086.33E-06  4148.92E-05  
840001.E-02  7238.00E-06  3791.03E-05  
870001.E-02  7537.00E-06  3908.04E-05  
900001.E-02  7760.00E-06  3869.45E-05  
930001.E-02  7923.33E-06  4058.21E-05  
960001.E-02  8235.67E-06  4512.54E-05  
990001.E-02  8436.33E-06  4690.95E-05  
102000.E-01  8763.33E-06  4891.92E-05  
105000.E-01  9066.00E-06  5174.35E-05  
108000.E-01  9387.67E-06  5548.11E-05  
111000.E-01  9780.00E-06  5548.62E-05  
114000.E-01  1005.33E-05  5716.21E-05  
117000.E-01  1052.87E-05  6279.94E-05  
120000.E-01  1086.40E-05  7072.99E-05  
123000.E-01  1143.83E-05  7116.75E-05  
126000.E-01  1201.67E-05  7731.71E-05  
129000.E-01  1244.37E-05  7982.66E-05  
132000.E-01  1293.00E-05  8263.50E-05  
135000.E-01  1350.07E-05  9193.56E-05  
138000.E-01  1416.53E-05  9897.46E-05  
141000.E-01  1506.13E-05  1005.84E-04  
144000.E-01  1563.43E-05  1039.23E-04  
147000.E-01  1670.23E-05  1147.69E-04  
150000.E-01  1744.73E-05  1304.85E-04  
153000.E-01  1856.07E-05  1318.44E-04  
156000.E-01  1980.83E-05  1480.26E-04  
159000.E-01  2119.43E-05  1526.05E-04  
162000.E-01  2187.47E-05  1673.67E-04  
165000.E-01  2282.00E-05  1753.61E-04  
168000.E-01  2490.13E-05  1866.31E-04  
171000.E-01  2584.67E-05  2068.71E-04  
174000.E-01  2732.70E-05  2205.09E-04  
177000.E-01  2824.77E-05  2342.12E-04  
180000.E-01  2964.73E-05  2392.39E-04  
183000.E-01  3040.40E-05  2492.26E-04  
186000.E-01  3088.97E-05  2662.85E-04  
189000.E-01  3119.07E-05  2607.71E-04  
192000.E-01  3146.50E-05  2715.73E-04  
195000.E-01  3118.07E-05  2616.07E-04  
198000.E-01  3007.17E-05  2562.31E-04  
201000.E-01  2832.13E-05  2297.38E-04  
204000.E-01  2585.93E-05  2173.19E-04  
207000.E-01  2350.47E-05  1906.74E-04  
210000.E-01  2071.97E-05  1661.48E-04  
213000.E-01  1720.77E-05  1328.00E-04  
216000.E-01  1388.23E-05  1038.57E-04  
219000.E-01  1068.60E-05  7819.32E-05  
222000.E-01  7771.67E-06  5483.03E-05  
225000.E-01  5697.33E-06  4125.99E-05  
228000.E-01  3992.67E-06  2951.93E-05  
231000.E-01  2265.67E-06  1562.06E-05  
234000.E-01  1403.67E-06  8831.26E-06  
237000.E-01  8600.00E-07  5708.03E-06  
240000.E-01  5346.67E-07  2983.02E-06  
243000.E-01  2373.33E-07  1268.68E-06  
246000.E-01  1096.67E-07  7831.09E-07  
249000.E-01  8100.00E-08  4655.02E-07  
252000.E-01  3966.67E-08  2077.99E-07  
255000.E-01  2400.00E-08  9324.32E-08  
258000.E-01  5333.33E-09  3988.18E-08  
261000.E-01  0000.00E+00  0000.00E+00  
264000.E-01  0000.00E+00  0000.00E+00  
267000.E-01  0000.00E+00  0000.00E+00  
270000.E-01  0000.00E+00  0000.00E+00  
273000.E-01  0000.00E+00  0000.00E+00  
276000.E-01  0000.00E+00  0000.00E+00  
279000.E-01  0000.00E+00  0000.00E+00  
282000.E-01  0000.00E+00  0000.00E+00  
285000.E-01  0000.00E+00  0000.00E+00  
288000.E-01  0000.00E+00  0000.00E+00  
291000.E-01  0000.00E+00  0000.00E+00  
294000.E-01  0000.00E+00  0000.00E+00  
297000.E-01  0000.00E+00  0000.00E+00  
300000.E-01  0000.00E+00  0000.00E+00  

 To convert to Energy Lost - multiply by Average Binding Energy =  2.5  eV/Vacancy
