Study Name	Tungsten_Calibration
Sample Name	20251029
Run Name	spot00
Operator	Keshav
Date	10/29/2025
Time	16:39
Sign	NEG
Grating Spacing	06.40um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	2
dt	50.000001E-12
time stamp (ms)	4:40:48 PM
	
Time	Amplitude
0.000000E+0	4.796449E-5
5.000000E-11	8.907517E-5
1.000000E-10	1.404635E-4
1.500000E-10	1.884260E-4
2.000000E-10	2.329626E-4
2.500000E-10	2.740732E-4
3.000000E-10	3.083321E-4
3.500000E-10	3.083321E-4
4.000000E-10	2.706473E-4
4.500000E-10	2.226849E-4
5.000000E-10	1.610189E-4
5.500000E-10	6.851983E-5
6.000000E-10	-3.083098E-5
6.500000E-10	-8.907112E-5
7.000000E-10	-1.301818E-4
7.500000E-10	-1.575889E-4
8.000000E-10	-1.507371E-4
8.500000E-10	-1.130523E-4
9.000000E-10	-6.851578E-5
9.500000E-10	-2.397920E-5
1.000000E-9	2.398326E-5
1.050000E-9	6.509394E-5
1.100000E-9	8.222339E-5
1.150000E-9	5.824216E-5
1.200000E-9	1.370559E-5
1.250000E-9	-3.083098E-5
1.300000E-9	-7.536756E-5
1.350000E-9	-1.267559E-4
1.400000E-9	-1.644407E-4
1.450000E-9	-1.644407E-4
1.500000E-9	-1.336077E-4
1.550000E-9	-9.249701E-5
1.600000E-9	-3.768276E-5
1.650000E-9	2.398326E-5
1.700000E-9	1.027787E-4
1.750000E-9	1.850001E-4
1.800000E-9	2.398143E-4
1.850000E-9	2.603697E-4
1.900000E-9	2.637956E-4
1.950000E-9	2.603697E-4
2.000000E-9	2.295367E-4
2.050000E-9	1.610189E-4
2.100000E-9	8.907517E-5
2.150000E-9	2.398326E-5
2.200000E-9	-4.796044E-5
2.250000E-9	-1.370336E-4
2.300000E-9	-2.158290E-4
2.350000E-9	-2.809210E-4
2.400000E-9	-3.288834E-4
2.450000E-9	-3.528647E-4
2.500000E-9	-3.425870E-4
2.550000E-9	-3.049022E-4
2.600000E-9	-2.535138E-4
2.650000E-9	-1.815701E-4
2.700000E-9	-1.027747E-4
2.750000E-9	-2.055331E-5
2.800000E-9	5.824216E-5
2.850000E-9	1.336117E-4
2.900000E-9	1.987037E-4
2.950000E-9	2.466661E-4
3.000000E-9	2.809250E-4
3.050000E-9	3.014804E-4
3.100000E-9	3.254616E-4
3.150000E-9	3.494428E-4
3.200000E-9	3.562946E-4
3.250000E-9	3.494428E-4
3.300000E-9	3.254616E-4
3.350000E-9	2.843509E-4
3.400000E-9	2.432402E-4
3.450000E-9	2.124072E-4
3.500000E-9	1.815742E-4
3.550000E-9	1.541671E-4
3.600000E-9	1.404635E-4
3.650000E-9	1.370376E-4
3.700000E-9	1.404635E-4
3.750000E-9	1.781483E-4
3.800000E-9	2.261108E-4
3.850000E-9	2.535179E-4
3.900000E-9	2.740732E-4
3.950000E-9	3.014804E-4
4.000000E-9	3.049062E-4
4.050000E-9	2.706473E-4
4.100000E-9	2.261108E-4
4.150000E-9	1.781483E-4
4.200000E-9	1.301859E-4
4.250000E-9	9.250106E-5
4.300000E-9	6.509394E-5
4.350000E-9	4.796449E-5
4.400000E-9	5.824216E-5
4.450000E-9	8.564928E-5
4.500000E-9	1.267600E-4
4.550000E-9	1.747224E-4
4.600000E-9	2.124072E-4
4.650000E-9	2.226849E-4
4.700000E-9	2.158331E-4
4.750000E-9	1.952778E-4
4.800000E-9	1.438894E-4
4.850000E-9	7.194572E-5
4.900000E-9	1.027970E-5
