0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
6.6316e-12,2.7305e-13
6.6316e-12,5.4609e-13
8.4859e-12,1.2047e-12
2.23e-11,7.8485e-12
3.7596e-11,2.0217e-11
3.78e-11,3.4894e-11
3.9358e-11,5.5246e-11
4.2039e-11,8.3374e-11
5.0708e-11,1.12e-10
6.629e-11,1.4719e-10
7.0527e-11,1.9485e-10
7.1869e-11,2.4251e-10
7.824e-11,2.9823e-10
7.8844e-11,3.5414e-10
8.6265e-11,4.182e-10
8.6265e-11,4.8614e-10
9.1587e-11,5.6285e-10
9.1587e-11,6.3956e-10
9.305e-11,7.1892e-10
9.3675e-11,7.9828e-10
1.0055e-10,8.8308e-10
1.0443e-10,9.7392e-10
1.0443e-10,1.0648e-09
1.0993e-10,1.1636e-09
1.1336e-10,1.2853e-09
1.1336e-10,1.4105e-09
1.1452e-10,1.5358e-09
1.1708e-10,1.6681e-09
1.1847e-10,1.8019e-09
1.2484e-10,1.9419e-09
1.2484e-10,2.082e-09
1.2856e-10,2.2348e-09
1.3484e-10,2.3876e-09
1.3575e-10,2.5523e-09
1.3575e-10,2.718e-09
1.3584e-10,2.9042e-09
1.3584e-10,3.1133e-09
1.4079e-10,3.3641e-09
1.4931e-10,3.6358e-09
1.4992e-10,3.938e-09
1.5511e-10,4.3055e-09
1.5761e-10,4.6815e-09
1.5981e-10,5.1119e-09
1.6284e-10,5.5565e-09
1.7886e-10,6.0011e-09
1.8157e-10,6.449e-09
1.8813e-10,6.9037e-09
2.0338e-10,7.3584e-09
2.0442e-10,7.8261e-09
2.1344e-10,8.3047e-09
2.1611e-10,8.8006e-09
2.1861e-10,9.2965e-09
2.2165e-10,9.7942e-09
2.2752e-10,1.03e-08
2.3218e-10,1.0808e-08
2.3411e-10,1.1324e-08
2.3766e-10,1.1849e-08
2.3952e-10,1.2375e-08
2.3952e-10,1.2925e-08
2.4064e-10,1.351e-08
2.4064e-10,1.4099e-08
2.4178e-10,1.4717e-08
2.4179e-10,1.538e-08
2.4526e-10,1.6063e-08
2.505e-10,1.6747e-08
2.5236e-10,1.7438e-08
2.559e-10,1.8133e-08
2.5657e-10,1.8827e-08
2.6406e-10,1.9524e-08
2.6568e-10,2.0234e-08
2.7154e-10,2.0957e-08
2.7155e-10,2.1696e-08
2.7184e-10,2.2444e-08
2.7292e-10,2.3219e-08
2.775e-10,2.4003e-08
2.786e-10,2.4815e-08
2.7985e-10,2.5629e-08
2.8141e-10,2.6447e-08
2.853e-10,2.7271e-08
2.853e-10,2.8095e-08
