0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
6.6316e-12,3.7604e-13
6.6316e-12,7.5207e-13
8.4858e-12,1.6591e-12
2.23e-11,1.0809e-11
3.7595e-11,2.7842e-11
3.7799e-11,4.8055e-11
3.9357e-11,7.6083e-11
4.2038e-11,1.1482e-10
5.0707e-11,1.5425e-10
6.6289e-11,2.027e-10
7.0526e-11,2.6834e-10
7.1867e-11,3.3397e-10
7.8238e-11,4.1071e-10
7.8843e-11,4.877e-10
8.6263e-11,5.7593e-10
8.6263e-11,6.6949e-10
9.1584e-11,7.7513e-10
9.1584e-11,8.8077e-10
9.3048e-11,9.9006e-10
9.3672e-11,1.0994e-09
1.0055e-10,1.2161e-09
1.0442e-10,1.3412e-09
1.0442e-10,1.4663e-09
1.0992e-10,1.6024e-09
1.1335e-10,1.77e-09
1.1335e-10,1.9425e-09
1.1452e-10,2.115e-09
1.1707e-10,2.2973e-09
1.1847e-10,2.4814e-09
1.2484e-10,2.6743e-09
1.2484e-10,2.8672e-09
1.2855e-10,3.0777e-09
1.3483e-10,3.2881e-09
1.3574e-10,3.5149e-09
1.3574e-10,3.7431e-09
1.3583e-10,3.9995e-09
1.3583e-10,4.2875e-09
1.4078e-10,4.6329e-09
1.4931e-10,5.0071e-09
1.4992e-10,5.4231e-09
1.551e-10,5.9293e-09
1.576e-10,6.447e-09
1.598e-10,7.0398e-09
1.6283e-10,7.652e-09
1.7885e-10,8.2643e-09
1.8156e-10,8.881e-09
1.8812e-10,9.5072e-09
2.0337e-10,1.0133e-08
2.0441e-10,1.0777e-08
2.1343e-10,1.1436e-08
2.161e-10,1.2119e-08
2.186e-10,1.2802e-08
2.2164e-10,1.3488e-08
2.275e-10,1.4185e-08
2.3216e-10,1.4883e-08
2.3409e-10,1.5595e-08
2.3764e-10,1.6318e-08
2.3951e-10,1.7041e-08
2.3951e-10,1.7799e-08
2.4062e-10,1.8605e-08
2.4062e-10,1.9416e-08
2.4176e-10,2.0267e-08
2.4177e-10,2.118e-08
2.4524e-10,2.2121e-08
2.5048e-10,2.3062e-08
2.5234e-10,2.4014e-08
2.5588e-10,2.497e-08
2.5655e-10,2.5927e-08
2.6404e-10,2.6887e-08
2.6566e-10,2.7864e-08
2.7152e-10,2.886e-08
2.7153e-10,2.9878e-08
2.7182e-10,3.0907e-08
2.729e-10,3.1975e-08
2.7748e-10,3.3055e-08
2.7857e-10,3.4173e-08
2.7983e-10,3.5294e-08
2.8138e-10,3.642e-08
2.8528e-10,3.7555e-08
2.8528e-10,3.8689e-08
