====== pysrim run =======
        SRIM-2013.00
==========================================
    Ion and Target VACANCY production     
  See SRIM Outputs\TDATA.txt for calc. details
==========================================
====== TRIM Calc.= Si(6.5 MeV) ==> None(  3 um) ==============================
------------------------------------------------------------------------------
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file :  SRIM Outputs\TDATA.txt for calculation data
 Ion    = Si   Energy = 6500 keV
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width =     3.E+04 A ;
  Layer # 1- Density = 8.110E22 atoms/cm3 = 2.7 g/cm3
  Layer # 1- Si = 50   Atomic Percent = 70.0 Mass Percent
  Layer # 1-  C = 50   Atomic Percent = 29.9 Mass Percent
====================================================================
 Total Ions calculated =10000.00
 Total Target Vacancies     = 2409 /Ion

==========================================================
  Table Units are  >>>> Vacancies/(Angstrom-Ion)  <<<<  
==========================================================
   TARGET     VACANCIES     VACANCIES 
   DEPTH         by            by     
   (Ang.)       IONS         RECOILS  
-----------  -----------  ------------
300010.E-03  3565.33E-06  1515.69E-05  
600010.E-03  4095.00E-06  1804.30E-05  
900010.E-03  4139.33E-06  1875.44E-05  
120001.E-02  4174.67E-06  2195.74E-05  
150001.E-02  4269.33E-06  1933.72E-05  
180001.E-02  4391.33E-06  2002.38E-05  
210001.E-02  4444.33E-06  2065.65E-05  
240001.E-02  4529.33E-06  2092.76E-05  
270001.E-02  4577.33E-06  2040.77E-05  
300001.E-02  4684.67E-06  1989.64E-05  
330001.E-02  4794.00E-06  2045.21E-05  
360001.E-02  4922.67E-06  2334.98E-05  
390001.E-02  4998.00E-06  2259.54E-05  
420001.E-02  5077.67E-06  2283.75E-05  
450001.E-02  5233.33E-06  2395.22E-05  
480001.E-02  5346.00E-06  2901.04E-05  
510001.E-02  5474.67E-06  2690.30E-05  
540001.E-02  5629.33E-06  2905.72E-05  
570001.E-02  5718.33E-06  2604.13E-05  
600001.E-02  5832.00E-06  2691.03E-05  
630001.E-02  6018.67E-06  2709.89E-05  
660001.E-02  6162.67E-06  2890.04E-05  
690001.E-02  6330.67E-06  3136.04E-05  
720001.E-02  6458.67E-06  3207.95E-05  
750001.E-02  6669.33E-06  3638.47E-05  
780001.E-02  6806.67E-06  3350.66E-05  
810001.E-02  7106.67E-06  4012.80E-05  
840001.E-02  7236.33E-06  3922.08E-05  
870001.E-02  7494.33E-06  3985.94E-05  
900001.E-02  7752.33E-06  4483.55E-05  
930001.E-02  7890.00E-06  4396.85E-05  
960001.E-02  8155.33E-06  4411.60E-05  
990001.E-02  8422.67E-06  4782.08E-05  
102000.E-01  8767.33E-06  5072.52E-05  
105000.E-01  9086.67E-06  5205.55E-05  
108000.E-01  9294.33E-06  5513.67E-05  
111000.E-01  9716.00E-06  5524.81E-05  
114000.E-01  1010.53E-05  5978.00E-05  
117000.E-01  1043.67E-05  6687.59E-05  
120000.E-01  1086.07E-05  6854.79E-05  
123000.E-01  1139.73E-05  7197.65E-05  
126000.E-01  1180.50E-05  7507.07E-05  
129000.E-01  1262.43E-05  8518.95E-05  
132000.E-01  1315.97E-05  8312.93E-05  
135000.E-01  1371.33E-05  9229.42E-05  
138000.E-01  1450.47E-05  9317.71E-05  
141000.E-01  1522.00E-05  1094.04E-04  
144000.E-01  1591.40E-05  1094.31E-04  
147000.E-01  1680.93E-05  1211.62E-04  
150000.E-01  1757.73E-05  1299.92E-04  
153000.E-01  1879.30E-05  1381.00E-04  
156000.E-01  2014.27E-05  1487.57E-04  
159000.E-01  2107.53E-05  1636.79E-04  
162000.E-01  2225.80E-05  1678.05E-04  
165000.E-01  2360.17E-05  1797.30E-04  
168000.E-01  2456.20E-05  1940.81E-04  
171000.E-01  2577.57E-05  2067.35E-04  
174000.E-01  2701.77E-05  2177.01E-04  
177000.E-01  2871.60E-05  2409.32E-04  
180000.E-01  2950.67E-05  2396.43E-04  
183000.E-01  3048.60E-05  2563.82E-04  
186000.E-01  3147.93E-05  2639.31E-04  
189000.E-01  3193.47E-05  2750.26E-04  
192000.E-01  3155.33E-05  2701.60E-04  
195000.E-01  3103.07E-05  2632.45E-04  
198000.E-01  2983.33E-05  2494.21E-04  
201000.E-01  2806.27E-05  2327.14E-04  
204000.E-01  2552.80E-05  2108.21E-04  
207000.E-01  2300.93E-05  1843.43E-04  
210000.E-01  1992.80E-05  1523.06E-04  
213000.E-01  1607.47E-05  1224.47E-04  
216000.E-01  1389.27E-05  1065.04E-04  
219000.E-01  1094.83E-05  8168.94E-05  
222000.E-01  7908.67E-06  5756.80E-05  
225000.E-01  5940.33E-06  4072.76E-05  
228000.E-01  3613.67E-06  2473.98E-05  
231000.E-01  2519.00E-06  1672.61E-05  
234000.E-01  1362.00E-06  9875.23E-06  
237000.E-01  9446.67E-07  5938.81E-06  
240000.E-01  4923.33E-07  3500.66E-06  
243000.E-01  2446.67E-07  1404.91E-06  
246000.E-01  1250.00E-07  5656.61E-07  
249000.E-01  4300.00E-08  4670.60E-07  
252000.E-01  2133.33E-08  1380.57E-07  
255000.E-01  6000.00E-09  1136.11E-08  
258000.E-01  0000.00E+00  0000.00E+00  
261000.E-01  0000.00E+00  0000.00E+00  
264000.E-01  0000.00E+00  0000.00E+00  
267000.E-01  0000.00E+00  0000.00E+00  
270000.E-01  0000.00E+00  0000.00E+00  
273000.E-01  0000.00E+00  0000.00E+00  
276000.E-01  0000.00E+00  0000.00E+00  
279000.E-01  0000.00E+00  0000.00E+00  
282000.E-01  0000.00E+00  0000.00E+00  
285000.E-01  0000.00E+00  0000.00E+00  
288000.E-01  0000.00E+00  0000.00E+00  
291000.E-01  0000.00E+00  0000.00E+00  
294000.E-01  0000.00E+00  0000.00E+00  
297000.E-01  0000.00E+00  0000.00E+00  
300000.E-01  0000.00E+00  0000.00E+00  

 To convert to Energy Lost - multiply by Average Binding Energy =  2.5  eV/Vacancy
