Study Name	Tungsten_Calibration
Sample Name	2025-11-07
Run Name	spot00
Operator	Keshav
Date	11/7/2025
Time	16:14
Sign	FIX
Grating Spacing	07.60um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	1
dt	50.000001E-12
time stamp (ms)	4:15:35 PM
	
Time	Amplitude
0.000000E+0	5.344324E-4
5.000000E-11	5.447101E-4
1.000000E-10	5.549877E-4
1.500000E-10	5.584136E-4
2.000000E-10	5.584136E-4
2.500000E-10	5.755431E-4
3.000000E-10	5.892466E-4
3.500000E-10	5.823949E-4
4.000000E-10	5.481360E-4
4.500000E-10	5.207288E-4
5.000000E-10	5.035994E-4
5.500000E-10	4.727664E-4
6.000000E-10	4.076745E-4
6.500000E-10	3.425826E-4
7.000000E-10	3.083237E-4
7.500000E-10	2.946201E-4
8.000000E-10	2.603612E-4
8.500000E-10	2.329541E-4
9.000000E-10	2.329541E-4
9.500000E-10	2.329541E-4
1.000000E-9	2.261023E-4
1.050000E-9	2.192505E-4
1.100000E-9	2.158246E-4
1.150000E-9	1.952693E-4
1.200000E-9	1.575845E-4
1.250000E-9	1.061961E-4
1.300000E-9	3.425245E-5
1.350000E-9	-2.741357E-5
1.400000E-9	-7.537603E-5
1.450000E-9	-1.199126E-4
1.500000E-9	-1.438938E-4
1.550000E-9	-1.575974E-4
1.600000E-9	-1.747268E-4
1.650000E-9	-1.815786E-4
1.700000E-9	-1.541715E-4
1.750000E-9	-9.935726E-5
1.800000E-9	-2.741357E-5
1.850000E-9	6.851135E-5
1.900000E-9	1.849916E-4
1.950000E-9	3.117496E-4
2.000000E-9	4.522110E-4
2.050000E-9	6.063761E-4
2.100000E-9	7.365599E-4
2.150000E-9	8.359107E-4
2.200000E-9	9.249839E-4
2.250000E-9	9.866499E-4
2.300000E-9	1.007205E-3
2.350000E-9	9.832240E-4
2.400000E-9	9.284098E-4
2.450000E-9	8.667437E-4
2.500000E-9	7.948001E-4
2.550000E-9	7.091528E-4
2.600000E-9	6.303573E-4
2.650000E-9	5.926725E-4
2.700000E-9	5.858208E-4
2.750000E-9	5.789690E-4
2.800000E-9	5.755431E-4
2.850000E-9	5.995243E-4
2.900000E-9	6.200797E-4
2.950000E-9	6.166538E-4
3.000000E-9	6.029502E-4
3.050000E-9	5.823949E-4
3.100000E-9	5.378583E-4
3.150000E-9	4.898958E-4
3.200000E-9	4.659146E-4
3.250000E-9	4.282298E-4
3.300000E-9	3.699897E-4
3.350000E-9	3.425826E-4
3.400000E-9	3.631379E-4
3.450000E-9	3.665638E-4
3.500000E-9	3.734156E-4
3.550000E-9	4.179521E-4
3.600000E-9	4.693405E-4
3.650000E-9	4.933217E-4
3.700000E-9	5.104512E-4
3.750000E-9	5.310065E-4
3.800000E-9	5.344324E-4
3.850000E-9	5.310065E-4
3.900000E-9	5.310065E-4
3.950000E-9	5.207288E-4
4.000000E-9	5.241547E-4
4.050000E-9	5.378583E-4
4.100000E-9	5.721172E-4
4.150000E-9	6.132279E-4
4.200000E-9	6.611903E-4
4.250000E-9	6.817457E-4
4.300000E-9	6.885975E-4
4.350000E-9	6.988751E-4
4.400000E-9	6.988751E-4
4.450000E-9	6.543386E-4
4.500000E-9	5.858208E-4
4.550000E-9	5.138771E-4
4.600000E-9	4.419334E-4
4.650000E-9	3.802674E-4
4.700000E-9	3.220272E-4
4.750000E-9	2.877683E-4
4.800000E-9	2.809165E-4
4.850000E-9	2.980460E-4
4.900000E-9	3.254531E-4
4.950000E-9	3.597120E-4
5.000000E-9	4.145263E-4
5.050000E-9	4.522110E-4
5.100000E-9	4.556369E-4
5.150000E-9	4.385075E-4
5.200000E-9	4.111004E-4
5.250000E-9	3.391567E-4
5.300000E-9	2.329541E-4
5.350000E-9	1.267515E-4
5.400000E-9	1.027122E-5
5.450000E-9	-1.027832E-4
5.500000E-9	-1.747268E-4
5.550000E-9	-2.089857E-4
5.600000E-9	-2.329670E-4
5.650000E-9	-2.089857E-4
5.700000E-9	-1.301903E-4
5.750000E-9	-3.426535E-5
5.800000E-9	7.193724E-5
5.850000E-9	1.815657E-4
5.900000E-9	2.740648E-4
5.950000E-9	3.460085E-4
6.000000E-9	4.145263E-4
6.050000E-9	4.590628E-4
6.100000E-9	4.556369E-4
6.150000E-9	4.419334E-4
6.200000E-9	4.213780E-4
6.250000E-9	3.871191E-4
6.300000E-9	3.528602E-4
6.350000E-9	3.425826E-4
6.400000E-9	3.254531E-4
6.450000E-9	3.117496E-4
6.500000E-9	3.186013E-4
6.550000E-9	3.323049E-4
6.600000E-9	3.357308E-4
6.650000E-9	3.597120E-4
6.700000E-9	4.111004E-4
6.750000E-9	4.385075E-4
6.800000E-9	4.385075E-4
6.850000E-9	4.487852E-4
6.900000E-9	4.796182E-4
6.950000E-9	5.035994E-4
7.000000E-9	5.104512E-4
7.050000E-9	5.138771E-4
7.100000E-9	5.310065E-4
7.150000E-9	5.789690E-4
7.200000E-9	6.303573E-4
7.250000E-9	6.680421E-4
7.300000E-9	7.023010E-4
7.350000E-9	7.434117E-4
7.400000E-9	7.673929E-4
7.450000E-9	7.605412E-4
7.500000E-9	7.468376E-4
7.550000E-9	7.262823E-4
7.600000E-9	6.783198E-4
7.650000E-9	6.098020E-4
7.700000E-9	5.412842E-4
7.750000E-9	4.624887E-4
7.800000E-9	3.597120E-4
7.850000E-9	2.843424E-4
7.900000E-9	2.295282E-4
7.950000E-9	1.815657E-4
