============================== SRIM-2013.00 ==============================
==============================================================================
====== SRIM Outputs\RANGE_3D.txt : File of Final Ion Positions =====

Ion = Si (14)   Ion Mass= 028.0000
Energy  = 6500000.E-03 keV
0001590   1.8918E+04  2.0545E+04 -1.2893E+03
0001591   1.7870E+04  1.5919E+04  6.8326E+03
0001592   1.7392E+04  2.0064E+04  1.6460E+03
0001593   1.9568E+04  2.1275E+04 -5.0278E+03
0001594   1.8502E+04  1.8822E+04 -2.0745E+03
0001595   1.9968E+04  2.0214E+04  5.3672E+02
0001596   1.5872E+04  2.0249E+04  1.8089E+03
0001597   1.8534E+04  2.2152E+04  4.8272E+02
0001598   2.1181E+04  1.7815E+04  2.4199E+03
0001599   1.9004E+04  2.2112E+04  2.3005E+03
0001600   2.0544E+04  1.9784E+04  4.4030E+02
0001601   2.0162E+04  2.0341E+04  1.4373E+03
0001602   2.2696E+04  1.7811E+04 -2.7670E+03
0001603   2.0712E+04  2.0923E+04  1.5128E+03
0001604   1.8118E+04  1.8025E+04  1.8929E+03
0001605   1.9070E+04  2.0009E+04 -4.6536E+03
0001606   1.6438E+04  2.0781E+04  5.1290E+02
0001607   2.1400E+04  1.8997E+04  1.7559E+02
0001608   1.9336E+04  1.7648E+04 -1.1514E+03
0001609   2.0459E+04  2.0026E+04 -1.2157E+03
0001610   2.1326E+04  1.9905E+04  3.1917E+02
0001611   2.1406E+04  1.9878E+04 -9.9723E+02
0001612   1.9720E+04  2.2645E+04 -1.8920E+03
0001613   1.9510E+04  2.1627E+04  1.5490E+03
0001614   2.1858E+04  1.8186E+04  1.9571E+03
0001615   2.0561E+04  1.9969E+04  2.2327E+01
0001616   2.2484E+04  1.8664E+04 -2.5404E+03
0001617   2.4298E+04  1.6660E+04  7.3723E+02
0001618   1.9145E+04  1.9357E+04 -1.1558E+03
0001619   1.8917E+04  1.9452E+04  4.2459E+03
0001620   2.1379E+04  1.9739E+04  1.6175E+03
0001621   2.0282E+04  2.1515E+04 -1.2000E+03
0001622   1.9425E+04  1.9684E+04  2.6815E+03
0001623   2.1276E+04  1.8423E+04 -1.1650E+03
0001624   2.3153E+04  1.6754E+04  1.8224E+03
0001625   2.1583E+04  1.8878E+04 -3.0594E+03
0001626   2.1162E+04  2.0477E+04  2.5253E+02
0001627   1.5756E+04  1.3897E+04 -1.1459E+03
0001628   1.8417E+04  2.0924E+04  1.6909E+03
0001629   2.1233E+04  1.7975E+04 -4.7769E+03
0001630   1.8543E+04  1.5482E+04 -1.2729E+03
0001631   2.1828E+04  2.0153E+04 -1.0979E+03
0001632   1.8775E+04  2.2182E+04 -1.7611E+03
0001633   1.9559E+04  1.8756E+04  6.7433E+02
0001634   2.0039E+04  2.0827E+04  2.7053E+03
0001635   1.8150E+04  2.1635E+04  6.5419E+02
0001636   1.7113E+04  2.1050E+04 -2.4913E+03
0001637   2.0675E+04  2.1081E+04  2.6745E+03
0001638   1.9456E+04  2.2006E+04 -7.5377E+02
0001639   2.1705E+04  1.9461E+04 -1.5881E+03
0001640   1.9534E+04  2.1077E+04  2.2128E+03
0001641   2.2020E+04  1.7169E+04  1.3042E+03
0001642   1.6734E+04  2.2411E+04  5.2581E+02
0001643   1.9100E+04  1.9817E+04 -9.8153E+02
0001644   1.7849E+04  2.1969E+04 -2.0560E+03
0001645   2.1185E+04  1.7732E+04 -3.6549E+03
0001646   2.1279E+04  1.8970E+04  8.0264E+02
0001647   2.1001E+04  2.1139E+04  1.3094E+03
0001648   2.2860E+04  1.7576E+04 -6.9482E+02
0001649   2.2304E+04  1.8380E+04 -3.8197E+02
0001650   1.6742E+04  1.8790E+04 -5.0199E+02
0001651   2.0618E+04  2.1347E+04 -2.2359E+02
0001652   1.6755E+04  1.6478E+04 -5.2524E+03
0001653   1.8790E+04  1.9860E+04 -3.9844E+03
0001654   2.0228E+04  1.9410E+04  1.6152E+03
0001655   2.0230E+04  1.9965E+04  1.2589E+03
0001656   1.7720E+04  2.2514E+04  2.7304E+03
0001657   2.0132E+04  2.0383E+04  3.9035E+01
0001658   2.0529E+04  1.9691E+04 -9.0204E+02
0001659   1.9890E+04  2.1575E+04 -7.5832E+02
0001660   2.1467E+04  1.8597E+04  4.4062E+03
0001661   2.0111E+04  2.2296E+04 -6.0027E+02
0001662   1.7833E+04  1.8404E+04 -2.7078E+02
0001663   2.0934E+04  2.0036E+04  1.0001E+03
0001664   1.8381E+04  2.3670E+04 -1.2930E+03
0001665   1.9533E+04  1.7570E+04  2.4142E+03
0001666   2.1885E+04  1.7326E+04 -3.0873E+03
0001667   2.1955E+04  1.9299E+04 -3.3664E+02
0001668   2.0424E+04  1.7918E+04 -2.6652E+03
0001669   1.9999E+04  1.9744E+04 -3.5587E+03
0001670   1.9135E+04  2.1396E+04  7.5252E+02
0001671   1.8483E+04  2.1193E+04  8.4973E+02
0001672   1.9706E+04  2.2939E+04 -1.0727E+03
0001673   1.9436E+04  1.9849E+04 -1.9884E+03
0001674   1.8663E+04  2.0396E+04  1.4709E+03
0001675   1.9687E+04  1.9705E+04 -1.9151E+03
0001676   1.9108E+04  2.1542E+04 -2.4270E+03
0001677   1.7292E+04  2.1135E+04 -1.0177E+03
0001678   2.0085E+04  2.0808E+04 -2.7500E+03
0001679   2.1745E+04  2.0736E+04  2.7303E+03
0001680   2.1225E+04  2.0515E+04  4.7448E+02
0001681   2.1006E+04  2.1435E+04 -3.3284E+02
0001682   2.1175E+04  1.3083E+04  5.4433E+02
0001683   2.2037E+04  1.8217E+04  4.9693E+02
0001684   2.0949E+04  1.8444E+04 -8.5566E+01
0001685   2.1761E+04  1.9492E+04 -2.8086E+03
0001686   2.3455E+04  1.8343E+04  2.0719E+03
0001687   2.2252E+04  2.0300E+04  2.4639E+03
0001688   1.8387E+04  1.8250E+04  2.7893E+02
0001689   2.1120E+04  2.0782E+04  2.9347E+03
0001690   1.9175E+04  1.9621E+04 -8.5114E+02
0001691   2.2799E+04  1.6791E+04  4.9586E+03
0001692   1.8353E+04  1.9128E+04  1.1454E+02
0001693   1.8232E+04  2.2526E+04  5.7550E+01
0001694   2.1164E+04  1.9635E+04  4.7836E+03
0001695   1.9354E+04  2.1691E+04 -3.4935E+03
0001696   1.9122E+04  2.0033E+04  2.0987E+03
0001697   2.0077E+04  1.8669E+04  3.1732E+03
0001698   2.1114E+04  2.0631E+04  1.5654E+03
0001699   2.1368E+04  1.7888E+04  3.2933E+03
0001700   1.9209E+04  1.3418E+04 -1.8694E+03
0001701   2.0151E+04  1.9118E+04 -2.8840E+03
0001702   2.0193E+04  1.8780E+04  2.4831E+03
0001703   1.8791E+04  2.1384E+04  2.0306E+03
0001704   2.0602E+04  2.1299E+04 -2.5794E+02
0001705   1.9616E+04  2.1878E+04  9.9806E+02
0001706   1.9624E+04  2.1001E+04  2.2831E+02
0001707   2.0212E+04  2.1371E+04 -1.1054E+03
0001708   2.1406E+04  1.6998E+04  6.1657E+03
0001709   2.2623E+04  1.7598E+04  3.9132E+03
0001710   2.1194E+04  1.9050E+04  2.0520E+02
0001711   1.8358E+04  1.6239E+04 -1.2532E+03
0001712   2.1058E+04  1.7033E+04 -1.6662E+03
0001713   2.0264E+04  1.8851E+04  7.6417E+02
0001714   2.0053E+04  1.8859E+04 -1.8814E+03
0001715   1.9305E+04  2.0005E+04 -1.5988E+03
0001716   2.2932E+04  1.5955E+04 -1.7296E+03
0001717   1.9611E+04  2.0357E+04 -2.2003E+01
0001718   1.8805E+04  2.1347E+04 -1.7699E+03
0001719   2.0077E+04  2.0479E+04  4.6542E+03
0001720   1.9000E+04  1.9922E+04  2.0196E+03
0001721   2.0100E+04  2.0588E+04  8.1270E+02
0001722   1.8235E+04  2.2507E+04 -1.7784E+03
0001723   1.8981E+04  2.1819E+04  3.8049E+02
0001724   2.1326E+04  1.9946E+04 -1.6212E+03
0001725   1.9963E+04  2.2115E+04 -2.9554E+03
0001726   2.2147E+04  1.7097E+04  1.0314E+03
0001727   1.8260E+04  2.1826E+04 -2.2118E+03
0001728   2.0908E+04  1.9906E+04  3.3921E+02
0001729   2.0204E+04  1.7176E+04 -1.0680E+03
0001730   1.9576E+04  2.0885E+04 -2.0494E+03
0001731   2.2181E+04  1.8184E+04 -2.0153E+03
0001732   1.7103E+04  2.3512E+04 -4.7804E+03
0001733   2.0238E+04  1.8157E+04 -2.5219E+03
0001734   2.0515E+04  2.0545E+04 -1.3640E+03
0001735   2.0446E+04  1.9540E+04 -1.7081E+03
0001736   2.1067E+04  1.9601E+04  1.6215E+03
0001737   2.2009E+04  1.5641E+04  2.6131E+03
0001738   1.7562E+04  1.8606E+04 -6.4476E+02
0001739   1.9491E+04  1.6787E+04 -7.2433E+02
0001740   2.1014E+04  2.0170E+04 -4.3185E+02
0001741   2.0642E+04  1.9874E+04 -2.5745E+03
0001742   2.0752E+04  2.1964E+04  6.3078E+02
0001743   1.9922E+04  2.1751E+04  9.0982E+02
0001744   1.8045E+04  2.0140E+04 -2.4344E+03
0001745   1.9317E+04  2.1751E+04 -7.5036E+02
0001746   2.1964E+04  1.9654E+04  1.3494E+03
0001747   1.6122E+04  2.0977E+04  2.5245E+03
0001748   2.1303E+04  1.9988E+04  5.9686E+02
0001749   1.7883E+04  2.1780E+04 -2.6593E+03
0001750   2.2644E+04  1.8530E+04  4.5311E+02
0001751   1.9659E+04  2.0873E+04  2.9309E+03
0001752   2.0883E+04  1.9744E+04 -1.2145E+03
0001753   2.2596E+04  1.8307E+04 -6.9888E+02
0001754   1.9324E+04  1.8153E+04  1.3902E+03
0001755   2.1020E+04  1.9875E+04 -1.6865E+03
0001756   2.0024E+04  2.2589E+04 -1.1432E+03
0001757   2.0486E+04  2.0410E+04 -1.0191E+03
0001758   2.1415E+04  1.7028E+04 -3.4596E+02
0001759   1.8073E+04  2.1907E+04 -2.7160E+02
0001760   2.1104E+04  1.8732E+04 -6.2193E+02
0001761   1.5365E+04  1.7661E+04 -2.8728E+03
0001762   1.8640E+04  2.1494E+04 -1.3273E+03
0001763   2.0984E+04  1.8075E+04 -3.7254E+03
0001764   2.1698E+04  2.0552E+04 -2.1234E+03
0001765   2.1564E+04  2.1053E+04  3.3485E+02
0001766   1.8354E+04  2.0749E+04 -1.2572E+03
0001767   1.9738E+04  1.9810E+04  1.9986E+03
0001768   2.0028E+04  2.0402E+04 -1.3321E+03
0001769   1.9889E+04  2.1306E+04 -4.5941E+02
0001770   1.6823E+04  2.0954E+04 -1.2747E+03
0001771   2.0584E+04  2.1216E+04 -2.2632E+03
0001772   1.3876E+04  1.7789E+04 -1.3359E+03
0001773   1.9459E+04  2.1834E+04 -1.8161E+03
0001774   2.2959E+04  1.8182E+04  3.9013E+02
0001775   2.3080E+04  1.7595E+04  8.9159E+01
0001776   2.1962E+04  1.8651E+04  1.0380E+03
0001777   2.2392E+04  1.9582E+04  1.0258E+03
0001778   2.0807E+04  1.8508E+04  1.4873E+03
0001779   1.7231E+04  2.1644E+04 -8.4117E+02
0001780   1.8882E+04  2.2197E+04  3.0073E+02
0001781   2.1370E+04  2.1841E+04  1.0605E+03
0001782   1.7688E+04  1.8374E+04 -2.7909E+03
0001783   2.1682E+04  2.1476E+04  6.2863E+02
0001784   2.1386E+04  2.0182E+04  1.2513E+03
0001785   2.0434E+04  2.0176E+04  1.7307E+03
0001786   1.9293E+04  2.3256E+04 -4.3378E+01
0001787   2.2403E+04  1.9035E+04  3.4291E+03
0001788   2.3146E+04  1.7459E+04 -1.8263E+03
0001789   1.9598E+04  2.0542E+04 -1.5868E+03
0001790   2.1634E+04  1.9213E+04  2.3624E+03
0001791   2.0930E+04  2.0597E+04 -2.1554E+03
0001792   2.0951E+04  2.0100E+04  1.4359E+03
0001793   1.9466E+04  1.8485E+04 -9.1747E+02
0001794   2.2198E+04  1.7825E+04  4.8690E+03
0001795   2.1649E+04  1.8089E+04  5.5948E+02
0001796   2.1917E+04  1.6062E+04 -6.0737E+02
0001797   2.0471E+04  2.1342E+04  3.4946E+03
0001798   2.0633E+04  1.8371E+04 -3.1249E+03
0001799   1.9574E+04  2.2089E+04  6.1894E+02
0001800   2.0785E+04  1.6723E+04  2.0078E+03
0001801   2.2786E+04  1.8910E+04 -1.7973E+03
0001802   1.6529E+04  2.3105E+04  1.2308E+03
0001803   2.0777E+04  1.9329E+04 -1.5962E+03
0001804   1.4936E+04  2.0210E+04 -1.8101E+03
0001805   2.2617E+04  1.9081E+04  7.5264E+02
0001806   1.9243E+04  2.2664E+04 -2.4659E+02
0001807   2.0826E+04  2.0478E+04  6.9140E+02
0001808   2.0621E+04  2.1037E+04 -1.6650E+03
0001809   1.9677E+04  2.0201E+04  5.8096E+02
0001810   2.0498E+04  2.1307E+04  1.2530E+03
0001811   1.2394E+04  2.2375E+04 -3.5191E+02
0001812   2.1031E+04  2.1640E+04  1.5978E+03
0001813   1.7932E+04  1.9424E+04  2.5655E+03
0001814   2.0443E+04  1.8399E+04 -3.0367E+01
0001815   2.0420E+04  2.0185E+04 -2.8298E+03
0001816   1.1769E+04  1.1111E+04  5.2006E+02
0001817   2.0174E+04  2.2486E+04  7.6027E+02
0001818   2.2129E+04  2.1447E+04 -2.0247E+03
0001819   1.7733E+04  2.0402E+04 -1.4289E+03
0001820   1.8576E+04  2.1924E+04 -1.9454E+03
0001821   2.0527E+04  2.0633E+04 -1.2379E+03
0001822   1.9291E+04  2.2037E+04  6.9437E+02
0001823   1.9771E+04  1.8945E+04  3.5079E+03
0001824   2.2531E+04  1.8829E+04 -8.5516E+02
0001825   1.9618E+04  1.8735E+04  4.9064E+03
0001826   1.8754E+04  2.2623E+04 -1.4132E+03
0001827   1.9398E+04  2.1062E+04  4.6972E+03
0001828   1.8430E+04  2.0215E+04 -3.5647E+03
0001829   2.1893E+04  2.0869E+04 -8.2822E+02
0001830   1.8782E+04  2.1314E+04 -1.3425E+03
0001831   1.9088E+04  2.2509E+04 -1.4289E+03
0001832   2.3011E+04  1.5970E+04 -2.6297E+03
0001833   2.5151E+04  1.5620E+04  4.3121E+02
0001834   2.0673E+04  1.9349E+04 -1.8057E+03
0001835   1.5024E+04  1.4913E+04 -1.2401E+03
0001836   2.1671E+04  1.9892E+04  3.9196E+03
0001837   1.9168E+04  2.1709E+04  2.7123E+02
0001838   1.9862E+04  1.9540E+04  1.2616E+03
0001839   1.9886E+04  2.1716E+04  1.4349E+03
0001840   2.0103E+04  2.2241E+04  2.7339E+02
0001841   1.8030E+04  2.3919E+04 -7.2411E+02
0001842   2.2526E+04  1.8945E+04 -9.3775E+02
0001843   1.7059E+04  1.6344E+04  6.0723E+03
0001844   1.9123E+04  2.3692E+04 -1.2023E+03
0001845   2.1365E+04  2.0948E+04 -3.6513E+03
0001846   2.1494E+04  1.9819E+04  3.3160E+02
0001847   1.9168E+04  2.0681E+04  3.2585E+03
0001848   2.1931E+04  1.7601E+04  3.6618E+03
0001849   1.9104E+04  2.1793E+04 -5.4959E+02
0001850   2.0888E+04  1.8053E+04 -2.3920E+02
0001851   2.0093E+04  1.8598E+04  4.6587E+02
0001852   2.1457E+04  2.2014E+04 -1.8339E+03
0001853   2.1402E+04  2.1398E+04  5.2464E+01
0001854   1.7943E+04  2.0079E+04 -2.0911E+03
0001855   2.1496E+04  1.9846E+04  4.9325E+03
0001856   1.9352E+04  1.9169E+04  9.6515E+02
0001857   1.8145E+04  1.9486E+04 -9.4664E+02
0001858   2.2756E+04  1.8627E+04 -1.8428E+03
0001859   2.0128E+04  1.9243E+04  5.8416E+02
0001860   2.0110E+04  2.0529E+04 -3.7183E+03
0001861   2.1887E+04  2.0159E+04  2.3573E+03
0001862   2.1084E+04  1.9480E+04 -3.8170E+03
0001863   2.1095E+04  1.5213E+04 -1.6460E+03
0001864   2.2240E+04  1.5790E+04  6.3309E+02
0001865   1.9555E+04  2.1184E+04 -6.1135E+02
0001866   2.0738E+04  1.9614E+04  2.3646E+03
0001867   2.0592E+04  2.0823E+04 -2.0829E+03
0001868   2.0387E+04  1.9594E+04  4.4178E+03
0001869   2.0383E+04  1.9680E+04  9.1632E+02
0001870   2.1116E+04  1.8973E+04 -2.6497E+03
0001871   2.1944E+04  2.0081E+04 -2.2121E+03
0001872   2.1140E+04  2.0429E+04 -3.9920E+02
0001873   2.1157E+04  1.7939E+04 -9.8487E+02
0001874   1.8190E+04  2.0309E+04  2.3906E+01
0001875   1.6952E+04  1.7748E+04 -2.0072E+01
0001876   2.0285E+04  1.9213E+04 -3.7914E+03
0001877   1.7119E+04  2.2428E+04  1.3977E+03
0001878   1.8933E+04  1.8476E+04 -1.4020E+03
0001879   2.1811E+04  1.7757E+04 -2.1176E+03
0001880   2.1456E+04  1.9464E+04  5.5280E+02
0001881   1.9940E+04  1.9478E+04 -4.1161E+03
0001882   2.1094E+04  2.1183E+04 -1.1285E+03
0001883   1.9393E+04  2.2037E+04  1.1139E+03
0001884   1.9126E+04  2.2074E+04 -1.8739E+03
0001885   1.9951E+04  2.1082E+04  1.9512E+03
0001886   1.9221E+04  2.0638E+04 -9.6146E+02
0001887   2.0245E+04  2.1257E+04  2.2363E+03
0001888   1.4399E+04  2.3814E+04 -2.9154E+03
0001889   2.2717E+04  1.4782E+04  1.8316E+03
0001890   2.1989E+04  1.6560E+04  3.1355E+02
0001891   2.0331E+04  2.0361E+04  2.0319E+03
0001892   2.3711E+04  1.7036E+04  5.2627E+02
0001893   1.9239E+04  2.1613E+04 -2.5434E+03
0001894   2.1136E+04  2.0122E+04 -4.5863E+02
0001895   2.1251E+04  1.9280E+04  1.7717E+03
0001896   2.0000E+04  2.2629E+04 -2.8212E+01
0001897   1.9170E+04  1.7726E+04 -1.4487E+03
0001898   1.9800E+04  2.1834E+04 -1.0018E+03
0001899   2.0128E+04  1.9717E+04 -9.0447E+02
0001900   2.1269E+04  1.9264E+04 -1.7018E+03
0001901   2.1816E+04  1.8872E+04  1.6354E+03
0001902   1.7328E+04  2.2964E+04  5.4499E+02
0001903   2.2052E+04  1.7249E+04 -1.1539E+03
0001904   1.9872E+04  2.0073E+04 -5.7777E+02
0001905   2.0650E+04  1.8184E+04 -3.3997E+02
0001906   1.9105E+04  1.8987E+04 -3.3363E+03
0001907   1.7686E+04  1.4951E+04  3.0268E+03
0001908   1.4676E+04  2.0149E+04 -1.7284E+03
0001909   2.0921E+04  1.9658E+04  1.0893E+03
0001910   2.1279E+04  2.0046E+04 -1.0159E+03
0001911   1.7799E+04  2.2213E+04  4.7228E+02
0001912   1.7344E+04  1.9962E+04  2.4860E+03
0001913   1.9787E+04  1.9738E+04 -1.4175E+03
0001914   1.9609E+04  1.9594E+04  9.6897E+02
0001915   2.0619E+04  1.7222E+04  5.4875E+02
0001916   1.7278E+04  2.3425E+04  7.3853E+02
0001917   1.9407E+04  2.0226E+04 -2.2802E+02
0001918   2.0467E+04  2.0787E+04 -8.5701E+02
0001919   2.0409E+04  1.8703E+04  2.0960E+03
0001920   1.9627E+04  2.0474E+04  5.5285E+02
0001921   2.1439E+04  1.9501E+04 -2.4321E+03
0001922   2.0664E+04  2.1018E+04 -2.0043E+03
0001923   1.8048E+04  2.1634E+04  1.4207E+03
0001924   1.6607E+04  2.1872E+04  5.8797E+02
0001925   2.0495E+04  2.0332E+04 -3.5791E+02
0001926   1.7236E+04  2.0892E+04  2.4767E+03
0001927   1.7771E+04  2.0111E+04 -1.5756E+03
0001928   2.2294E+04  1.9365E+04 -2.8088E+03
0001929   2.0883E+04  2.0885E+04  2.2677E+02
0001930   1.9162E+04  2.1629E+04  1.1604E+03
0001931   1.8009E+04  2.1503E+04 -2.6064E+01
0001932   2.3043E+04  1.8998E+04  8.0284E+02
0001933   2.0759E+04  1.9855E+04  2.1126E+02
0001934   1.8396E+04  2.1616E+04 -2.0400E+03
0001935   1.6351E+04  1.8417E+04  3.0235E+03
0001936   1.6054E+04  2.2453E+04  3.0449E+03
0001937   1.8976E+04  2.1687E+04 -3.2042E+03
0001938   2.3488E+04  1.8198E+04  2.2090E+03
0001939   2.0903E+04  1.9438E+04 -2.8884E+03
0001940   2.0485E+04  1.9833E+04  1.3570E+03
0001941   1.9884E+04  1.9987E+04 -4.8251E+02
0001942   1.9361E+04  1.7568E+04  5.9566E+03
0001943   1.9881E+04  2.1360E+04  1.3045E+03
0001944   2.1110E+04  1.9751E+04 -2.2103E+03
0001945   1.8698E+04  1.9428E+04  4.6062E+03
0001946   1.5896E+04  1.8375E+04  4.7034E+03
0001947   2.0129E+04  1.9738E+04 -2.1977E+03
0001948   1.8997E+04  1.5979E+04  1.8808E+03
0001949   1.9332E+04  2.2356E+04 -8.5530E+02
0001950   2.0166E+04  1.9954E+04  1.9087E+03
0001951   1.8490E+04  2.2285E+04  2.3618E+03
0001952   1.9900E+04  1.8189E+04  2.7000E+03
0001953   2.1819E+04  2.1509E+04 -1.3939E+03
0001954   1.9577E+04  1.4330E+04  1.5988E+03
0001955   1.6032E+04  1.8114E+04 -2.6611E+03
0001956   1.6434E+04  2.1848E+04 -2.8671E+03
0001957   1.9934E+04  2.0788E+04  1.7785E+03
0001958   1.9256E+04  2.1688E+04  1.4721E+03
0001959   2.0426E+04  1.8600E+04 -3.8761E+03
0001960   1.9426E+04  2.0761E+04  1.3892E+03
0001961   1.8846E+04  2.0529E+04  9.7077E+01
0001962   2.1692E+04  1.9996E+04  9.9114E+01
0001963   1.9487E+04  1.9627E+04  2.0877E+03
0001964   2.0354E+04  2.0682E+04 -1.2502E+03
0001965   1.8835E+04  2.0460E+04  2.1514E+03
0001966   1.8096E+04  2.0975E+04 -8.6470E+02
0001967   2.1486E+04  1.9361E+04  1.2020E+03
0001968   1.9473E+04  2.2999E+04 -1.2411E+03
0001969   1.9929E+04  2.1737E+04 -1.8234E+03
0001970   2.0619E+04  2.0399E+04 -2.8348E+03
0001971   2.1529E+04  1.9735E+04  1.2766E+03
0001972   2.1018E+04  1.9413E+04 -5.1358E+02
0001973   2.2243E+04  1.7888E+04 -8.1081E+02
0001974   2.1515E+04  1.6712E+04 -9.0440E+02
0001975   1.9276E+04  1.9910E+04 -1.2883E+03
0001976   2.2778E+04  1.6886E+04 -5.8038E+02
0001977   1.9858E+04  2.0727E+04 -7.4761E+01
0001978   1.9660E+04  2.0456E+04  5.9037E+02
0001979   1.7549E+04  2.0125E+04 -4.0346E+03
0001980   1.9366E+04  2.0106E+04 -4.5478E+02
0001981   1.9506E+04  2.0482E+04  2.2359E+03
0001982   2.1598E+04  1.9140E+04 -3.3109E+03
0001983   1.4314E+04  2.4472E+04 -1.2289E+03
0001984   1.9921E+04  2.3059E+04  2.2701E+03
0001985   2.1948E+04  1.9815E+04 -1.3734E+03
0001986   2.1713E+04  2.1800E+04  3.1483E+03
0001987   2.2059E+04  2.0293E+04 -3.7171E+02
0001988   2.0568E+04  2.2032E+04  3.8572E+03
0001989   1.9800E+04  2.1511E+04 -1.8713E+03
0001990   1.8744E+04  2.0545E+04  2.0759E+03
0001991   1.6925E+04  2.3242E+04 -4.2822E+02
0001992   2.1346E+04  1.7823E+04 -3.4817E+02
0001993   2.2296E+04  1.8309E+04 -9.3275E+02
0001994   1.9805E+04  1.8200E+04 -6.1947E+02
0001995   1.8141E+04  1.1296E+04 -3.5554E+03
0001996   2.0517E+04  1.8301E+04  1.1782E+03
0001997   2.3408E+04  1.6772E+04 -3.6757E+02
0001998   2.0321E+04  2.0735E+04  7.6894E+00
0001999   1.6004E+04  2.4126E+04 -2.1353E+02
0002000   1.9666E+04  2.2105E+04 -3.3879E+03
0002001   2.0451E+04  2.1300E+04  9.1281E+02
0002002   2.0606E+04  1.9397E+04 -6.1962E+02
0002003   1.8569E+04  2.2892E+04  4.6729E+02
0002004   1.9360E+04  2.2418E+04 -2.3573E+03
0002005   1.9705E+04  1.8867E+04  2.2056E+03
0002006   2.1855E+04  1.8978E+04  2.2043E+03
0002007   1.8469E+04  1.8701E+04 -3.4286E+03
0002008   2.0660E+04  1.9430E+04  5.2108E+02
0002009   1.9982E+04  2.3264E+04 -5.4148E+02
0002010   1.7819E+04  1.7592E+04  3.5490E+03
0002011   2.0096E+04  1.9468E+04  1.4991E+03
0002012   1.5632E+04  1.8581E+04 -1.0717E+03
0002013   2.0077E+04  2.0890E+04  9.0805E+02
0002014   1.9283E+04  2.1068E+04  1.6980E+03
0002015   1.8712E+04  1.8547E+04  2.9809E+03
0002016   2.1133E+04  1.8364E+04  2.5885E+02
0002017   1.7678E+04  2.2229E+04  1.3077E+03
0002018   1.0336E+04  2.2130E+04 -3.5562E+02
0002019   1.8956E+04  1.9534E+04 -3.9186E+03
0002020   2.0785E+04  2.1893E+04  3.8946E+02
0002021   1.8854E+04  2.0826E+04  2.9444E+03
0002022   2.0152E+04  1.9649E+04  2.1234E+03
0002023   1.8433E+04  2.1065E+04  1.0328E+03
0002024   1.4866E+04  2.3497E+04 -5.2433E+02
0002025   1.9030E+04  2.2213E+04 -2.2464E+03
0002026   1.8856E+04  1.7346E+04  1.3173E+03
0002027   1.9945E+04  2.0913E+04 -1.6491E+03
0002028   1.9183E+04  1.8357E+04  2.4279E+02
0002029   1.6729E+04  1.6058E+04 -2.5357E+03
0002030   1.9826E+04  2.1356E+04  2.9047E+03
0002031   1.8061E+04  1.9945E+04 -2.1268E+03
0002032   2.0567E+04  1.9326E+04  1.0841E+03
0002033   1.9962E+04  1.9523E+04 -5.9150E+02
0002034   1.9760E+04  2.2430E+04 -1.4940E+03
0002035   1.8944E+04  2.0916E+04  8.8323E+02
0002036   2.1572E+04  1.7944E+04 -3.5331E+02
0002037   2.1494E+04  1.9487E+04 -2.0114E+03
0002038   1.9750E+04  1.9287E+04 -1.2943E+03
0002039   2.2991E+04  1.9274E+04 -3.9649E+03
0002040   2.0501E+04  1.8892E+04  2.5711E+03
0002041   1.9737E+04  2.0898E+04  8.8452E+02
0002042   2.0895E+04  2.1223E+04  1.0410E+03
0002043   2.1576E+04  2.0045E+04 -8.5288E+02
0002044   2.1088E+04  1.9761E+04  2.5834E+03
0002045   2.3530E+04  1.9530E+04 -8.2156E+02
0002046   2.0876E+04  2.0707E+04 -3.5630E+02
0002047   2.1246E+04  1.7772E+04 -1.8215E+02
0002048   2.2328E+04  1.8513E+04 -9.8450E+02
0002049   1.6987E+04  2.3423E+04 -2.5453E+03
0002050   1.7928E+04  1.9406E+04  3.5156E+03
0002051   1.9278E+04  2.1065E+04 -1.5679E+03
0002052   1.9658E+04  2.1539E+04 -1.7076E+03
0002053   2.1730E+04  2.0354E+04  4.4478E+02
0002054   1.9187E+04  2.2373E+04  2.3527E+02
0002055   1.7797E+04  2.2569E+04 -1.4367E+02
0002056   1.8210E+04  2.1697E+04 -3.3929E+03
0002057   2.2743E+04  1.8501E+04 -2.2214E+03
0002058   1.5695E+04  1.9531E+04 -4.5860E+03
0002059   2.2154E+04  2.0641E+04  2.0373E+03
0002060   2.1985E+04  1.9610E+04 -8.8135E+02
0002061   1.9385E+04  2.2063E+04 -3.6612E+03
0002062   1.8853E+04  1.8660E+04  1.0004E+03
0002063   2.0086E+04  2.0169E+04  7.8643E+02
0002064   1.7078E+04  2.0844E+04  4.4139E+03
0002065   1.8255E+04  2.0188E+04 -1.5692E+03
0002066   1.7011E+04  1.8207E+04  2.2830E+03
0002067   1.1850E+04  2.1187E+04 -6.3250E+03
0002068   2.2884E+04  1.7474E+04 -1.4565E+02
0002069   2.0027E+04  1.9303E+04  1.3372E+03
0002070   2.1461E+04  1.8043E+04 -1.3774E+03
0002071   2.0692E+04  1.6952E+04  2.3884E+03
0002072   1.9996E+04  2.0624E+04 -2.7380E+03
0002073   2.0195E+04  1.9975E+04  3.3414E+03
0002074   1.8548E+04  1.8659E+04  3.4941E+03
0002075   1.9857E+04  2.1103E+04  2.2402E+03
0002076   1.8866E+04  1.8988E+04  2.9762E+03
