Study Name	PremaTech_CVD_SiC_1_Heating
Sample Name	2024-12-17
Run Name	spot04_300
Operator	Keshav
Date	12/17/2024
Time	17:55
Sign	POS
Grating Spacing	06.40um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	12
dt	100.000001E-12
time stamp (ms)	6:07:26 PM
	
Time	Amplitude
0.000000E+0	-2.466616E-4
1.000000E-10	-3.836976E-4
2.000000E-10	-4.025401E-4
3.000000E-10	-3.751329E-4
4.000000E-10	-2.689300E-4
5.000000E-10	-1.798566E-4
6.000000E-10	-1.781436E-4
7.000000E-10	-2.809206E-4
8.000000E-10	-4.179566E-4
9.000000E-10	-4.881876E-4
1.000000E-9	-4.179566E-4
1.100000E-9	-2.911983E-4
1.200000E-9	-8.564431E-5
1.300000E-9	9.078955E-5
1.400000E-9	1.524557E-4
1.500000E-9	9.250250E-5
1.600000E-9	-3.082991E-5
1.700000E-9	-1.610141E-4
1.800000E-9	-2.723559E-4
1.900000E-9	-3.648552E-4
2.000000E-9	-4.864746E-4
2.100000E-9	-5.549926E-4
2.200000E-9	-5.823998E-4
2.300000E-9	-5.412890E-4
2.400000E-9	-4.505027E-4
2.500000E-9	-3.066149E-4
2.600000E-9	-1.216163E-4
2.700000E-9	1.716145E-6
2.800000E-9	3.429095E-6
2.900000E-9	-1.198746E-5
3.000000E-9	-6.680186E-5
3.100000E-9	-1.404587E-4
3.200000E-9	-2.004120E-4
3.300000E-9	-2.740688E-4
3.400000E-9	-3.442998E-4
3.500000E-9	-4.230955E-4
3.600000E-9	-5.018912E-4
3.700000E-9	-5.190207E-4
3.800000E-9	-4.419379E-4
3.900000E-9	-3.100408E-4
4.000000E-9	-1.336069E-4
4.100000E-9	6.854995E-6
4.200000E-9	6.680825E-5
4.300000E-9	1.370680E-5
4.400000E-9	-1.284681E-4
4.500000E-9	-3.288832E-4
4.600000E-9	-5.190207E-4
4.700000E-9	-5.498538E-4
4.800000E-9	-4.779099E-4
4.900000E-9	-3.083278E-4
5.000000E-9	-7.879251E-5
5.100000E-9	9.250250E-5
5.200000E-9	9.764135E-5
5.300000E-9	-3.082991E-5
5.400000E-9	-2.038379E-4
5.500000E-9	-3.425868E-4
5.600000E-9	-4.093919E-4
5.700000E-9	-4.128178E-4
5.800000E-9	-3.819847E-4
5.900000E-9	-3.836976E-4
6.000000E-9	-3.871235E-4
6.100000E-9	-3.991142E-4
6.200000E-9	-3.905494E-4
6.300000E-9	-3.631422E-4
6.400000E-9	-3.134667E-4
6.500000E-9	-2.946242E-4
6.600000E-9	-2.929113E-4
6.700000E-9	-3.288832E-4
6.800000E-9	-3.956883E-4
6.900000E-9	-4.008271E-4
7.000000E-9	-3.956883E-4
7.100000E-9	-4.316602E-4
7.200000E-9	-4.419379E-4
7.300000E-9	-4.419379E-4
7.400000E-9	-3.888365E-4
7.500000E-9	-2.929113E-4
7.600000E-9	-1.884213E-4
7.700000E-9	-9.934791E-5
7.800000E-9	-6.166301E-5
7.900000E-9	-5.481121E-5
