Study Name	PremaTech_CVD_SiC_1_Heating
Sample Name	2024-12-17
Run Name	spot04_RT
Operator	Keshav
Date	12/17/2024
Time	12:20
Sign	FIX
Grating Spacing	06.40um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	9
dt	100.000001E-12
time stamp (ms)	12:30:00 PM
	
Time	Amplitude
0.000000E+0	5.464391E-4
1.000000E-10	5.207448E-4
2.000000E-10	4.556527E-4
3.000000E-10	3.665793E-4
4.000000E-10	2.792189E-4
5.000000E-10	2.552376E-4
6.000000E-10	3.477369E-4
7.000000E-10	4.779211E-4
8.000000E-10	5.361614E-4
9.000000E-10	4.950506E-4
1.000000E-9	3.614405E-4
1.100000E-9	1.730160E-4
1.200000E-9	3.084111E-5
1.300000E-9	-2.397329E-5
1.400000E-9	3.769291E-5
1.500000E-9	1.764419E-4
1.600000E-9	3.580146E-4
1.700000E-9	5.070412E-4
1.800000E-9	6.269477E-4
1.900000E-9	7.057434E-4
2.000000E-9	7.143082E-4
2.100000E-9	7.314377E-4
2.200000E-9	7.999557E-4
2.300000E-9	8.033816E-4
2.400000E-9	7.982427E-4
2.500000E-9	7.297247E-4
2.600000E-9	6.526420E-4
2.700000E-9	6.457902E-4
2.800000E-9	6.252348E-4
2.900000E-9	5.755592E-4
3.000000E-9	5.293096E-4
3.100000E-9	4.419491E-4
3.200000E-9	3.425980E-4
3.300000E-9	3.220426E-4
3.400000E-9	3.408851E-4
3.500000E-9	4.316714E-4
3.600000E-9	5.361614E-4
3.700000E-9	6.457902E-4
3.800000E-9	6.714844E-4
3.900000E-9	6.509290E-4
4.000000E-9	5.310225E-4
4.100000E-9	3.871347E-4
4.200000E-9	2.535246E-4
4.300000E-9	1.473217E-4
4.400000E-9	1.216275E-4
4.500000E-9	1.747289E-4
4.600000E-9	3.083390E-4
4.700000E-9	4.556527E-4
4.800000E-9	4.984765E-4
4.900000E-9	4.162549E-4
5.000000E-9	2.569505E-4
5.100000E-9	1.044980E-4
5.200000E-9	7.195192E-5
5.300000E-9	1.421829E-4
5.400000E-9	2.312563E-4
5.500000E-9	2.415340E-4
5.600000E-9	1.764419E-4
5.700000E-9	5.824831E-5
5.800000E-9	-6.337114E-5
5.900000E-9	-4.966754E-5
6.000000E-9	1.079239E-4
6.100000E-9	2.706541E-4
6.200000E-9	4.094031E-4
6.300000E-9	4.642175E-4
6.400000E-9	4.231067E-4
6.500000E-9	3.443110E-4
6.600000E-9	2.603764E-4
6.700000E-9	1.764419E-4
6.800000E-9	1.541735E-4
6.900000E-9	1.524606E-4
7.000000E-9	1.353311E-4
7.100000E-9	5.996126E-5
7.200000E-9	2.912816E-5
7.300000E-9	8.572763E-6
7.400000E-9	1.010721E-4
7.500000E-9	2.261174E-4
7.600000E-9	4.025513E-4
7.700000E-9	5.738463E-4
7.800000E-9	6.612067E-4
7.900000E-9	6.783362E-4
8.000000E-9	6.098182E-4
8.100000E-9	4.659304E-4
8.200000E-9	2.638023E-4
8.300000E-9	7.023897E-5
8.400000E-9	-8.392654E-5
8.500000E-9	-1.610093E-4
8.600000E-9	-1.661481E-4
8.700000E-9	-8.735244E-5
8.800000E-9	5.146863E-6
8.900000E-9	9.079437E-5
9.000000E-9	8.051667E-5
9.100000E-9	5.482241E-5
9.200000E-9	1.147757E-4
9.300000E-9	2.329692E-4
9.400000E-9	3.819959E-4
9.500000E-9	4.847729E-4
9.600000E-9	5.019024E-4
9.700000E-9	4.231067E-4
9.800000E-9	3.220426E-4
9.900000E-9	2.261174E-4
1.000000E-8	2.346822E-4
1.010000E-8	3.425980E-4
1.020000E-8	5.138930E-4
1.030000E-8	5.978276E-4
1.040000E-8	6.269477E-4
1.050000E-8	5.515779E-4
1.060000E-8	4.642175E-4
1.070000E-8	3.151908E-4
1.080000E-8	1.867196E-4
1.090000E-8	9.935912E-5
1.100000E-8	1.044980E-4
1.110000E-8	1.678771E-4
1.120000E-8	2.586635E-4
1.130000E-8	3.186167E-4
1.140000E-8	3.922736E-4
1.150000E-8	3.974124E-4
1.160000E-8	3.682923E-4
1.170000E-8	2.929225E-4
1.180000E-8	1.661642E-4
1.190000E-8	3.255406E-5
1.200000E-8	-5.480639E-5
1.210000E-8	-8.221359E-5
1.220000E-8	-4.795459E-5
1.230000E-8	8.572763E-6
1.240000E-8	1.010721E-4
1.250000E-8	1.216275E-4
1.260000E-8	7.880372E-5
1.270000E-8	-1.369559E-5
1.280000E-8	-1.198985E-4
1.290000E-8	-1.627222E-4
1.300000E-8	-9.420424E-5
1.310000E-8	6.859813E-6
1.320000E-8	1.079239E-4
1.330000E-8	1.867196E-4
1.340000E-8	2.141268E-4
1.350000E-8	2.038491E-4
1.360000E-8	1.884325E-4
1.370000E-8	2.244045E-4
1.380000E-8	2.312563E-4
1.390000E-8	2.124138E-4
1.400000E-8	2.415340E-4
1.410000E-8	2.706541E-4
1.420000E-8	3.408851E-4
1.430000E-8	3.939865E-4
1.440000E-8	4.385232E-4
1.450000E-8	4.470880E-4
1.460000E-8	4.196808E-4
1.470000E-8	2.894966E-4
1.480000E-8	1.747289E-4
1.490000E-8	7.709077E-5
1.500000E-8	6.852602E-5
1.510000E-8	1.233404E-4
1.520000E-8	2.261174E-4
1.530000E-8	2.877836E-4
1.540000E-8	2.980613E-4
1.550000E-8	2.569505E-4
1.560000E-8	1.918584E-4
1.570000E-8	1.867196E-4
1.580000E-8	1.747289E-4
1.590000E-8	1.781548E-4
1.600000E-8	8.565552E-5
1.610000E-8	-2.568624E-5
1.620000E-8	-1.336021E-4
1.630000E-8	-1.267503E-4
1.640000E-8	-3.425099E-5
1.650000E-8	1.884325E-4
1.660000E-8	4.076901E-4
1.670000E-8	5.618556E-4
1.680000E-8	5.858369E-4
1.690000E-8	5.053283E-4
1.700000E-8	3.203297E-4
1.710000E-8	9.593322E-5
1.720000E-8	-3.596394E-5
1.730000E-8	-1.507316E-4
1.740000E-8	-1.849906E-4
1.750000E-8	-1.729999E-4
1.760000E-8	-8.563949E-5
1.770000E-8	4.454471E-5
1.780000E-8	1.593124E-4
1.790000E-8	2.072750E-4
1.800000E-8	1.336181E-4
1.810000E-8	-4.966754E-5
1.820000E-8	-3.168877E-4
1.830000E-8	-5.327195E-4
1.840000E-8	-6.046634E-4
1.850000E-8	-5.447101E-4
1.860000E-8	-3.905446E-4
1.870000E-8	-1.267503E-4
1.880000E-8	1.867196E-4
1.890000E-8	5.618556E-4
1.900000E-8	1.123703E-3
1.910000E-8	2.089807E-3
1.920000E-8	3.823313E-3
1.930000E-8	6.519496E-3
1.940000E-8	1.018178E-2
1.950000E-8	1.454467E-2
1.960000E-8	1.918334E-2
1.970000E-8	2.353937E-2
1.980000E-8	2.728216E-2
1.990000E-8	3.012395E-2
2.000000E-8	3.195680E-2
2.010000E-8	3.282698E-2
2.020000E-8	3.280985E-2
2.030000E-8	3.207842E-2
2.040000E-8	3.079542E-2
2.050000E-8	2.911502E-2
2.060000E-8	2.727360E-2
2.070000E-8	2.543903E-2
2.080000E-8	2.383913E-2
2.090000E-8	2.240539E-2
2.100000E-8	2.116008E-2
2.110000E-8	2.000726E-2
2.120000E-8	1.888871E-2
2.130000E-8	1.764853E-2
2.140000E-8	1.643748E-2
2.150000E-8	1.525040E-2
2.160000E-8	1.416610E-2
2.170000E-8	1.325310E-2
2.180000E-8	1.257477E-2
2.190000E-8	1.205746E-2
2.200000E-8	1.161038E-2
2.210000E-8	1.115816E-2
2.220000E-8	1.072821E-2
2.230000E-8	1.019720E-2
2.240000E-8	9.638778E-3
2.250000E-8	9.046097E-3
2.260000E-8	8.525360E-3
2.270000E-8	8.073142E-3
2.280000E-8	7.788792E-3
2.290000E-8	7.638052E-3
2.300000E-8	7.530136E-3
2.310000E-8	7.389675E-3
2.320000E-8	7.136158E-3
2.330000E-8	6.731902E-3
2.340000E-8	6.286535E-3
2.350000E-8	5.806909E-3
2.360000E-8	5.406078E-3
2.370000E-8	5.101173E-3
2.380000E-8	4.994970E-3
2.390000E-8	4.929878E-3
2.400000E-8	4.890480E-3
2.410000E-8	4.813398E-3
2.420000E-8	4.702056E-3
2.430000E-8	4.517057E-3
2.440000E-8	4.340623E-3
2.450000E-8	4.179606E-3
2.460000E-8	4.057987E-3
2.470000E-8	3.960349E-3
2.480000E-8	3.830164E-3
2.490000E-8	3.674286E-3
2.500000E-8	3.467019E-3
2.510000E-8	3.292298E-3
2.520000E-8	3.196373E-3
2.530000E-8	3.112438E-3
2.540000E-8	3.138133E-3
2.550000E-8	3.168966E-3
2.560000E-8	3.184382E-3
2.570000E-8	3.097022E-3
2.580000E-8	2.971976E-3
2.590000E-8	2.773274E-3
2.600000E-8	2.540313E-3
2.610000E-8	2.348463E-3
2.620000E-8	2.235408E-3
2.630000E-8	2.278232E-3
2.640000E-8	2.391286E-3
2.650000E-8	2.509480E-3
2.660000E-8	2.550591E-3
2.670000E-8	2.471795E-3
2.680000E-8	2.295361E-3
2.690000E-8	2.031567E-3
2.700000E-8	1.882540E-3
2.710000E-8	1.877401E-3
2.720000E-8	2.021289E-3
2.730000E-8	2.254250E-3
2.740000E-8	2.425545E-3
2.750000E-8	2.401564E-3
2.760000E-8	2.225130E-3
2.770000E-8	1.925364E-3
2.780000E-8	1.666708E-3
2.790000E-8	1.514256E-3
2.800000E-8	1.507404E-3
2.810000E-8	1.651292E-3
2.820000E-8	1.805457E-3
2.830000E-8	1.899670E-3
2.840000E-8	1.940780E-3
2.850000E-8	1.896244E-3
2.860000E-8	1.868837E-3
2.870000E-8	1.892818E-3
2.880000E-8	1.889392E-3
2.890000E-8	1.947632E-3
2.900000E-8	1.978465E-3
2.910000E-8	1.985317E-3
2.920000E-8	1.935642E-3
2.930000E-8	1.814022E-3
2.940000E-8	1.635875E-3
2.950000E-8	1.396062E-3
2.960000E-8	1.164814E-3
2.970000E-8	9.866672E-4
2.980000E-8	8.325017E-4
2.990000E-8	7.571319E-4
3.000000E-8	7.400024E-4
3.010000E-8	7.965298E-4
3.020000E-8	9.044456E-4
3.030000E-8	1.039769E-3
3.040000E-8	1.157962E-3
3.050000E-8	1.291572E-3
3.060000E-8	1.425182E-3
3.070000E-8	1.570783E-3
3.080000E-8	1.675273E-3
3.090000E-8	1.646153E-3
3.100000E-8	1.447451E-3
3.110000E-8	1.115138E-3
3.120000E-8	7.400024E-4
3.130000E-8	4.282455E-4
3.140000E-8	2.004232E-4
3.150000E-8	1.781548E-4
3.160000E-8	2.535246E-4
3.170000E-8	4.025513E-4
3.180000E-8	4.847729E-4
3.190000E-8	4.522268E-4
3.200000E-8	3.871347E-4
3.210000E-8	3.837088E-4
3.220000E-8	5.053283E-4
3.230000E-8	7.913909E-4
3.240000E-8	1.063750E-3
3.250000E-8	1.229906E-3
3.260000E-8	1.306989E-3
3.270000E-8	1.152823E-3
3.280000E-8	9.609730E-4
3.290000E-8	7.725485E-4
3.300000E-8	6.954657E-4
3.310000E-8	6.526420E-4
3.320000E-8	7.177341E-4
3.330000E-8	7.828262E-4
3.340000E-8	7.896780E-4
3.350000E-8	7.811132E-4
3.360000E-8	8.033816E-4
3.370000E-8	8.581960E-4
3.380000E-8	8.667607E-4
3.390000E-8	8.650478E-4
3.400000E-8	8.068075E-4
3.410000E-8	6.869010E-4
3.420000E-8	5.447261E-4
3.430000E-8	4.231067E-4
3.440000E-8	3.854218E-4
3.450000E-8	4.333844E-4
3.460000E-8	5.464391E-4
3.470000E-8	6.149571E-4
3.480000E-8	6.132441E-4
3.490000E-8	5.789851E-4
3.500000E-8	5.207448E-4
3.510000E-8	5.036153E-4
3.520000E-8	5.806981E-4
3.530000E-8	6.457902E-4
3.540000E-8	7.331506E-4
3.550000E-8	6.851880E-4
3.560000E-8	5.875499E-4
3.570000E-8	4.556527E-4
3.580000E-8	3.802829E-4
3.590000E-8	4.402362E-4
3.600000E-8	5.841240E-4
3.610000E-8	7.742614E-4
3.620000E-8	9.575471E-4
3.630000E-8	1.058611E-3
3.640000E-8	1.031204E-3
3.650000E-8	9.061586E-4
3.660000E-8	7.588449E-4
3.670000E-8	6.081053E-4
3.680000E-8	5.138930E-4
3.690000E-8	5.001894E-4
3.700000E-8	6.115312E-4
3.710000E-8	7.143082E-4
3.720000E-8	7.999557E-4
3.730000E-8	8.136593E-4
3.740000E-8	7.125952E-4
3.750000E-8	5.447261E-4
3.760000E-8	4.179678E-4
3.770000E-8	4.248196E-4
3.780000E-8	6.115312E-4
3.790000E-8	8.325017E-4
3.800000E-8	9.883802E-4
3.810000E-8	1.031204E-3
3.820000E-8	9.438435E-4
3.830000E-8	7.297247E-4
3.840000E-8	4.864858E-4
3.850000E-8	2.792189E-4
3.860000E-8	2.004232E-4
3.870000E-8	2.569505E-4
3.880000E-8	4.025513E-4
3.890000E-8	5.447261E-4
3.900000E-8	6.577808E-4
3.910000E-8	7.091693E-4
3.920000E-8	6.714844E-4
3.930000E-8	5.327355E-4
3.940000E-8	3.768570E-4
3.950000E-8	2.329692E-4
3.960000E-8	1.199145E-4
3.970000E-8	3.426701E-5
3.980000E-8	1.720963E-6
3.990000E-8	-5.138049E-5
4.000000E-8	-2.911214E-5
4.010000E-8	2.912816E-5
4.020000E-8	1.473217E-4
4.030000E-8	3.100520E-4
4.040000E-8	4.196808E-4
4.050000E-8	4.368103E-4
4.060000E-8	4.128290E-4
4.070000E-8	3.614405E-4
4.080000E-8	3.357462E-4
4.090000E-8	3.991254E-4
4.100000E-8	4.847729E-4
4.110000E-8	5.584297E-4
4.120000E-8	5.961146E-4
4.130000E-8	6.098182E-4
4.140000E-8	5.995405E-4
4.150000E-8	5.772722E-4
4.160000E-8	5.241707E-4
4.170000E-8	4.933376E-4
4.180000E-8	4.710693E-4
4.190000E-8	4.231067E-4
4.200000E-8	3.717182E-4
4.210000E-8	3.186167E-4
4.220000E-8	3.117649E-4
