Study Name	PremaTech_CVD_SiC_1_Heating
Sample Name	2024-12-17
Run Name	spot04_400
Operator	Keshav
Date	12/17/2024
Time	18:24
Sign	FIX
Grating Spacing	06.40um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	6
dt	100.000001E-12
time stamp (ms)	6:30:07 PM
	
Time	Amplitude
0.000000E+0	5.053283E-4
1.000000E-10	5.036153E-4
2.000000E-10	3.614405E-4
3.000000E-10	2.312563E-4
4.000000E-10	1.301922E-4
5.000000E-10	1.130627E-4
6.000000E-10	2.038491E-4
7.000000E-10	2.740800E-4
8.000000E-10	3.819959E-4
9.000000E-10	3.905606E-4
1.000000E-9	3.408851E-4
1.100000E-9	2.295433E-4
1.200000E-9	1.404699E-4
1.300000E-9	7.880372E-5
1.400000E-9	8.222962E-5
1.500000E-9	1.387570E-4
1.600000E-9	2.363951E-4
1.700000E-9	2.757930E-4
1.800000E-9	2.466728E-4
1.900000E-9	1.969973E-4
2.000000E-9	1.610253E-4
2.100000E-9	2.261174E-4
2.200000E-9	4.111160E-4
2.300000E-9	6.355125E-4
2.400000E-9	8.050945E-4
2.500000E-9	8.736125E-4
2.600000E-9	7.656967E-4
2.700000E-9	5.498650E-4
2.800000E-9	3.545887E-4
2.900000E-9	1.969973E-4
3.000000E-9	1.079239E-4
3.100000E-9	7.366487E-5
3.200000E-9	9.935912E-5
3.300000E-9	1.473217E-4
3.400000E-9	2.004232E-4
3.500000E-9	2.638023E-4
3.600000E-9	3.288944E-4
3.700000E-9	3.819959E-4
3.800000E-9	3.956995E-4
3.900000E-9	4.196808E-4
4.000000E-9	4.488009E-4
4.100000E-9	4.727822E-4
4.200000E-9	5.361614E-4
4.300000E-9	5.344484E-4
4.400000E-9	5.001894E-4
4.500000E-9	3.665793E-4
4.600000E-9	1.832937E-4
4.700000E-9	6.681307E-5
4.800000E-9	2.227636E-5
4.900000E-9	8.908142E-5
5.000000E-9	1.695901E-4
5.100000E-9	2.655153E-4
5.200000E-9	3.049131E-4
5.300000E-9	3.288944E-4
5.400000E-9	3.083390E-4
5.500000E-9	2.877836E-4
5.600000E-9	2.877836E-4
5.700000E-9	3.100520E-4
5.800000E-9	3.203297E-4
5.900000E-9	3.597275E-4
6.000000E-9	4.008383E-4
6.100000E-9	4.025513E-4
6.200000E-9	3.802829E-4
6.300000E-9	3.768570E-4
6.400000E-9	3.203297E-4
6.500000E-9	2.689412E-4
6.600000E-9	2.775059E-4
6.700000E-9	3.614405E-4
6.800000E-9	4.316714E-4
6.900000E-9	5.515779E-4
7.000000E-9	6.406513E-4
7.100000E-9	6.372254E-4
7.200000E-9	5.070412E-4
7.300000E-9	2.946354E-4
7.400000E-9	7.709077E-5
7.500000E-9	-7.364884E-5
7.600000E-9	-5.651934E-5
7.700000E-9	1.147757E-4
7.800000E-9	3.597275E-4
7.900000E-9	5.361614E-4
8.000000E-9	6.029664E-4
8.100000E-9	6.046794E-4
8.200000E-9	5.395873E-4
8.300000E-9	4.625045E-4
8.400000E-9	4.419491E-4
8.500000E-9	5.258837E-4
8.600000E-9	6.098182E-4
8.700000E-9	6.851880E-4
8.800000E-9	6.406513E-4
8.900000E-9	5.224578E-4
9.000000E-9	3.408851E-4
9.100000E-9	2.004232E-4
9.200000E-9	1.798678E-4
9.300000E-9	2.466728E-4
9.400000E-9	3.785700E-4
9.500000E-9	4.984765E-4
9.600000E-9	5.481520E-4
9.700000E-9	5.087542E-4
9.800000E-9	3.768570E-4
9.900000E-9	2.346822E-4
1.000000E-8	1.438958E-4
1.010000E-8	1.353311E-4
1.020000E-8	1.987102E-4
1.030000E-8	2.603764E-4
1.040000E-8	3.083390E-4
1.050000E-8	3.134779E-4
1.060000E-8	2.483858E-4
1.070000E-8	1.901455E-4
1.080000E-8	1.421829E-4
1.090000E-8	9.764617E-5
1.100000E-8	1.147757E-4
1.110000E-8	1.901455E-4
1.120000E-8	3.134779E-4
1.130000E-8	4.436621E-4
1.140000E-8	5.173189E-4
1.150000E-8	4.676434E-4
1.160000E-8	3.117649E-4
1.170000E-8	4.968356E-5
1.180000E-8	-2.346661E-4
1.190000E-8	-4.710533E-4
1.200000E-8	-5.121641E-4
1.210000E-8	-3.254525E-4
1.220000E-8	5.139651E-5
1.230000E-8	4.282455E-4
1.240000E-8	6.286607E-4
1.250000E-8	5.858369E-4
1.260000E-8	3.374592E-4
1.270000E-8	-5.651934E-5
1.280000E-8	-3.323043E-4
1.290000E-8	-4.162388E-4
1.300000E-8	-3.168877E-4
1.310000E-8	-9.763014E-5
1.320000E-8	1.164886E-4
1.330000E-8	2.843577E-4
1.340000E-8	3.460239E-4
1.350000E-8	4.419491E-4
1.360000E-8	5.635686E-4
1.370000E-8	6.817621E-4
1.380000E-8	7.382895E-4
1.390000E-8	6.714844E-4
1.400000E-8	5.721333E-4
1.410000E-8	4.916247E-4
1.420000E-8	4.316714E-4
1.430000E-8	4.025513E-4
1.440000E-8	3.974124E-4
1.450000E-8	4.059772E-4
1.460000E-8	3.648664E-4
1.470000E-8	3.169038E-4
1.480000E-8	2.757930E-4
1.490000E-8	2.518117E-4
1.500000E-8	2.432469E-4
1.510000E-8	2.124138E-4
1.520000E-8	1.644512E-4
1.530000E-8	1.233404E-4
1.540000E-8	1.832937E-4
1.550000E-8	3.460239E-4
1.560000E-8	5.652815E-4
1.570000E-8	7.228729E-4
1.580000E-8	7.280118E-4
1.590000E-8	5.669945E-4
1.600000E-8	2.500987E-4
1.610000E-8	-7.022294E-5
1.620000E-8	-2.706381E-4
1.630000E-8	-2.569345E-4
1.640000E-8	-9.591719E-5
1.650000E-8	1.850066E-4
1.660000E-8	4.899117E-4
1.670000E-8	6.971787E-4
1.680000E-8	7.776873E-4
1.690000E-8	7.280118E-4
1.700000E-8	6.594938E-4
1.710000E-8	6.252348E-4
1.720000E-8	5.926887E-4
1.730000E-8	5.481520E-4
1.740000E-8	4.573657E-4
1.750000E-8	2.107009E-4
1.760000E-8	-7.707474E-5
1.770000E-8	-3.854057E-4
1.780000E-8	-5.001734E-4
1.790000E-8	-3.991093E-4
1.800000E-8	-1.044819E-4
1.810000E-8	3.134779E-4
1.820000E-8	6.440772E-4
1.830000E-8	7.776873E-4
1.840000E-8	6.869010E-4
1.850000E-8	5.156060E-4
1.860000E-8	3.186167E-4
1.870000E-8	2.124138E-4
1.880000E-8	2.346822E-4
1.890000E-8	5.498650E-4
1.900000E-8	1.447451E-3
1.910000E-8	3.288872E-3
1.920000E-8	6.471533E-3
1.930000E-8	1.111020E-2
1.940000E-8	1.706613E-2
1.950000E-8	2.395048E-2
1.960000E-8	3.117227E-2
1.970000E-8	3.831870E-2
1.980000E-8	4.500606E-2
1.990000E-8	5.064338E-2
2.000000E-8	5.458659E-2
2.010000E-8	5.644685E-2
2.020000E-8	5.636463E-2
2.030000E-8	5.471163E-2
2.040000E-8	5.178078E-2
2.050000E-8	4.800715E-2
2.060000E-8	4.405880E-2
2.070000E-8	4.055239E-2
2.080000E-8	3.770033E-2
2.090000E-8	3.553516E-2
2.100000E-8	3.382049E-2
2.110000E-8	3.223259E-2
2.120000E-8	3.054705E-2
2.130000E-8	2.866451E-2
2.140000E-8	2.681282E-2
2.150000E-8	2.504334E-2
2.160000E-8	2.347770E-2
2.170000E-8	2.209192E-2
2.180000E-8	2.093397E-2
2.190000E-8	1.999356E-2
2.200000E-8	1.925014E-2
2.210000E-8	1.863862E-2
2.220000E-8	1.809390E-2
2.230000E-8	1.749094E-2
2.240000E-8	1.679548E-2
2.250000E-8	1.601609E-2
2.260000E-8	1.519045E-2
2.270000E-8	1.435967E-2
2.280000E-8	1.364879E-2
2.290000E-8	1.310921E-2
2.300000E-8	1.273922E-2
2.310000E-8	1.252681E-2
2.320000E-8	1.235038E-2
2.330000E-8	1.209172E-2
2.340000E-8	1.172515E-2
2.350000E-8	1.118900E-2
2.360000E-8	1.053122E-2
2.370000E-8	9.876878E-3
2.380000E-8	9.390400E-3
2.390000E-8	9.166004E-3
2.400000E-8	9.196837E-3
2.410000E-8	9.364706E-3
2.420000E-8	9.609658E-3
2.430000E-8	9.722713E-3
2.440000E-8	9.642204E-3
2.450000E-8	9.349289E-3
2.460000E-8	8.876515E-3
2.470000E-8	8.376334E-3
2.480000E-8	7.936106E-3
2.490000E-8	7.644904E-3
2.500000E-8	7.547266E-3
2.510000E-8	7.674024E-3
2.520000E-8	7.929254E-3
2.530000E-8	8.151937E-3
2.540000E-8	8.229020E-3
2.550000E-8	8.066290E-3
2.560000E-8	7.744255E-3
2.570000E-8	7.372545E-3
2.580000E-8	7.041946E-3
2.590000E-8	6.848382E-3
2.600000E-8	6.851808E-3
2.610000E-8	6.980279E-3
2.620000E-8	7.108751E-3
2.630000E-8	7.199537E-3
2.640000E-8	7.225231E-3
2.650000E-8	7.202963E-3
2.660000E-8	7.120741E-3
2.670000E-8	6.976854E-3
2.680000E-8	6.781577E-3
2.690000E-8	6.586301E-3
2.700000E-8	6.408154E-3
2.710000E-8	6.346488E-3
2.720000E-8	6.438987E-3
2.730000E-8	6.635977E-3
2.740000E-8	6.834679E-3
2.750000E-8	6.937456E-3
2.760000E-8	6.836392E-3
2.770000E-8	6.562320E-3
2.780000E-8	6.224869E-3
2.790000E-8	5.961074E-3
2.800000E-8	5.820612E-3
2.810000E-8	5.892556E-3
2.820000E-8	6.118666E-3
2.830000E-8	6.332784E-3
2.840000E-8	6.509218E-3
2.850000E-8	6.524635E-3
2.860000E-8	6.399589E-3
2.870000E-8	6.115240E-3
2.880000E-8	5.875427E-3
2.890000E-8	5.729826E-3
2.900000E-8	5.647604E-3
2.910000E-8	5.690428E-3
2.920000E-8	5.839455E-3
2.930000E-8	6.003898E-3
2.940000E-8	6.132369E-3
2.950000E-8	6.207739E-3
2.960000E-8	6.152925E-3
2.970000E-8	6.053573E-3
2.980000E-8	5.931954E-3
2.990000E-8	5.861723E-3
3.000000E-8	5.894269E-3
3.010000E-8	5.959361E-3
3.020000E-8	5.964500E-3
3.030000E-8	5.868575E-3
3.040000E-8	5.685289E-3
3.050000E-8	5.428347E-3
3.060000E-8	5.072053E-3
3.070000E-8	4.720898E-3
3.080000E-8	4.445113E-3
3.090000E-8	4.340623E-3
3.100000E-8	4.390299E-3
3.110000E-8	4.578724E-3
3.120000E-8	4.857934E-3
3.130000E-8	5.190247E-3
3.140000E-8	5.383810E-3
3.150000E-8	5.488300E-3
3.160000E-8	5.411217E-3
3.170000E-8	5.238209E-3
3.180000E-8	5.032655E-3
3.190000E-8	4.864786E-3
3.200000E-8	4.811685E-3
3.210000E-8	4.873351E-3
3.220000E-8	5.027516E-3
3.230000E-8	5.207376E-3
3.240000E-8	5.279320E-3
3.250000E-8	5.210802E-3
3.260000E-8	4.998396E-3
3.270000E-8	4.823675E-3
3.280000E-8	4.724324E-3
3.290000E-8	4.785990E-3
3.300000E-8	4.953860E-3
3.310000E-8	5.147423E-3
3.320000E-8	5.258765E-3
3.330000E-8	5.226219E-3
3.340000E-8	4.993257E-3
3.350000E-8	4.722611E-3
3.360000E-8	4.513631E-3
3.370000E-8	4.395438E-3
3.380000E-8	4.392012E-3
3.390000E-8	4.470808E-3
3.400000E-8	4.585575E-3
3.410000E-8	4.708908E-3
3.420000E-8	4.775713E-3
3.430000E-8	4.782565E-3
3.440000E-8	4.720898E-3
3.450000E-8	4.611270E-3
3.460000E-8	4.522196E-3
3.470000E-8	4.472521E-3
3.480000E-8	4.479372E-3
3.490000E-8	4.575298E-3
3.500000E-8	4.666084E-3
3.510000E-8	4.792842E-3
3.520000E-8	4.844231E-3
3.530000E-8	4.864786E-3
3.540000E-8	4.748306E-3
3.550000E-8	4.578724E-3
3.560000E-8	4.371457E-3
3.570000E-8	4.227569E-3
3.580000E-8	4.171041E-3
3.590000E-8	4.210439E-3
3.600000E-8	4.326920E-3
3.610000E-8	4.404003E-3
3.620000E-8	4.424558E-3
3.630000E-8	4.400577E-3
3.640000E-8	4.345762E-3
3.650000E-8	4.289235E-3
3.660000E-8	4.299513E-3
3.670000E-8	4.328633E-3
3.680000E-8	4.338910E-3
3.690000E-8	4.337198E-3
3.700000E-8	4.251550E-3
3.710000E-8	4.145347E-3
3.720000E-8	4.023728E-3
3.730000E-8	3.953497E-3
3.740000E-8	3.970626E-3
3.750000E-8	4.066551E-3
3.760000E-8	4.135069E-3
3.770000E-8	4.140208E-3
3.780000E-8	4.054561E-3
3.790000E-8	3.960349E-3
3.800000E-8	3.893543E-3
3.810000E-8	3.855859E-3
3.820000E-8	3.864423E-3
3.830000E-8	3.843868E-3
3.840000E-8	3.771924E-3
3.850000E-8	3.682851E-3
3.860000E-8	3.571509E-3
3.870000E-8	3.528685E-3
3.880000E-8	3.593777E-3
3.890000E-8	3.761646E-3
3.900000E-8	3.919238E-3
3.910000E-8	4.028867E-3
3.920000E-8	4.059700E-3
3.930000E-8	3.982617E-3
3.940000E-8	3.826738E-3
3.950000E-8	3.580074E-3
3.960000E-8	3.331696E-3
3.970000E-8	3.194660E-3
3.980000E-8	3.211789E-3
3.990000E-8	3.388223E-3
4.000000E-8	3.711971E-3
4.010000E-8	4.052848E-3
4.020000E-8	4.251550E-3
4.030000E-8	4.188171E-3
4.040000E-8	3.960349E-3
4.050000E-8	3.681138E-3
4.060000E-8	3.501278E-3
4.070000E-8	3.448176E-3
4.080000E-8	3.513269E-3
4.090000E-8	3.658869E-3
4.100000E-8	3.763359E-3
4.110000E-8	3.830164E-3
4.120000E-8	3.845581E-3
4.130000E-8	3.946645E-3
4.140000E-8	4.057987E-3
4.150000E-8	4.133356E-3
4.160000E-8	4.030579E-3
4.170000E-8	3.795905E-3
4.180000E-8	3.484148E-3
4.190000E-8	3.194660E-3
4.200000E-8	3.030217E-3
4.210000E-8	3.061050E-3
4.220000E-8	3.271743E-3
4.230000E-8	3.520120E-3
4.240000E-8	3.667434E-3
4.250000E-8	3.681138E-3
4.260000E-8	3.571509E-3
4.270000E-8	3.295724E-3
4.280000E-8	3.042207E-3
4.290000E-8	2.882903E-3
4.300000E-8	2.882903E-3
4.310000E-8	2.978828E-3
4.320000E-8	3.163827E-3
4.330000E-8	3.333409E-3
4.340000E-8	3.506417E-3
4.350000E-8	3.569796E-3
4.360000E-8	3.550953E-3
4.370000E-8	3.449889E-3
4.380000E-8	3.283733E-3
4.390000E-8	3.170679E-3
4.400000E-8	3.139845E-3
4.410000E-8	3.258039E-3
4.420000E-8	3.408779E-3
4.430000E-8	3.600629E-3
4.440000E-8	3.725674E-3
4.450000E-8	3.771924E-3
4.460000E-8	3.761646E-3
4.470000E-8	3.753082E-3
4.480000E-8	3.782202E-3
4.490000E-8	3.862710E-3
4.500000E-8	3.982617E-3
4.510000E-8	4.016876E-3
4.520000E-8	3.915812E-3
4.530000E-8	3.703406E-3
4.540000E-8	3.381371E-3
4.550000E-8	3.098735E-3
4.560000E-8	2.898320E-3
4.570000E-8	2.893181E-3
4.580000E-8	2.975402E-3
4.590000E-8	3.153549E-3
4.600000E-8	3.300863E-3
4.610000E-8	3.377946E-3
4.620000E-8	3.367668E-3
4.630000E-8	3.294011E-3
4.640000E-8	3.230632E-3
