Study Name	PremaTech_CVD_SiC_1_Heating
Sample Name	2024-12-17
Run Name	spot04_442
Operator	Keshav
Date	12/17/2024
Time	18:55
Sign	NEG
Grating Spacing	06.40um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	3
dt	100.000001E-12
time stamp (ms)	6:58:24 PM
	
Time	Amplitude
0.000000E+0	-4.059740E-4
1.000000E-10	-4.299553E-4
2.000000E-10	-4.693531E-4
3.000000E-10	-4.522236E-4
4.000000E-10	-4.316682E-4
5.000000E-10	-3.974092E-4
6.000000E-10	-3.648632E-4
7.000000E-10	-3.443078E-4
8.000000E-10	-3.665761E-4
9.000000E-10	-3.751409E-4
1.000000E-9	-3.528725E-4
1.100000E-9	-3.083358E-4
1.200000E-9	-2.381049E-4
1.300000E-9	-1.764387E-4
1.400000E-9	-1.747257E-4
1.500000E-9	-2.124106E-4
1.600000E-9	-2.792157E-4
1.700000E-9	-3.271783E-4
1.800000E-9	-3.100488E-4
1.900000E-9	-2.569473E-4
2.000000E-9	-2.055588E-4
2.100000E-9	-1.901423E-4
2.200000E-9	-2.466696E-4
2.300000E-9	-3.031970E-4
2.400000E-9	-3.717150E-4
2.500000E-9	-3.785668E-4
2.600000E-9	-3.528725E-4
2.700000E-9	-2.637991E-4
2.800000E-9	-1.815775E-4
2.900000E-9	-1.421797E-4
3.000000E-9	-1.610221E-4
3.100000E-9	-1.867164E-4
3.200000E-9	-1.987070E-4
3.300000E-9	-2.072718E-4
3.400000E-9	-2.192624E-4
3.500000E-9	-2.569473E-4
3.600000E-9	-3.288912E-4
3.700000E-9	-4.025481E-4
3.800000E-9	-4.693531E-4
3.900000E-9	-5.001862E-4
4.000000E-9	-4.984733E-4
4.100000E-9	-4.625013E-4
4.200000E-9	-4.539366E-4
4.300000E-9	-4.025481E-4
4.400000E-9	-3.477337E-4
4.500000E-9	-2.295401E-4
4.600000E-9	-9.421707E-5
4.700000E-9	1.712468E-5
4.800000E-9	7.707793E-5
4.900000E-9	2.911533E-5
5.000000E-9	-6.167102E-5
5.100000E-9	-1.815775E-4
5.200000E-9	-2.295401E-4
5.300000E-9	-2.329660E-4
5.400000E-9	-2.124106E-4
5.500000E-9	-2.261142E-4
5.600000E-9	-2.672250E-4
5.700000E-9	-2.912063E-4
5.800000E-9	-2.963452E-4
5.900000E-9	-2.466696E-4
6.000000E-9	-1.610221E-4
6.100000E-9	-8.222642E-5
6.200000E-9	-1.027818E-4
6.300000E-9	-1.969941E-4
6.400000E-9	-3.597243E-4
6.500000E-9	-5.190287E-4
6.600000E-9	-6.046762E-4
6.700000E-9	-5.892596E-4
6.800000E-9	-5.173157E-4
6.900000E-9	-4.059740E-4
7.000000E-9	-3.682891E-4
7.100000E-9	-3.717150E-4
7.200000E-9	-4.145387E-4
7.300000E-9	-4.590754E-4
7.400000E-9	-4.779179E-4
7.500000E-9	-4.607884E-4
7.600000E-9	-4.265294E-4
7.700000E-9	-3.802797E-4
7.800000E-9	-3.494466E-4
7.900000E-9	-3.049099E-4
8.000000E-9	-2.363919E-4
8.100000E-9	-1.575962E-4
8.200000E-9	-9.079117E-5
8.300000E-9	-7.366167E-5
8.400000E-9	-1.062077E-4
8.500000E-9	-1.935682E-4
8.600000E-9	-2.877804E-4
8.700000E-9	-3.871315E-4
8.800000E-9	-4.316682E-4
8.900000E-9	-4.128258E-4
9.000000E-9	-3.888445E-4
9.100000E-9	-3.425948E-4
9.200000E-9	-2.963452E-4
9.300000E-9	-2.346790E-4
9.400000E-9	-1.952811E-4
9.500000E-9	-1.404667E-4
9.600000E-9	-1.370408E-4
9.700000E-9	-1.730128E-4
9.800000E-9	-2.672250E-4
9.900000E-9	-3.785668E-4
1.000000E-8	-5.156028E-4
1.010000E-8	-5.909726E-4
1.020000E-8	-6.115280E-4
1.030000E-8	-5.584265E-4
1.040000E-8	-5.053251E-4
1.050000E-8	-4.282423E-4
1.060000E-8	-3.580114E-4
1.070000E-8	-2.929193E-4
1.080000E-8	-2.535214E-4
1.090000E-8	-2.843545E-4
1.100000E-8	-3.477337E-4
1.110000E-8	-4.333812E-4
1.120000E-8	-5.018992E-4
1.130000E-8	-5.635654E-4
1.140000E-8	-5.550006E-4
1.150000E-8	-4.727790E-4
1.160000E-8	-3.905574E-4
1.170000E-8	-3.186135E-4
1.180000E-8	-2.946322E-4
1.190000E-8	-2.860675E-4
1.200000E-8	-3.049099E-4
1.210000E-8	-2.792157E-4
1.220000E-8	-2.329660E-4
1.230000E-8	-1.541703E-4
1.240000E-8	-1.301890E-4
1.250000E-8	-1.781516E-4
1.260000E-8	-3.066229E-4
1.270000E-8	-5.138898E-4
1.280000E-8	-7.074532E-4
1.290000E-8	-8.136561E-4
1.300000E-8	-8.205079E-4
1.310000E-8	-7.040273E-4
1.320000E-8	-5.378711E-4
1.330000E-8	-3.854186E-4
1.340000E-8	-3.169006E-4
1.350000E-8	-3.271783E-4
1.360000E-8	-3.905574E-4
1.370000E-8	-4.539366E-4
1.380000E-8	-4.847697E-4
1.390000E-8	-4.470848E-4
1.400000E-8	-3.768538E-4
1.410000E-8	-2.809286E-4
1.420000E-8	-2.466696E-4
1.430000E-8	-2.398178E-4
1.440000E-8	-3.237524E-4
1.450000E-8	-4.333812E-4
1.460000E-8	-5.412970E-4
1.470000E-8	-6.098150E-4
1.480000E-8	-6.337963E-4
1.490000E-8	-6.046762E-4
1.500000E-8	-5.498618E-4
1.510000E-8	-5.669913E-4
1.520000E-8	-6.337963E-4
1.530000E-8	-7.228697E-4
1.540000E-8	-7.776841E-4
1.550000E-8	-7.108791E-4
1.560000E-8	-5.704172E-4
1.570000E-8	-3.888445E-4
1.580000E-8	-2.415308E-4
1.590000E-8	-1.507444E-4
1.600000E-8	-1.558833E-4
1.610000E-8	-2.261142E-4
1.620000E-8	-2.894934E-4
1.630000E-8	-3.203265E-4
1.640000E-8	-3.220394E-4
1.650000E-8	-2.912063E-4
1.660000E-8	-2.860675E-4
1.670000E-8	-2.963452E-4
1.680000E-8	-3.477337E-4
1.690000E-8	-4.282423E-4
1.700000E-8	-5.327323E-4
1.710000E-8	-6.200927E-4
1.720000E-8	-6.663424E-4
1.730000E-8	-6.543517E-4
1.740000E-8	-5.618524E-4
1.750000E-8	-4.453718E-4
1.760000E-8	-3.271783E-4
1.770000E-8	-2.261142E-4
1.780000E-8	-1.541703E-4
1.790000E-8	-1.319020E-4
1.800000E-8	-1.661610E-4
1.810000E-8	-2.261142E-4
1.820000E-8	-3.100488E-4
1.830000E-8	-3.888445E-4
1.840000E-8	-4.744920E-4
1.850000E-8	-5.224546E-4
1.860000E-8	-5.550006E-4
1.870000E-8	-5.943985E-4
1.880000E-8	-6.800460E-4
1.890000E-8	-8.993036E-4
1.900000E-8	-1.435457E-3
1.910000E-8	-2.500912E-3
1.920000E-8	-4.337194E-3
1.930000E-8	-7.041942E-3
1.940000E-8	-1.044215E-2
1.950000E-8	-1.402221E-2
1.960000E-8	-1.714835E-2
1.970000E-8	-1.929125E-2
1.980000E-8	-2.014258E-2
1.990000E-8	-1.974861E-2
2.000000E-8	-1.848959E-2
2.010000E-8	-1.688113E-2
2.020000E-8	-1.529494E-2
2.030000E-8	-1.400337E-2
2.040000E-8	-1.301500E-2
2.050000E-8	-1.222190E-2
2.060000E-8	-1.150589E-2
2.070000E-8	-1.078816E-2
2.080000E-8	-1.009785E-2
2.090000E-8	-9.386971E-3
2.100000E-8	-8.737763E-3
2.110000E-8	-8.121101E-3
2.120000E-8	-7.636336E-3
2.130000E-8	-7.199534E-3
2.140000E-8	-6.827824E-3
2.150000E-8	-6.507502E-3
2.160000E-8	-6.152921E-3
2.170000E-8	-5.830887E-3
2.180000E-8	-5.512278E-3
2.190000E-8	-5.188531E-3
2.200000E-8	-4.895616E-3
2.210000E-8	-4.655803E-3
2.220000E-8	-4.448536E-3
2.230000E-8	-4.270389E-3
2.240000E-8	-4.128214E-3
2.250000E-8	-3.994604E-3
2.260000E-8	-3.854142E-3
2.270000E-8	-3.674283E-3
2.280000E-8	-3.521830E-3
2.290000E-8	-3.391646E-3
2.300000E-8	-3.282017E-3
2.310000E-8	-3.179240E-3
2.320000E-8	-3.079889E-3
2.330000E-8	-2.985677E-3
2.340000E-8	-2.860631E-3
2.350000E-8	-2.759567E-3
2.360000E-8	-2.699614E-3
2.370000E-8	-2.663642E-3
2.380000E-8	-2.673920E-3
2.390000E-8	-2.697901E-3
2.400000E-8	-2.708179E-3
2.410000E-8	-2.684198E-3
2.420000E-8	-2.613967E-3
2.430000E-8	-2.495773E-3
2.440000E-8	-2.327904E-3
2.450000E-8	-2.161748E-3
2.460000E-8	-2.055545E-3
2.470000E-8	-2.014434E-3
2.480000E-8	-2.034989E-3
2.490000E-8	-2.053832E-3
2.500000E-8	-2.070961E-3
2.510000E-8	-2.050406E-3
2.520000E-8	-1.992166E-3
2.530000E-8	-1.961333E-3
2.540000E-8	-1.985314E-3
2.550000E-8	-2.048693E-3
2.560000E-8	-2.096656E-3
2.570000E-8	-2.088091E-3
2.580000E-8	-2.005869E-3
2.590000E-8	-1.906518E-3
2.600000E-8	-1.819158E-3
2.610000E-8	-1.790038E-3
2.620000E-8	-1.800315E-3
2.630000E-8	-1.865407E-3
2.640000E-8	-1.896241E-3
2.650000E-8	-1.873972E-3
2.660000E-8	-1.814019E-3
2.670000E-8	-1.716381E-3
2.680000E-8	-1.635872E-3
2.690000E-8	-1.596474E-3
2.700000E-8	-1.613604E-3
2.710000E-8	-1.682122E-3
2.720000E-8	-1.752353E-3
2.730000E-8	-1.810593E-3
2.740000E-8	-1.796889E-3
2.750000E-8	-1.721520E-3
2.760000E-8	-1.615317E-3
2.770000E-8	-1.493697E-3
2.780000E-8	-1.414902E-3
2.790000E-8	-1.399485E-3
2.800000E-8	-1.468003E-3
2.810000E-8	-1.519392E-3
2.820000E-8	-1.567354E-3
2.830000E-8	-1.563928E-3
2.840000E-8	-1.546799E-3
2.850000E-8	-1.507401E-3
2.860000E-8	-1.510827E-3
2.870000E-8	-1.538234E-3
2.880000E-8	-1.593048E-3
2.890000E-8	-1.690687E-3
2.900000E-8	-1.721520E-3
2.910000E-8	-1.699251E-3
2.920000E-8	-1.581058E-3
2.930000E-8	-1.433744E-3
2.940000E-8	-1.310412E-3
2.950000E-8	-1.252171E-3
2.960000E-8	-1.288143E-3
2.970000E-8	-1.406337E-3
2.980000E-8	-1.565641E-3
2.990000E-8	-1.695825E-3
3.000000E-8	-1.714668E-3
3.010000E-8	-1.630733E-3
3.020000E-8	-1.461151E-3
3.030000E-8	-1.298421E-3
3.040000E-8	-1.193931E-3
3.050000E-8	-1.163098E-3
3.060000E-8	-1.140830E-3
3.070000E-8	-1.137404E-3
3.080000E-8	-1.149394E-3
3.090000E-8	-1.121987E-3
3.100000E-8	-1.074025E-3
3.110000E-8	-1.027775E-3
3.120000E-8	-1.012358E-3
3.130000E-8	-1.053469E-3
3.140000E-8	-1.111709E-3
3.150000E-8	-1.193931E-3
3.160000E-8	-1.265875E-3
3.170000E-8	-1.365226E-3
3.180000E-8	-1.425179E-3
3.190000E-8	-1.476568E-3
3.200000E-8	-1.500549E-3
3.210000E-8	-1.569067E-3
3.220000E-8	-1.641011E-3
3.230000E-8	-1.719807E-3
3.240000E-8	-1.783186E-3
3.250000E-8	-1.805454E-3
3.260000E-8	-1.762630E-3
3.270000E-8	-1.661566E-3
3.280000E-8	-1.505688E-3
3.290000E-8	-1.372078E-3
3.300000E-8	-1.255597E-3
3.310000E-8	-1.231616E-3
3.320000E-8	-1.283004E-3
3.330000E-8	-1.382356E-3
3.340000E-8	-1.488558E-3
3.350000E-8	-1.553651E-3
3.360000E-8	-1.550225E-3
