##Thermal_diffusivity,,,,,,,,,,,
,,,,,,,,,,,
##General_information,,,,,,,,,,,
#Database,lanl.mdb,,,,,,,,,,
#Instrument,#LFA_467 (LFA46700B-1106-L),,,,,,,,,,
#Identity,PremaTech_CVD_SiC_5,,,,,,,,,,
#Date,12/16/2024,,,,,,,,,,
#Material,CVD_SiC - A,,,,,,,,,,
#Ref_temperature /°C,20,,,,,,,,,,
#Ref_density /(g/cm^3),3.21,,,,,,,,,,
#Sample,CVD_SiC,,,,,,,,,,
#Type,#Single_layer,,,,,,,,,,
#Sample position,A,,,,,,,,,,
#Spotsize,2.8,,,,,,,,,,
#Filter,0,,,,,,,,,,
#Thickness_RT/mm,1.54,,,,,,,,,,
#Diameter/mm,9.9,,,,,,,,,,
#Sensor,InSb (HT),,,,,,,,,,
#Operator,Keshav,,,,,,,,,,
#Remark_mment,---,,,,,,,,,,
#Cp_table,Cp_const,,,,,,,,,,
#Expansion_table,dL_const,,,,,,,,,,
#CalcCode,Standard + p.c./l/0-0-0,,,,,,,,,,
#MFC_Purge2_Gas,ARGON,,,,,,,,,,
#MFC_Protective_Gas,ARGON,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
##Results,,,,,,,,,,,
#Time/min,#Shot_number,#Temperature/°C,#Model,#Diffusivity/(mm^2/s),#Uncertainty/%,#Laser_voltage/V,#Pulse_width/ms,#Half_time,#T_Infin,#Ampl_gain,#Pulse_integr
0,1,25,Standard(l),127.136,0.3,250,0.6,2.9,1.232,50865869.1,2.452
1,2,25,Standard(l),125.573,0.6,250,0.6,2.9,1.274,50865869.1,2.486
2,3,25,Standard(l),126.028,0.6,250,0.6,2.9,1.263,50865869.1,2.489
#Mean,,25,,126.246,,,,,,,
#Std_Dev,,0,,0.804,,,,,,,
8.7,4,50.1,Standard(l),108.461,0.4,250,0.6,3.3,2.114,50865869.1,2.463
9.8,5,50,Standard(l),108.605,0.2,250,0.6,3.3,2.124,50865869.1,2.474
10.9,6,50,Standard(l),108.419,0.2,250,0.6,3.3,2.123,50865869.1,2.485
#Mean,,50,,108.495,,,,,,,
#Std_Dev,,0,,0.097,,,,,,,
17.1,7,75,Standard(l),94.262,0.2,250,0.6,3.7,3.4,50865869.1,2.46
18.1,8,75,Standard(l),94.461,0.2,250,0.6,3.7,3.383,50865869.1,2.471
19.1,9,75,Standard(l),94.539,0.2,250,0.6,3.7,3.403,50865869.1,2.493
#Mean,,75,,94.421,,,,,,,
#Std_Dev,,0,,0.143,,,,,,,
25.3,10,100,Standard(l),83.771,0.1,250,0.6,4.2,4.941,50865869.1,2.484
26.3,11,100,Standard(l),83.73,0.1,250,0.6,4.1,5.011,50865869.1,2.489
27.3,12,100,Standard(l),83.789,0.1,250,0.6,4.2,4.994,50865869.1,2.467
#Mean,,100,,83.763,,,,,,,
#Std_Dev,,0,,0.03,,,,,,,
33.5,13,125,Standard(l),75.035,0.1,250,0.6,4.6,7.182,50865869.1,2.509
34.5,14,125,Standard(l),74.906,0.1,250,0.6,4.6,6.204,43568252,2.502
35.5,15,125,Standard(l),74.968,0.1,250,0.6,4.6,6.138,43568252,2.501
#Mean,,125,,74.97,,,,,,,
#Std_Dev,,0,,0.064,,,,,,,
41.8,16,150,Standard(l),67.793,0.1,250,0.6,5.1,8.305,43568252,2.451
42.8,17,150,Standard(l),67.659,0.1,250,0.6,5.1,6.372,32235781.3,2.489
43.8,18,150,Standard(l),67.625,0.1,250,0.6,5.1,6.338,32235781.3,2.468
#Mean,,150,,67.692,,,,,,,
#Std_Dev,,0,,0.089,,,,,,,
50,19,175,Standard(l),61.632,0.1,250,0.6,5.6,8.361,32235781.3,2.533
51,20,175,Standard(l),61.686,0.1,250,0.6,5.6,6.172,23683430.2,2.502
52,21,175,Standard(l),61.707,0.1,250,0.6,5.6,6.239,23683430.2,2.496
#Mean,,175,,61.675,,,,,,,
#Std_Dev,,0,,0.039,,,,,,,
58.3,22,200,Standard(l),56.642,0.1,250,0.6,6,7.787,23683430.2,2.5
59.3,23,200,Standard(l),56.663,0.1,250,0.6,6,6.36,18793579.1,2.522
60.3,24,200,Standard(l),56.642,0.1,250,0.6,6,6.38,18793579.1,2.485
#Mean,,200,,56.649,,,,,,,
#Std_Dev,,0,,0.012,,,,,,,
66.5,25,225,Standard(l),52.311,0.1,250,0.6,6.5,7.981,18793579.1,2.497
67.6,26,225,Standard(l),52.285,0.1,250,0.6,6.5,6.098,14468514.4,2.487
68.6,27,225,Standard(l),52.312,0.1,250,0.6,6.5,6.077,14468514.4,2.493
#Mean,,225,,52.303,,,,,,,
#Std_Dev,,0,,0.015,,,,,,,
74.9,28,250,Standard(l),48.595,0.1,250,0.6,7,7.563,14468514.4,2.513
76,29,250,Standard(l),48.557,0.1,250,0.6,7,6.078,11643023.7,2.494
77,30,250,Standard(l),48.535,0.1,250,0.6,7,5.971,11643023.7,2.507
#Mean,,250,,48.562,,,,,,,
#Std_Dev,,0,,0.03,,,,,,,
83.2,31,275,Standard(l),45.354,0.1,250,0.6,7.5,7.097,11643023.7,2.398
84.2,32,275,Standard(l),45.266,0.1,250,0.6,7.5,6.273,9988562.6,2.494
85.2,33,275,Standard(l),45.236,0.1,250,0.6,7.5,6.192,9988562.6,2.479
#Mean,,275,,45.286,,,,,,,
#Std_Dev,,0,,0.061,,,,,,,
91.4,34,300,Standard(l),42.358,0.1,250,0.6,8,7.496,9988562.6,2.514
92.5,35,300,Standard(l),42.367,0.1,250,0.6,8,6.042,8138539.4,2.515
93.4,36,300,Standard(l),42.355,0.1,250,0.6,8,6.074,8138539.4,2.481
#Mean,,300,,42.36,,,,,,,
#Std_Dev,,0,,0.006,,,,,,,
99.6,37,325,Standard(l),39.743,0.1,250,0.6,8.5,7.094,8138539.4,2.492
100.6,38,325,Standard(l),39.701,0.1,250,0.6,8.5,6.142,7059815.1,2.491
101.6,39,325,Standard(l),39.724,0.1,250,0.6,8.5,6.22,7059815.1,2.492
#Mean,,325,,39.723,,,,,,,
#Std_Dev,,0,,0.021,,,,,,,
107.8,40,350,Standard(l),37.453,0.1,250,0.6,9,7.076,7059815.1,2.506
108.8,41,350,Standard(l),37.496,0.1,250,0.6,8.9,6.136,6057751.5,2.495
109.8,42,350,Standard(l),37.518,0.1,250,0.6,8.9,6.024,6057751.5,2.411
#Mean,,350,,37.489,,,,,,,
#Std_Dev,,0,,0.033,,,,,,,
116,43,375,Standard(l),35.445,0.1,250,0.6,9.4,6.976,6057751.5,2.539
117.1,44,375,Standard(l),35.42,0.1,250,0.6,9.4,7.083,6057751.5,2.507
118.1,45,375,Standard(l),35.447,0.1,250,0.6,9.4,6.089,5259855.3,2.474
#Mean,,375,,35.437,,,,,,,
#Std_Dev,,0,,0.015,,,,,,,
124.3,46,400,Standard(l),33.599,0.1,250,0.6,9.9,6.912,5259855.3,2.505
125.3,47,400,Standard(l),33.59,0.1,250,0.6,9.9,6.923,5259855.3,2.491
126.4,48,400,Standard(l),33.6,0.1,250,0.6,9.9,6.927,5259855.3,2.472
#Mean,,400,,33.597,,,,,,,
#Std_Dev,,0,,0.005,,,,,,,
132.5,49,425,Standard(l),31.952,0.1,250,0.6,10.4,7.524,5259855.3,2.382
133.6,50,425,Standard(l),31.984,0.1,250,0.6,10.4,6.262,4283606.3,2.502
134.6,51,425,Standard(l),31.992,0.1,250,0.6,10.4,6.297,4283606.3,2.497
#Mean,,425,,31.976,,,,,,,
#Std_Dev,,0,,0.021,,,,,,,
140.9,52,450,Standard(l),30.449,0.1,250,0.6,10.9,7.033,4283606.3,2.511
142,53,450,Standard(l),30.403,0.1,250,0.6,10.9,7.003,4283606.3,2.482
143,54,450,Standard(l),30.415,0.2,250,0.6,10.9,6.996,4283606.3,2.467
#Mean,,450,,30.422,,,,,,,
#Std_Dev,,0,,0.024,,,,,,,
149.2,55,475,Standard(l),29.049,0.1,250,0.6,11.4,7.691,4283606.3,2.526
150.2,56,475,Standard(l),29.03,0.1,250,0.6,11.4,6.2,3407485.4,2.518
151.2,57,475,Standard(l),29.066,0.2,250,0.6,11.4,6.042,3407485.4,2.494
#Mean,,475,,29.048,,,,,,,
#Std_Dev,,0,,0.018,,,,,,,
157.3,58,500,Standard(l),27.797,0.2,250,0.6,11.9,7.102,3416950.4,2.524
158.3,59,500,Standard(l),27.8,0.2,250,0.6,11.9,5.998,2944079.8,2.507
159.3,60,500,Standard(l),27.796,0.2,250,0.6,11.9,6.027,2944079.8,2.503
#Mean,,500,,27.797,,,,,,,
#Std_Dev,,0,,0.002,,,,,,,
165.5,61,525,Standard(l),26.664,0.2,250,0.6,12.4,6.529,2944079.8,2.506
166.5,62,525,Standard(l),26.619,0.2,250,0.6,12.4,6.672,2944079.8,2.495
167.5,63,525,Standard(l),26.612,0.2,250,0.6,12.4,6.541,2944079.8,2.517
#Mean,,525,,26.632,,,,,,,
#Std_Dev,,0,,0.028,,,,,,,
173.7,64,550,Standard(l),25.559,0.2,250,0.6,12.9,7.065,2944079.8,2.5
174.7,65,550,Standard(l),25.565,0.2,250,0.6,12.9,6.051,2562732.4,2.387
175.7,66,550,Standard(l),25.569,0.2,250,0.6,12.9,6.212,2562732.4,2.494
#Mean,,550,,25.564,,,,,,,
#Std_Dev,,0,,0.005,,,,,,,
181.9,67,575,Standard(l),24.568,0.2,250,0.6,13.5,6.692,2562732.4,2.501
182.9,68,575,Standard(l),24.586,0.2,250,0.6,13.4,6.548,2562732.4,2.38
183.9,69,575,Standard(l),24.547,0.2,250,0.6,13.5,6.728,2562732.4,2.493
#Mean,,575,,24.567,,,,,,,
