Study Name	PremaTech_CVD_SiC_1_Heating
Sample Name	2024-12-17
Run Name	spot01_RT
Operator	Keshav
Date	12/17/2024
Time	11:31
Sign	POS
Grating Spacing	06.40um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	1
dt	100.000001E-12
time stamp (ms)	11:31:34 AM
	
Time	Amplitude
0.000000E+0	8.736365E-5
1.000000E-10	5.995645E-5
2.000000E-10	1.267615E-4
3.000000E-10	2.552328E-4
4.000000E-10	4.487961E-4
5.000000E-10	6.149523E-4
6.000000E-10	6.851832E-4
7.000000E-10	6.098134E-4
8.000000E-10	4.453702E-4
9.000000E-10	2.637975E-4
1.000000E-9	1.456039E-4
1.100000E-9	1.164838E-4
1.200000E-9	1.199097E-4
1.300000E-9	1.181967E-4
1.400000E-9	3.940105E-5
1.500000E-9	-8.907021E-5
1.600000E-9	-2.124026E-4
1.700000E-9	-2.706429E-4
1.800000E-9	-2.158285E-4
1.900000E-9	-5.138531E-5
2.000000E-9	1.319003E-4
2.100000E-9	2.518069E-4
2.200000E-9	2.603716E-4
2.300000E-9	1.867148E-4
2.400000E-9	7.023415E-5
2.500000E-9	-4.453351E-5
2.600000E-9	-5.309826E-5
2.700000E-9	1.713270E-5
2.800000E-9	1.507428E-4
2.900000E-9	2.689364E-4
3.000000E-9	3.443062E-4
3.100000E-9	3.460191E-4
3.200000E-9	2.740752E-4
3.300000E-9	1.730112E-4
3.400000E-9	1.456039E-4
3.500000E-9	1.815759E-4
3.600000E-9	2.775011E-4
3.700000E-9	3.888429E-4
3.800000E-9	4.556479E-4
3.900000E-9	4.350925E-4
4.000000E-9	3.648616E-4
4.100000E-9	2.826400E-4
4.200000E-9	1.969925E-4
4.300000E-9	1.319003E-4
4.400000E-9	1.130579E-4
4.500000E-9	9.592840E-5
4.600000E-9	4.282695E-5
4.700000E-9	-3.082991E-5
4.800000E-9	-1.233292E-4
4.900000E-9	-1.593012E-4
5.000000E-9	-1.353199E-4
5.100000E-9	-7.879251E-5
5.200000E-9	1.541975E-5
5.300000E-9	1.096320E-4
5.400000E-9	1.901407E-4
5.500000E-9	2.038443E-4
5.600000E-9	2.055572E-4
5.700000E-9	1.952795E-4
5.800000E-9	2.175479E-4
5.900000E-9	2.672234E-4
6.000000E-9	3.374544E-4
6.100000E-9	3.871299E-4
6.200000E-9	4.179630E-4
6.300000E-9	4.162501E-4
6.400000E-9	4.008335E-4
6.500000E-9	3.545839E-4
6.600000E-9	2.980565E-4
6.700000E-9	2.689364E-4
6.800000E-9	2.535198E-4
6.900000E-9	2.655105E-4
7.000000E-9	2.826400E-4
7.100000E-9	2.860659E-4
7.200000E-9	2.415292E-4
7.300000E-9	1.267615E-4
7.400000E-9	-1.027451E-5
7.500000E-9	-1.130515E-4
7.600000E-9	-1.627271E-4
7.700000E-9	-9.934791E-5
7.800000E-9	8.051185E-5
7.900000E-9	2.518069E-4
8.000000E-9	3.785652E-4
8.100000E-9	3.854170E-4
8.200000E-9	2.946306E-4
8.300000E-9	1.541687E-4
8.400000E-9	1.713270E-5
8.500000E-9	-1.541336E-5
8.600000E-9	2.227155E-5
8.700000E-9	1.456039E-4
8.800000E-9	2.398162E-4
8.900000E-9	2.689364E-4
9.000000E-9	2.415292E-4
9.100000E-9	1.644464E-4
9.200000E-9	1.079190E-4
9.300000E-9	1.147708E-4
9.400000E-9	1.764371E-4
9.500000E-9	2.381033E-4
9.600000E-9	2.535198E-4
9.700000E-9	2.432421E-4
9.800000E-9	1.712982E-4
9.900000E-9	8.393775E-5
1.000000E-8	3.083630E-5
1.010000E-8	5.139170E-5
1.020000E-8	1.233356E-4
1.030000E-8	2.209738E-4
1.040000E-8	2.997695E-4
1.050000E-8	3.631486E-4
1.060000E-8	3.597227E-4
1.070000E-8	3.083342E-4
1.080000E-8	2.381033E-4
1.090000E-8	1.524557E-4
1.100000E-8	1.233356E-4
1.110000E-8	1.336133E-4
1.120000E-8	1.935666E-4
1.130000E-8	2.552328E-4
1.140000E-8	3.151860E-4
1.150000E-8	3.031954E-4
1.160000E-8	2.295385E-4
1.170000E-8	1.062061E-4
1.180000E-8	-1.370041E-5
1.190000E-8	-1.709755E-6
1.200000E-8	5.481760E-5
1.210000E-8	1.747241E-4
1.220000E-8	2.723623E-4
1.230000E-8	3.254637E-4
1.240000E-8	3.357414E-4
1.250000E-8	3.237508E-4
1.260000E-8	3.340285E-4
1.270000E-8	3.528709E-4
1.280000E-8	3.580098E-4
1.290000E-8	3.288896E-4
1.300000E-8	2.312515E-4
1.310000E-8	6.166940E-5
1.320000E-8	-1.455976E-4
1.330000E-8	-2.792077E-4
1.340000E-8	-2.826336E-4
1.350000E-8	-1.695789E-4
1.360000E-8	1.716145E-6
1.370000E-8	1.524557E-4
1.380000E-8	1.798630E-4
1.390000E-8	1.027802E-4
1.400000E-8	-6.851481E-5
1.410000E-8	-2.175415E-4
1.420000E-8	-2.672170E-4
1.430000E-8	-1.849954E-4
1.440000E-8	-5.135655E-6
1.450000E-8	1.610205E-4
1.460000E-8	2.381033E-4
1.470000E-8	1.815759E-4
1.480000E-8	1.370680E-5
