1e-09,0.011397,0.0029666,0.0018738,0.0021261,0.0022611
1.1498e-09,0.01321,0.0035592,0.0021813,0.002472,0.0026289
1.3219e-09,0.01523,0.004273,0.0025449,0.0028751,0.0030572
1.5199e-09,0.01746,0.0051282,0.0029767,0.003345,0.0035553
1.7475e-09,0.019897,0.0061506,0.0034901,0.0038914,0.0041329
2.0092e-09,0.022539,0.0073756,0.0041022,0.0045268,0.0048033
2.3101e-09,0.025374,0.0088357,0.0048328,0.0052667,0.0055802
2.6561e-09,0.028382,0.010567,0.0057035,0.0061285,0.0064812
3.0539e-09,0.031548,0.012607,0.0067425,0.0071333,0.0075255
3.5112e-09,0.034849,0.015002,0.0079871,0.0083076,0.0087376
4.037e-09,0.038258,0.017795,0.0094763,0.009682,0.010149
4.6416e-09,0.041755,0.021036,0.011255,0.011302,0.011797
5.3367e-09,0.045317,0.02477,0.013367,0.013206,0.013724
6.1359e-09,0.048928,0.029044,0.015866,0.015436,0.015968
7.0548e-09,0.052578,0.033904,0.018808,0.018042,0.018575
8.1113e-09,0.056268,0.039384,0.022265,0.02108,0.0216
9.326e-09,0.06,0.045511,0.026312,0.024623,0.025109
1.0723e-08,0.063801,0.052292,0.031023,0.028738,0.029178
1.2328e-08,0.067685,0.059734,0.036479,0.033501,0.033871
1.4175e-08,0.071687,0.067812,0.042771,0.039001,0.039285
1.6298e-08,0.075841,0.076497,0.049979,0.045321,0.045495
1.8738e-08,0.080177,0.085732,0.05818,0.052542,0.052584
2.1544e-08,0.084752,0.095461,0.067444,0.060768,0.060656
2.4771e-08,0.089577,0.10559,0.077832,0.070084,0.069793
2.848e-08,0.094717,0.11607,0.089383,0.080564,0.080067
3.2745e-08,0.10022,0.12681,0.10213,0.092278,0.091574
3.7649e-08,0.10613,0.13774,0.1161,0.10527,0.10436
4.3288e-08,0.11245,0.1488,0.13125,0.11959,0.11848
4.977e-08,0.11927,0.15994,0.14757,0.13525,0.13396
5.7224e-08,0.12659,0.17116,0.16499,0.15226,0.15079
6.5793e-08,0.13447,0.18244,0.18343,0.17061,0.169
7.5646e-08,0.14294,0.19383,0.2028,0.19028,0.18858
8.6975e-08,0.15202,0.20537,0.22301,0.2112,0.20946
1e-07,0.16175,0.21712,0.24391,0.23327,0.23156
1.1498e-07,0.17213,0.22915,0.26533,0.25639,0.25478
1.3219e-07,0.18317,0.24154,0.28712,0.28041,0.27896
1.5199e-07,0.19484,0.25442,0.3091,0.30512,0.30393
1.7475e-07,0.2071,0.26787,0.33114,0.33029,0.32944
2.0092e-07,0.21989,0.28205,0.35312,0.35574,0.35529
2.3101e-07,0.23311,0.29701,0.37495,0.38125,0.38127
2.6561e-07,0.24664,0.31283,0.39661,0.40662,0.40716
3.0539e-07,0.26031,0.32955,0.41811,0.43174,0.43282
3.5112e-07,0.27399,0.34719,0.43948,0.45649,0.4581
4.037e-07,0.28747,0.3657,0.46079,0.48081,0.48294
4.6416e-07,0.30059,0.38496,0.48208,0.50469,0.50728
5.3367e-07,0.31324,0.40481,0.50331,0.52809,0.53107
6.1359e-07,0.32529,0.42503,0.52449,0.55095,0.55429
7.0548e-07,0.33674,0.44534,0.54554,0.57324,0.57685
8.1113e-07,0.34761,0.46543,0.56641,0.5949,0.59873
9.326e-07,0.35792,0.48497,0.58687,0.61586,0.61981
1.0723e-06,0.36784,0.50369,0.60673,0.63599,0.64003
1.2328e-06,0.37758,0.52138,0.62577,0.65512,0.65921
1.4175e-06,0.38728,0.53785,0.64382,0.67313,0.67723
1.6298e-06,0.39709,0.5531,0.66067,0.68986,0.69397
1.8738e-06,0.40736,0.56706,0.67619,0.70521,0.7093
2.1544e-06,0.41821,0.57988,0.69039,0.71923,0.72328
2.4771e-06,0.42977,0.59179,0.70327,0.7319,0.73593
2.848e-06,0.44222,0.60297,0.71496,0.74336,0.74735
3.2745e-06,0.45557,0.61362,0.72562,0.75372,0.75767
3.7649e-06,0.47002,0.62399,0.73545,0.76317,0.76705
4.3288e-06,0.48559,0.63427,0.74464,0.77192,0.77574
4.977e-06,0.50239,0.64465,0.75338,0.78013,0.78388
5.7224e-06,0.52051,0.6554,0.76189,0.78805,0.79171
6.5793e-06,0.54002,0.66661,0.77037,0.79582,0.79939
7.5646e-06,0.56104,0.67849,0.77898,0.80366,0.80712
8.6975e-06,0.58361,0.69113,0.78787,0.81168,0.81502
1e-05,0.60775,0.70467,0.79716,0.82001,0.82321
1.1498e-05,0.63338,0.71917,0.80697,0.82875,0.83181
1.3219e-05,0.66034,0.73466,0.81735,0.83797,0.84087
