Study Name	PremaTech_CVD_SiC_HeandSi
Sample Name	2025-10-11
Run Name	spot04
Operator	Keshav
Date	10/11/2025
Time	16:36
Sign	FIX
Grating Spacing	06.40um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	155
dt	50.000001E-12
time stamp (ms)	7:22:33 PM
	
Time	Amplitude
0.000000E+0	1.781545E-4
5.000000E-11	2.912090E-4
1.000000E-10	3.306069E-4
1.500000E-10	3.580141E-4
2.000000E-10	4.042638E-4
2.500000E-10	4.008380E-4
3.000000E-10	3.580145E-4
3.500000E-10	3.083392E-4
4.000000E-10	2.278308E-4
4.500000E-10	1.627389E-4
5.000000E-10	1.490354E-4
5.500000E-10	1.267671E-4
6.000000E-10	1.113506E-4
6.500000E-10	1.610260E-4
7.000000E-10	2.432474E-4
7.500000E-10	3.032005E-4
8.000000E-10	3.819960E-4
8.500000E-10	4.676432E-4
9.000000E-10	5.036152E-4
9.500000E-10	5.344482E-4
1.000000E-9	5.550036E-4
1.050000E-9	5.207448E-4
1.100000E-9	4.659306E-4
1.150000E-9	4.505141E-4
1.200000E-9	4.265329E-4
1.250000E-9	3.905610E-4
1.300000E-9	3.922739E-4
1.350000E-9	4.042645E-4
1.400000E-9	4.128292E-4
1.450000E-9	4.642175E-4
1.500000E-9	5.293094E-4
1.550000E-9	5.498646E-4
1.600000E-9	5.584293E-4
1.650000E-9	5.652810E-4
1.700000E-9	5.310220E-4
1.750000E-9	4.779206E-4
1.800000E-9	4.231062E-4
1.850000E-9	3.545884E-4
1.900000E-9	2.843575E-4
1.950000E-9	2.415338E-4
2.000000E-9	2.021360E-4
2.050000E-9	1.798677E-4
2.100000E-9	1.935713E-4
2.150000E-9	1.935713E-4
2.200000E-9	1.918584E-4
2.250000E-9	2.483857E-4
2.300000E-9	3.117649E-4
2.350000E-9	3.340333E-4
2.400000E-9	3.665794E-4
2.450000E-9	4.179679E-4
2.500000E-9	4.196809E-4
2.550000E-9	3.922739E-4
2.600000E-9	3.837093E-4
2.650000E-9	3.580153E-4
2.700000E-9	3.014882E-4
2.750000E-9	2.672293E-4
2.800000E-9	2.638035E-4
2.850000E-9	2.723683E-4
2.900000E-9	3.340344E-4
2.950000E-9	4.094041E-4
3.000000E-9	4.676442E-4
3.050000E-9	5.447267E-4
3.100000E-9	6.475034E-4
3.150000E-9	7.297247E-4
3.200000E-9	7.708353E-4
3.250000E-9	7.845388E-4
3.300000E-9	7.554186E-4
3.350000E-9	6.749100E-4
3.400000E-9	5.704202E-4
3.450000E-9	4.436621E-4
3.500000E-9	2.980617E-4
3.550000E-9	1.815814E-4
3.600000E-9	1.182024E-4
3.650000E-9	9.422121E-5
