28, 5.4, 9.000, 3.000, 9.000, 6.000, 77.000, 29327, 1, , 
29, 5.6, 6.000, 7.000, 8.000, 1.000, 68.000, 30684, 1, , 
30, 5.8, 10.000, 4.000, 11.000, 3.000, 76.000, 29824, 1, , 
31, 6.0, 6.000, 5.000, 14.000, 7.000, 72.000, 34102, 1, , 
32, 6.2, 14.000, 7.000, 10.000, 7.000, 100.000, 32725, 1, , 
33, 6.4, 11.000, 3.000, 12.000, 2.000, 83.000, 30640, 1, , 
34, 6.6, 8.000, 2.000, 7.000, 6.000, 80.000, 29911, 1, , 
35, 6.8, 6.000, 5.000, 7.000, 6.000, 84.000, 33480, 1, , 
36, 7.0, 10.000, 2.000, 14.000, 1.000, 97.000, 32447, 1, , 
37, 7.2, 11.000, 1.000, 6.000, 3.000, 82.000, 32495, 1, , 
38, 7.4, 3.000, 5.000, 12.000, 4.000, 77.000, 27374, 1, , 
39, 7.6, 6.000, 1.000, 5.000, 0.000, 72.000, 31092, 1, , 
40, 7.8, 10.000, 10.000, 15.000, 3.000, 78.000, 30006, 1, , 
41, 8.0, 8.000, 3.000, 11.000, 3.000, 89.000, 32534, 1, , 
42, 8.2, 11.000, 1.000, 11.000, 3.000, 90.000, 32638, 1, , 
43, 8.4, 12.000, 1.000, 10.000, 3.000, 82.000, 30685, 1, , 
44, 8.6, 11.000, 6.000, 9.000, 6.000, 83.000, 28130, 1, , 
45, 8.8, 17.000, 6.000, 14.000, 4.000, 73.000, 34360, 1, , 
46, 9.0, 12.000, 3.000, 12.000, 6.000, 92.000, 31788, 1, , 
47, 9.2, 15.000, 3.000, 10.000, 3.000, 91.000, 34494, 1, , 
48, 9.4, 6.000, 2.000, 12.000, 2.000, 98.000, 30261, 1, , 
49, 9.6, 8.000, 3.000, 7.000, 3.000, 94.000, 31138, 1, , 
50, 9.8, 7.000, 4.000, 10.000, 0.000, 87.000, 31790, 1, , 
51, 10.0, 8.000, 5.000, 12.000, 5.000, 79.000, 31984, 1, , 
52, 10.2, 10.000, 6.000, 7.000, 5.000, 82.000, 35329, 1, , 
53, 10.4, 11.000, 2.000, 5.000, 4.000, 93.000, 30344, 1, , 
54, 10.6, 5.000, 6.000, 5.000, 0.000, 80.000, 36748, 1, , 
55, 10.8, 11.000, 6.000, 8.000, 4.000, 77.000, 31273, 1, , 
56, 11.0, 6.000, 3.000, 13.000, 4.000, 84.000, 31054, 1, , 
57, 11.2, 12.000, 2.000, 8.000, 4.000, 119.000, 31599, 1, , 
58, 11.4, 5.000, 6.000, 13.000, 4.000, 85.000, 32127, 1, , 
59, 11.6, 10.000, 8.000, 10.000, 3.000, 69.000, 31110, 1, , 
60, 11.8, 12.000, 4.000, 6.000, 4.000, 79.000, 31411, 1, , 
61, 12.0, 8.000, 5.000, 10.000, 5.000, 80.000, 32586, 1, , 
62, 12.2, 10.000, 5.000, 11.000, 3.000, 83.000, 30465, 1, , 
63, 12.4, 8.000, 3.000, 13.000, 1.000, 78.000, 31970, 1, , 
64, 12.6, 10.000, 6.000, 7.000, 3.000, 83.000, 30653, 1, , 
65, 12.8, 9.000, 4.000, 10.000, 3.000, 77.000, 33074, 1, , 
66, 13.0, 9.000, 7.000, 12.000, 4.000, 85.000, 32433, 1, , 
67, 13.2, 9.000, 3.000, 10.000, 4.000, 72.000, 35537, 1, , 
68, 13.4, 9.000, 5.000, 11.000, 2.000, 81.000, 32736, 1, , 
69, 13.6, 10.000, 2.000, 9.000, 4.000, 79.000, 31289, 1, , 
70, 13.8, 8.000, 3.000, 9.000, 7.000, 77.000, 30536, 1, , 
71, 14.0, 5.000, 7.000, 10.000, 8.000, 74.000, 33725, 1, , 
72, 14.2, 10.000, 3.000, 6.000, 1.000, 89.000, 30492, 1, , 
73, 14.4, 8.000, 2.000, 12.000, 7.000, 78.000, 31868, 1, , 
74, 14.6, 14.000, 3.000, 7.000, 3.000, 65.000, 28872, 1, , 
75, 14.8, 6.000, 1.000, 7.000, 3.000, 82.000, 27416, 1, , 
76, 15.0, 11.000, 5.000, 9.000, 2.000, 90.000, 31972, 1, , 
77, 15.2, 11.000, 6.000, 13.000, 5.000, 75.000, 31022, 1, , 
78, 15.4, 3.000, 3.000, 10.000, 2.000, 83.000, 32415, 1, , 
79, 15.6, 8.000, 6.000, 7.000, 2.000, 95.000, 30397, 1, , 
80, 15.8, 12.000, 4.000, 12.000, 10.000, 77.000, 32208, 1, , 
81, 16.0, 14.000, 4.000, 13.000, 2.000, 71.000, 33144, 1, , 
82, 16.2, 8.000, 2.000, 9.000, 2.000, 76.000, 34736, 1, , 
83, 16.4, 9.000, 2.000, 13.000, 5.000, 74.000, 28992, 1, , 
84, 16.6, 9.000, 6.000, 9.000, 1.000, 78.000, 29964, 1, , 
85, 16.8, 11.000, 6.000, 15.000, 8.000, 84.000, 32217, 1, , 
86, 17.0, 13.000, 2.000, 4.000, 4.000, 82.000, 30238, 1, , 
87, 17.2, 12.000, 5.000, 9.000, 4.000, 111.000, 32659, 1, , 
88, 17.4, 7.000, 4.000, 2.000, 6.000, 79.000, 30977, 1, , 
89, 17.6, 7.000, 9.000, 10.000, 4.000, 72.000, 32622, 1, , 
90, 17.8, 11.000, 3.000, 8.000, 3.000, 80.000, 30427, 1, , 
91, 18.0, 10.000, 3.000, 16.000, 6.000, 103.000, 31981, 1, , 
92, 18.2, 5.000, 7.000, 11.000, 4.000, 90.000, 33762, 1, , 
93, 18.4, 6.000, 4.000, 10.000, 7.000, 82.000, 30248, 1, , 
94, 18.6, 5.000, 2.000, 12.000, 8.000, 69.000, 29036, 1, , 
95, 18.8, 6.000, 3.000, 9.000, 2.000, 85.000, 28623, 1, , 
96, 19.0, 8.000, 7.000, 8.000, 5.000, 80.000, 31887, 1, , 
97, 19.2, 9.000, 3.000, 14.000, 5.000, 84.000, 33465, 1, , 
98, 19.4, 12.000, 1.000, 12.000, 6.000, 89.000, 34665, 1, , 
99, 19.6, 6.000, 7.000, 11.000, 2.000, 85.000, 31632, 1, , 
100, 19.8, 13.000, 0.000, 5.000, 5.000, 76.000, 33060, 1, , 
101, 20.0, 8.000, 5.000, 7.000, 4.000, 99.000, 33775, 1, , 
102, 20.2, 11.000, 3.000, 9.000, 8.000, 79.000, 31047, 1, , 
103, 20.4, 10.000, 1.000, 14.000, 7.000, 88.000, 28680, 1, , 
104, 20.6, 8.000, 1.000, 11.000, 4.000, 90.000, 30485, 1, , 
105, 20.8, 9.000, 2.000, 10.000, 1.000, 75.000, 35064, 1, , 
106, 21.0, 17.000, 6.000, 14.000, 5.000, 84.000, 33122, 1, , 
107, 21.2, 10.000, 4.000, 13.000, 7.000, 87.000, 31583, 1, , 
108, 21.4, 9.000, 3.000, 5.000, 7.000, 83.000, 30421, 1, , 
109, 21.6, 12.000, 6.000, 8.000, 4.000, 75.000, 30340, 1, , 
110, 21.8, 8.000, 5.000, 17.000, 2.000, 87.000, 32280, 1, , 
111, 22.0, 7.000, 5.000, 15.000, 7.000, 87.000, 34550, 1, , 
112, 22.2, 8.000, 3.000, 9.000, 4.000, 89.000, 30058, 1, , 
113, 22.4, 6.000, 4.000, 15.000, 2.000, 102.000, 32808, 1, , 
114, 22.6, 6.000, 5.000, 9.000, 3.000, 91.000, 29492, 1, , 
115, 22.8, 12.000, 2.000, 10.000, 5.000, 99.000, 28728, 1, , 
116, 23.0, 9.000, 1.000, 8.000, 3.000, 98.000, 28589, 1, , 
117, 23.2, 10.000, 3.000, 12.000, 8.000, 82.000, 32615, 1, , 
118, 23.4, 7.000, 4.000, 16.000, 2.000, 82.000, 31172, 1, , 
119, 23.6, 11.000, 3.000, 18.000, 4.000, 84.000, 26784, 1, , 
120, 23.8, 10.000, 3.000, 8.000, 4.000, 100.000, 30903, 1, , 
121, 24.0, 8.000, 2.000, 8.000, 7.000, 86.000, 30883, 1, , 
122, 24.2, 7.000, 6.000, 5.000, 2.000, 93.000, 32153, 1, , 
123, 24.4, 8.000, 3.000, 11.000, 5.000, 92.000, 35071, 1, , 
124, 24.6, 10.000, 7.000, 5.000, 4.000, 85.000, 31659, 1, , 
125, 24.8, 5.000, 3.000, 8.000, 4.000, 76.000, 29069, 1, , 
126, 25.0, 13.000, 6.000, 6.000, 4.000, 88.000, 29359, 1, , 
127, 25.2, 8.000, 6.000, 12.000, 6.000, 91.000, 29817, 1, , 
128, 25.4, 9.000, 2.000, 11.000, 3.000, 73.000, 31072, 1, , 
129, 25.6, 10.000, 3.000, 5.000, 5.000, 89.000, 31661, 1, , 
130, 25.8, 6.000, 4.000, 9.000, 6.000, 75.000, 29397, 1, , 
131, 26.0, 9.000, 0.000, 13.000, 4.000, 89.000, 29986, 1, , 
132, 26.2, 7.000, 4.000, 8.000, 3.000, 78.000, 30490, 1, , 
133, 26.4, 14.000, 5.000, 9.000, 3.000, 90.000, 28712, 1, , 
134, 26.6, 9.000, 5.000, 11.000, 4.000, 93.000, 34163, 1, , 
135, 26.8, 12.000, 4.000, 8.000, 5.000, 94.000, 33138, 1, , 
136, 27.0, 8.000, 6.000, 13.000, 3.000, 75.000, 32841, 1, , 
137, 27.2, 9.000, 3.000, 13.000, 4.000, 80.000, 30730, 1, , 
138, 27.4, 14.000, 6.000, 16.000, 2.000, 98.000, 27279, 1, , 
139, 27.6, 7.000, 5.000, 14.000, 2.000, 73.000, 28326, 1, , 
140, 27.8, 5.000, 2.000, 10.000, 3.000, 87.000, 31632, 1, , 
141, 28.0, 7.000, 2.000, 8.000, 3.000, 79.000, 31195, 1, , 
142, 28.2, 8.000, 5.000, 12.000, 6.000, 75.000, 32155, 1, , 
143, 28.4, 7.000, 2.000, 10.000, 2.000, 92.000, 31604, 1, , 
144, 28.6, 4.000, 3.000, 10.000, 4.000, 95.000, 29693, 1, , 
145, 28.8, 8.000, 6.000, 13.000, 8.000, 81.000, 32559, 1, , 
146, 29.0, 8.000, 3.000, 9.000, 2.000, 75.000, 30082, 1, , 
147, 29.2, 7.000, 8.000, 10.000, 2.000, 88.000, 30972, 1, , 
148, 29.4, 10.000, 3.000, 9.000, 1.000, 95.000, 34102, 1, , 
149, 29.6, 15.000, 5.000, 7.000, 3.000, 81.000, 34136, 1, , 
150, 29.8, 9.000, 4.000, 13.000, 3.000, 72.000, 30924, 1, , 
151, 30.0, 11.000, 1.000, 8.000, 1.000, 95.000, 30793, 1, , 
152, 30.2, 5.000, 2.000, 13.000, 3.000, 70.000, 31885, 1, , 
153, 30.4, 4.000, 1.000, 8.000, 7.000, 86.000, 33666, 1, , 
154, 30.6, 9.000, 5.000, 9.000, 3.000, 78.000, 28841, 1, , 
155, 30.8, 10.000, 1.000, 10.000, 10.000, 92.000, 32930, 1, , 
156, 31.0, 11.000, 0.000, 13.000, 5.000, 78.000, 28330, 1, , 
157, 31.2, 6.000, 2.000, 7.000, 3.000, 83.000, 33144, 1, , 
158, 31.4, 10.000, 2.000, 18.000, 5.000, 70.000, 29712, 1, , 
159, 31.6, 16.000, 2.000, 9.000, 6.000, 82.000, 30762, 1, , 
160, 31.8, 4.000, 2.000, 11.000, 5.000, 84.000, 31232, 1, , 
161, 32.0, 10.000, 4.000, 10.000, 9.000, 90.000, 31510, 1, , 
162, 32.2, 6.000, 5.000, 7.000, 7.000, 78.000, 33407, 1, , 
163, 32.4, 14.000, 1.000, 11.000, 6.000, 73.000, 30911, 1, , 
164, 32.6, 9.000, 2.000, 14.000, 4.000, 66.000, 27709, 1, , 
165, 32.8, 6.000, 4.000, 8.000, 6.000, 65.000, 35758, 1, , 
166, 33.0, 7.000, 6.000, 3.000, 5.000, 73.000, 32636, 1, , 
167, 33.2, 11.000, 4.000, 12.000, 5.000, 87.000, 31991, 1, , 
168, 33.4, 8.000, 9.000, 14.000, 6.000, 81.000, 31122, 1, , 
169, 33.6, 6.000, 5.000, 16.000, 11.000, 90.000, 32750, 1, , 
170, 33.8, 10.000, 3.000, 6.000, 4.000, 74.000, 32779, 1, , 
171, 34.0, 12.000, 4.000, 7.000, 8.000, 78.000, 29887, 1, , 
172, 34.2, 12.000, 6.000, 8.000, 2.000, 79.000, 32984, 1, , 
173, 34.4, 12.000, 6.000, 11.000, 6.000, 89.000, 34165, 1, , 
174, 34.6, 15.000, 2.000, 8.000, 2.000, 87.000, 30471, 1, , 
175, 34.8, 10.000, 1.000, 14.000, 10.000, 69.000, 30577, 1, , 
176, 35.0, 9.000, 3.000, 8.000, 6.000, 79.000, 30665, 1, , 
177, 35.2, 10.000, 7.000, 19.000, 4.000, 62.000, 30160, 1, , 
178, 35.4, 12.000, 5.000, 11.000, 1.000, 78.000, 30135, 1, , 
179, 35.6, 13.000, 1.000, 15.000, 3.000, 78.000, 34251, 1, , 
180, 35.8, 8.000, 3.000, 14.000, 8.000, 82.000, 31741, 1, , 
181, 36.0, 13.000, 5.000, 14.000, 7.000, 88.000, 34916, 1, , 
182, 36.2, 7.000, 3.000, 10.000, 6.000, 86.000, 28334, 1, , 
183, 36.4, 5.000, 5.000, 6.000, 2.000, 95.000, 33008, 1, , 
184, 36.6, 11.000, 2.000, 10.000, 4.000, 89.000, 32350, 1, , 
185, 36.8, 15.000, 5.000, 2.000, 6.000, 81.000, 30032, 1, , 
186, 37.0, 11.000, 5.000, 14.000, 7.000, 97.000, 33001, 1, , 
187, 37.2, 6.000, 2.000, 6.000, 4.000, 86.000, 32388, 1, , 
188, 37.4, 9.000, 3.000, 13.000, 5.000, 95.000, 29570, 1, , 
189, 37.6, 7.000, 6.000, 9.000, 4.000, 78.000, 30733, 1, , 
190, 37.8, 13.000, 9.000, 8.000, 5.000, 77.000, 33783, 1, , 
191, 38.0, 13.000, 3.000, 8.000, 2.000, 74.000, 37748, 1, , 
192, 38.2, 8.000, 2.000, 11.000, 2.000, 78.000, 30847, 1, , 
193, 38.4, 7.000, 5.000, 7.000, 3.000, 93.000, 35803, 1, , 
194, 38.6, 13.000, 1.000, 16.000, 5.000, 82.000, 29264, 1, , 
195, 38.8, 7.000, 3.000, 10.000, 1.000, 88.000, 31605, 1, , 
196, 39.0, 9.000, 1.000, 8.000, 3.000, 86.000, 31688, 1, , 
197, 39.2, 7.000, 5.000, 8.000, 3.000, 89.000, 33130, 1, , 
198, 39.4, 7.000, 9.000, 6.000, 1.000, 87.000, 30261, 1, , 
199, 39.6, 11.000, 3.000, 14.000, 6.000, 79.000, 30484, 1, , 
200, 39.8, 3.000, 3.000, 12.000, 6.000, 74.000, 30262, 1, , 
201, 40.0, 7.000, 5.000, 9.000, 4.000, 71.000, 32219, 1, , 
202, 40.2, 13.000, 3.000, 13.000, 6.000, 73.000, 28640, 1, , 
203, 40.4, 14.000, 3.000, 8.000, 3.000, 77.000, 33435, 1, , 
204, 40.6, 12.000, 2.000, 7.000, 3.000, 87.000, 35415, 1, , 
205, 40.8, 9.000, 4.000, 10.000, 5.000, 74.000, 30430, 1, , 
206, 41.0, 10.000, 9.000, 16.000, 2.000, 90.000, 30383, 1, , 
207, 41.2, 9.000, 6.000, 8.000, 3.000, 75.000, 27752, 1, , 
208, 41.4, 7.000, 3.000, 13.000, 2.000, 88.000, 34223, 1, , 
209, 41.6, 6.000, 4.000, 10.000, 8.000, 68.000, 33074, 1, , 
210, 41.8, 12.000, 4.000, 10.000, 6.000, 91.000, 29908, 1, , 
211, 42.0, 6.000, 5.000, 15.000, 3.000, 103.000, 31273, 1, , 
212, 42.2, 9.000, 5.000, 11.000, 6.000, 82.000, 32851, 1, , 
213, 42.4, 11.000, 3.000, 13.000, 4.000, 86.000, 31899, 1, , 
214, 42.6, 11.000, 6.000, 8.000, 5.000, 71.000, 32558, 1, , 
215, 42.8, 9.000, 11.000, 9.000, 4.000, 72.000, 32534, 1, , 
216, 43.0, 10.000, 4.000, 8.000, 6.000, 86.000, 32462, 1, , 
217, 43.2, 9.000, 4.000, 12.000, 2.000, 80.000, 32061, 1, , 
218, 43.4, 3.000, 5.000, 10.000, 6.000, 86.000, 31310, 1, , 
219, 43.6, 8.000, 8.000, 9.000, 6.000, 89.000, 33042, 1, , 
220, 43.8, 9.000, 5.000, 8.000, 4.000, 76.000, 34166, 1, , 
221, 44.0, 9.000, 6.000, 10.000, 3.000, 81.000, 31770, 1, , 
222, 44.2, 12.000, 1.000, 8.000, 4.000, 85.000, 31825, 1, , 
223, 44.4, 7.000, 0.000, 18.000, 5.000, 95.000, 33953, 1, , 
224, 44.6, 4.000, 4.000, 12.000, 4.000, 71.000, 31369, 1, , 
225, 44.8, 8.000, 4.000, 10.000, 4.000, 69.000, 31563, 1, , 
226, 45.0, 13.000, 5.000, 13.000, 5.000, 74.000, 30982, 1, , 
227, 45.2, 11.000, 3.000, 11.000, 4.000, 68.000, 27983, 1, , 
228, 45.4, 6.000, 4.000, 15.000, 3.000, 77.000, 30682, 1, , 
229, 45.6, 8.000, 3.000, 14.000, 3.000, 90.000, 31402, 1, , 
230, 45.8, 9.000, 9.000, 10.000, 6.000, 81.000, 32260, 1, , 
231, 46.0, 13.000, 2.000, 11.000, 4.000, 61.000, 29534, 1, , 
232, 46.2, 5.000, 7.000, 9.000, 5.000, 98.000, 27610, 1, , 
233, 46.4, 8.000, 3.000, 17.000, 4.000, 83.000, 31534, 1, , 
234, 46.6, 6.000, 3.000, 8.000, 2.000, 86.000, 31577, 1, , 
235, 46.8, 9.000, 1.000, 6.000, 6.000, 93.000, 31903, 1, , 
236, 47.0, 12.000, 4.000, 8.000, 4.000, 68.000, 33661, 1, , 
237, 47.2, 7.000, 7.000, 16.000, 5.000, 86.000, 34593, 1, , 
238, 47.4, 6.000, 7.000, 15.000, 6.000, 89.000, 32401, 1, , 
239, 47.6, 12.000, 3.000, 7.000, 4.000, 71.000, 33108, 1, , 
240, 47.8, 13.000, 2.000, 6.000, 7.000, 88.000, 29992, 1, , 
241, 48.0, 10.000, 4.000, 6.000, 7.000, 88.000, 32805, 1, , 
242, 48.2, 13.000, 6.000, 12.000, 0.000, 89.000, 33078, 1, , 
243, 48.4, 12.000, 6.000, 8.000, 3.000, 77.000, 29773, 1, , 
244, 48.6, 11.000, 4.000, 10.000, 2.000, 77.000, 30381, 1, , 
245, 48.8, 8.000, 2.000, 11.000, 6.000, 92.000, 32039, 1, , 
246, 49.0, 13.000, 3.000, 9.000, 4.000, 84.000, 29683, 1, , 
247, 49.2, 8.000, 4.000, 14.000, 7.000, 70.000, 30101, 1, , 
248, 49.4, 15.000, 0.000, 10.000, 2.000, 93.000, 27244, 1, , 
249, 49.6, 11.000, 2.000, 15.000, 7.000, 75.000, 33327, 1, , 
250, 49.8, 7.000, 8.000, 11.000, 3.000, 77.000, 32097, 1, , 
251, 50.0, 8.000, 6.000, 13.000, 7.000, 66.000, 28952, 1, , 
252, 50.2, 13.000, 4.000, 6.000, 5.000, 84.000, 29917, 1, , 
253, 50.4, 14.000, 1.000, 13.000, 5.000, 78.000, 31272, 1, , 
254, 50.6, 13.000, 4.000, 11.000, 4.000, 92.000, 29621, 1, , 
255, 50.8, 8.000, 1.000, 12.000, 4.000, 73.000, 30051, 1, , 
256, 51.0, 9.000, 4.000, 9.000, 5.000, 78.000, 33252, 1, , 
257, 51.2, 10.000, 2.000, 11.000, 8.000, 81.000, 32052, 1, , 
258, 51.4, 8.000, 4.000, 5.000, 3.000, 77.000, 31143, 1, , 
259, 51.6, 13.000, 4.000, 10.000, 7.000, 84.000, 29196, 1, , 
260, 51.8, 9.000, 2.000, 11.000, 1.000, 92.000, 31888, 1, , 
261, 52.0, 8.000, 4.000, 11.000, 3.000, 96.000, 27367, 1, , 
262, 52.2, 7.000, 4.000, 12.000, 5.000, 92.000, 33571, 1, , 
263, 52.4, 9.000, 3.000, 12.000, 4.000, 82.000, 31737, 1, , 
264, 52.6, 8.000, 3.000, 13.000, 2.000, 87.000, 30144, 1, , 
265, 52.8, 17.000, 2.000, 9.000, 7.000, 88.000, 25835, 1, , 
266, 53.0, 4.000, 3.000, 7.000, 2.000, 88.000, 31698, 1, , 
267, 53.2, 12.000, 7.000, 7.000, 8.000, 68.000, 30555, 1, , 
268, 53.4, 10.000, 4.000, 14.000, 2.000, 67.000, 28114, 1, , 
269, 53.6, 9.000, 4.000, 10.000, 1.000, 81.000, 27617, 1, , 
270, 53.8, 13.000, 5.000, 13.000, 4.000, 71.000, 30149, 1, , 
271, 54.0, 5.000, 6.000, 7.000, 2.000, 82.000, 31828, 1, , 
272, 54.2, 7.000, 4.000, 11.000, 4.000, 79.000, 31912, 1, , 
273, 54.4, 8.000, 4.000, 11.000, 6.000, 91.000, 30283, 1, , 
274, 54.6, 17.000, 7.000, 6.000, 2.000, 95.000, 27166, 1, , 
275, 54.8, 9.000, 3.000, 9.000, 2.000, 91.000, 32044, 1, , 
276, 55.0, 15.000, 3.000, 7.000, 1.000, 89.000, 33008, 1, , 
277, 55.2, 8.000, 2.000, 6.000, 2.000, 102.000, 30458, 1, , 
278, 55.4, 10.000, 5.000, 10.000, 3.000, 72.000, 30918, 1, , 
279, 55.6, 12.000, 5.000, 10.000, 3.000, 92.000, 33375, 1, , 
280, 55.8, 7.000, 3.000, 9.000, 6.000, 81.000, 31426, 1, , 
281, 56.0, 6.000, 5.000, 6.000, 3.000, 92.000, 30478, 1, , 
282, 56.2, 12.000, 6.000, 4.000, 4.000, 93.000, 28361, 1, , 
283, 56.4, 10.000, 5.000, 13.000, 6.000, 93.000, 32105, 1, , 
284, 56.6, 9.000, 5.000, 8.000, 2.000, 94.000, 35697, 1, , 
285, 56.8, 11.000, 3.000, 12.000, 6.000, 86.000, 33419, 1, , 
286, 57.0, 11.000, 3.000, 10.000, 4.000, 79.000, 28396, 1, , 
287, 57.2, 13.000, 2.000, 12.000, 7.000, 81.000, 32811, 1, , 
288, 57.4, 10.000, 2.000, 7.000, 5.000, 88.000, 29776, 1, , 
289, 57.6, 11.000, 7.000, 6.000, 4.000, 74.000, 31160, 1, , 
290, 57.8, 10.000, 3.000, 16.000, 3.000, 80.000, 32941, 1, , 
291, 58.0, 14.000, 4.000, 10.000, 4.000, 79.000, 31437, 1, , 
292, 58.2, 4.000, 11.000, 6.000, 4.000, 81.000, 29562, 1, , 
293, 58.4, 10.000, 5.000, 8.000, 4.000, 75.000, 30953, 1, , 
294, 58.6, 9.000, 3.000, 14.000, 7.000, 74.000, 29648, 1, , 
295, 58.8, 13.000, 4.000, 8.000, 5.000, 87.000, 31270, 1, , 
296, 59.0, 8.000, 3.000, 9.000, 3.000, 92.000, 32420, 1, , 
297, 59.2, 10.000, 5.000, 5.000, 8.000, 79.000, 31311, 1, , 
298, 59.4, 12.000, 5.000, 12.000, 5.000, 78.000, 34460, 1, , 
299, 59.6, 10.000, 3.000, 8.000, 3.000, 91.000, 30744, 1, , 
300, 59.8, 16.000, 0.000, 7.000, 3.000, 81.000, 31891, 1, , 
301, 60.0, 14.000, 2.000, 13.000, 8.000, 70.000, 28995, 1, , 
302, 60.2, 10.000, 4.000, 9.000, 2.000, 84.000, 26780, 1, , 
303, 60.4, 8.000, 3.000, 9.000, 5.000, 85.000, 33374, 1, , 
304, 60.6, 14.000, 5.000, 15.000, 5.000, 81.000, 34798, 1, , 
305, 60.8, 8.000, 3.000, 2.000, 4.000, 81.000, 33188, 1, , 
306, 61.0, 12.000, 7.000, 12.000, 5.000, 95.000, 27034, 1, , 
307, 61.2, 8.000, 5.000, 10.000, 8.000, 83.000, 31759, 1, , 
308, 61.4, 5.000, 5.000, 9.000, 3.000, 87.000, 30735, 1, , 
309, 61.6, 8.000, 5.000, 12.000, 3.000, 86.000, 32953, 1, , 
310, 61.8, 14.000, 3.000, 17.000, 2.000, 72.000, 34022, 1, , 
311, 62.0, 13.000, 6.000, 10.000, 6.000, 78.000, 34178, 1, , 
312, 62.2, 4.000, 3.000, 16.000, 3.000, 81.000, 29920, 1, , 
313, 62.4, 6.000, 4.000, 13.000, 3.000, 72.000, 29282, 1, , 
314, 62.6, 14.000, 2.000, 16.000, 4.000, 88.000, 30775, 1, , 
315, 62.8, 7.000, 4.000, 12.000, 5.000, 94.000, 31758, 1, , 
316, 63.0, 11.000, 4.000, 9.000, 4.000, 74.000, 32715, 1, , 
317, 63.2, 8.000, 3.000, 12.000, 1.000, 91.000, 30787, 1, , 
318, 63.4, 10.000, 5.000, 7.000, 3.000, 81.000, 30946, 1, , 
319, 63.6, 8.000, 1.000, 10.000, 6.000, 87.000, 32252, 1, , 
320, 63.8, 7.000, 4.000, 13.000, 4.000, 69.000, 33099, 1, , 
321, 64.0, 10.000, 2.000, 10.000, 3.000, 72.000, 34990, 1, , 
322, 64.2, 12.000, 5.000, 9.000, 3.000, 91.000, 30834, 1, , 
323, 64.4, 10.000, 2.000, 15.000, 3.000, 68.000, 33434, 1, , 
324, 64.6, 9.000, 5.000, 10.000, 3.000, 85.000, 30909, 1, , 
325, 64.8, 11.000, 6.000, 8.000, 3.000, 72.000, 33665, 1, , 
326, 65.0, 12.000, 2.000, 9.000, 4.000, 74.000, 30167, 1, , 
327, 65.2, 12.000, 2.000, 10.000, 2.000, 80.000, 28172, 1, , 
328, 65.4, 8.000, 3.000, 9.000, 6.000, 86.000, 31568, 1, , 
