Distance_(nm)	Gray_Value
0.000	6860.456
0.371	6833.391
0.742	6819.143
1.112	6880.251
1.483	6974.467
1.854	6892.405
2.225	6908.900
2.595	6803.688
2.966	6793.933
3.337	6809.014
3.708	6809.425
4.078	6828.951
4.449	6880.885
4.820	6807.085
5.191	6758.164
5.561	6907.021
5.932	6882.892
6.303	6755.166
6.674	6744.301
7.045	6729.693
7.415	6740.029
7.786	6611.762
8.157	6667.829
8.528	6664.171
8.898	6718.080
9.269	6754.671
9.640	6647.544
10.011	6733.067
10.381	6719.467
10.752	6758.145
11.123	6804.514
11.494	6722.252
11.864	6725.652
12.235	6704.903
12.606	6614.793
12.977	6511.083
13.348	6496.287
13.718	6530.903
14.089	6531.391
14.460	6514.804
14.831	6610.779
15.201	6732.917
15.572	6686.485
15.943	6763.751
16.314	6806.628
16.684	6806.474
17.055	6821.422
17.426	6764.089
17.797	6607.080
18.168	6605.478
18.538	6669.592
18.909	6747.026
19.280	6842.050
19.651	6834.798
20.021	6956.167
20.392	6873.254
20.763	6870.679
21.134	6853.459
21.504	6766.360
21.875	6820.770
22.246	6792.863
22.617	6776.327
22.987	6752.586
23.358	6799.541
23.729	6705.553
24.100	6702.303
24.471	6665.324
24.841	6749.343
25.212	6809.296
25.583	6794.797
25.954	6800.450
26.324	6815.914
26.695	6859.265
27.066	6837.547
27.437	6807.952
27.807	6872.740
28.178	6946.220
28.549	7016.457
28.920	6973.568
29.290	7000.688
29.661	7028.709
30.032	6963.079
30.403	6899.363
30.774	6846.469
31.144	6786.692
31.515	6668.408
31.886	6652.604
32.257	6609.190
32.627	6512.503
32.998	6559.617
33.369	6525.581
33.740	6421.551
34.110	6338.576
34.481	6445.922
34.852	6395.062
35.223	6346.183
35.593	6421.163
35.964	6405.581
36.335	6403.614
36.706	6430.549
37.077	6473.810
37.447	6600.888
37.818	6770.279
38.189	6826.026
38.560	6833.991
38.930	6842.530
39.301	6857.083
39.672	6748.257
40.043	6708.160
40.413	6597.783
40.784	6727.752
41.155	6604.783
41.526	6564.005
41.897	6578.151
42.267	6555.319
42.638	6671.059
43.009	6781.593
43.380	6978.376
43.750	7156.966
44.121	7309.417
44.492	7388.179
44.863	7344.035
45.233	7125.188
45.604	6864.661
45.975	6712.930
46.346	6575.574
46.716	6542.602
47.087	6537.925
47.458	6651.005
47.829	6742.954
48.200	6794.673
48.570	6870.459
48.941	6776.312
49.312	6731.431
49.683	6623.494
50.053	6471.425
50.424	6472.139
50.795	6511.255
51.166	6583.587
51.536	6621.220
51.907	6594.778
52.278	6523.241
52.649	6478.324
53.019	6372.986
53.390	6428.583
53.761	6442.384
54.132	6521.622
54.503	6700.400
54.873	6668.348
55.244	6722.337
55.615	6701.008
55.986	6677.857
56.356	6579.555
56.727	6286.333
57.098	6213.770
57.469	6213.844
57.839	6352.153
58.210	6393.938
58.581	6352.114
58.952	6215.707
59.322	6103.746
59.693	5972.830
60.064	5926.838
60.435	6129.289
60.806	6232.330
61.176	6236.426
61.547	6181.857
61.918	6093.759
62.289	6107.697
62.659	6121.674
63.030	6120.882
63.401	6046.578
63.772	5896.456
64.142	5821.455
64.513	5716.396
64.884	5624.381
65.255	5587.139
65.626	5517.541
65.996	5523.154
66.367	5565.462
66.738	5645.439
67.109	5652.854
67.479	5595.091
67.850	5438.709
68.221	5225.177
68.592	5021.247
68.962	4911.022
69.333	4896.202
69.704	4882.387
70.075	4884.200
70.445	4792.505
70.816	4736.790
71.187	4755.828
71.558	4737.424
71.929	4689.081
72.299	4602.267
72.670	4488.780
73.041	4322.527
73.412	4185.757
73.782	4001.307
74.153	3899.250
74.524	3769.933
74.895	3733.961
75.265	3707.478
75.636	3683.898
76.007	3624.778
76.378	3613.982
76.748	3591.153
77.119	3568.838
77.490	3580.611
77.861	3561.974
78.232	3656.659
78.602	3629.443
78.973	3627.287
79.344	3642.616
79.715	3604.010
80.085	3634.770
80.456	3699.876
80.827	3737.470
81.198	3758.494
81.568	3754.307
81.939	3774.631
82.310	3804.442
82.681	3846.199
83.051	3926.819
83.422	3924.345
83.793	3951.444
84.164	3970.700
84.535	4071.375
84.905	4133.167
85.276	4197.075
85.647	4240.467
86.018	4220.333
86.388	4306.179
86.759	4416.743
87.130	4447.627
87.501	4493.193
87.871	4611.385
88.242	4708.897
88.613	4754.305
88.984	4725.520
89.355	4746.013
89.725	4683.770
90.096	4804.471
90.467	4826.214
90.838	4811.736
91.208	4858.857
91.579	5071.270
91.950	5169.406
92.321	5251.555
92.691	5306.678
93.062	5443.250
93.433	5526.797
93.804	5483.544
94.174	5425.558
94.545	5419.278
94.916	5458.782
95.287	5311.050
95.658	5331.154
96.028	5327.046
96.399	5372.824
96.770	5410.874
97.141	5349.397
97.511	5387.143
97.882	5462.558
98.253	5461.470
98.624	5441.072
98.994	5533.169
99.365	5612.066
99.736	5619.108
100.107	5559.752
100.477	5502.416
100.848	5442.255
101.219	5380.606
101.590	5500.876
101.961	5511.987
102.331	5533.281
102.702	5682.624
103.073	5730.052
103.444	5760.121
103.814	5733.342
104.185	5578.870
104.556	5560.408
104.927	5510.661
105.297	5666.506
105.668	5755.380
106.039	5742.514
106.410	5679.464
106.780	5628.561
107.151	5557.070
107.522	5488.511
107.893	5398.281
108.264	5470.375
108.634	5546.969
109.005	5750.785
109.376	5721.439
109.747	5759.516
110.117	5618.479
110.488	5507.542
110.859	5524.009
111.230	5456.671
111.600	5393.784
111.971	5429.684
112.342	5425.097
112.713	5468.703
113.084	5592.012
113.454	5699.136
113.825	5805.802
114.196	5873.186
114.567	5705.857
114.937	5645.456
115.308	5612.338
115.679	5648.731
116.050	5695.701
116.420	5674.476
116.791	5696.556
117.162	5672.383
117.533	5722.614
117.903	5650.504
118.274	5589.200
118.645	5668.875
119.016	5744.147
119.387	5728.147
119.757	5674.100
120.128	5499.764
120.499	5471.442
120.870	5484.983
121.240	5546.380
121.611	5477.906
121.982	5424.429
122.353	5429.359
122.723	5430.044
123.094	5426.173
123.465	5470.330
123.836	5559.169
124.206	5742.684
124.577	5795.557
124.948	5721.996
125.319	5581.332
125.690	5483.116
126.060	5455.328
126.431	5403.897
126.802	5457.950
127.173	5593.727
127.543	5788.999
127.914	5826.803
128.285	5853.577
128.656	5656.519
129.026	5564.184
129.397	5497.280
129.768	5456.433
130.139	5442.925
130.509	5467.099
130.880	5499.392
131.251	5569.641
131.622	5644.502
131.993	5706.423
132.363	5727.850
132.734	5734.024
133.105	5627.782
133.476	5547.986
133.846	5532.258
134.217	5505.975
134.588	5617.241
134.959	5613.616
135.329	5637.952
135.700	5696.924
136.071	5726.562
136.442	5754.586
136.812	5727.652
137.183	5750.138
137.554	5835.755
137.925	5855.749
138.296	5891.750
138.666	5810.528
139.037	5784.805
139.408	5673.509
139.779	5645.035
140.149	5730.679
140.520	5802.803
140.891	5709.945
141.262	5589.087
141.632	5582.827
142.003	5513.791
142.374	5578.878
142.745	5478.222
143.116	5476.756
143.486	5396.271
143.857	5397.269
144.228	5410.897
144.599	5399.463
144.969	5495.715
145.340	5599.236
145.711	5596.290
146.082	5631.325
146.452	5706.993
146.823	5736.784
147.194	5718.045
147.565	5694.890
147.935	5715.062
148.306	5722.840
148.677	5652.697
149.048	5574.347
149.419	5630.073
149.789	5563.544
150.160	5522.213
150.531	5569.458
150.902	5639.475
151.272	5674.115
151.643	5638.367
152.014	5591.268
152.385	5539.396
152.755	5555.164
153.126	5536.948
153.497	5601.919
153.868	5591.266
154.238	5609.016
154.609	5604.520
154.980	5606.476
155.351	5551.345
