69, 13.6, 20.000, 17.000, 39.000, 3.000, 11.000, 8.000, 38.000, 137.000, 5.000, 55023, 2, , 
70, 13.8, 24.000, 25.000, 33.000, 4.000, 7.000, 9.000, 32.000, 136.000, 5.000, 50714, 2, , 
71, 14.0, 34.000, 25.000, 48.000, 6.000, 10.000, 10.000, 38.000, 154.000, 4.000, 54098, 2, , 
72, 14.2, 26.000, 32.000, 40.000, 3.000, 6.000, 9.000, 39.000, 162.000, 5.000, 52484, 2, , 
73, 14.4, 17.000, 23.000, 36.000, 18.000, 9.000, 7.000, 26.000, 127.000, 7.000, 52577, 2, , 
74, 14.6, 22.000, 22.000, 32.000, 8.000, 4.000, 8.000, 35.000, 136.000, 3.000, 49742, 2, , 
75, 14.8, 21.000, 17.000, 38.000, 7.000, 6.000, 6.000, 31.000, 114.000, 6.000, 52803, 2, , 
76, 15.0, 22.000, 22.000, 30.000, 11.000, 5.000, 5.000, 41.000, 121.000, 4.000, 52086, 2, , 
77, 15.2, 32.000, 24.000, 41.000, 9.000, 9.000, 7.000, 33.000, 136.000, 2.000, 53849, 2, , 
78, 15.4, 20.000, 17.000, 49.000, 8.000, 8.000, 7.000, 35.000, 139.000, 2.000, 53049, 2, , 
79, 15.6, 14.000, 17.000, 38.000, 3.000, 8.000, 4.000, 36.000, 140.000, 2.000, 50135, 2, , 
80, 15.8, 19.000, 14.000, 34.000, 9.000, 5.000, 11.000, 35.000, 140.000, 4.000, 53812, 2, , 
81, 16.0, 10.000, 17.000, 39.000, 11.000, 8.000, 5.000, 35.000, 130.000, 3.000, 53677, 2, , 
82, 16.2, 32.000, 14.000, 31.000, 6.000, 7.000, 11.000, 27.000, 139.000, 3.000, 55225, 2, , 
83, 16.4, 21.000, 23.000, 49.000, 12.000, 5.000, 4.000, 43.000, 143.000, 3.000, 54274, 2, , 
84, 16.6, 18.000, 18.000, 32.000, 11.000, 5.000, 14.000, 21.000, 132.000, 4.000, 53637, 2, , 
85, 16.8, 20.000, 20.000, 36.000, 5.000, 4.000, 4.000, 32.000, 141.000, 2.000, 52170, 2, , 
86, 17.0, 23.000, 15.000, 33.000, 4.000, 6.000, 4.000, 39.000, 165.000, 3.000, 55128, 2, , 
87, 17.2, 27.000, 23.000, 36.000, 7.000, 8.000, 6.000, 32.000, 151.000, 3.000, 53387, 2, , 
88, 17.4, 17.000, 22.000, 39.000, 3.000, 2.000, 4.000, 37.000, 136.000, 1.000, 56960, 2, , 
89, 17.6, 18.000, 15.000, 41.000, 11.000, 8.000, 6.000, 25.000, 131.000, 2.000, 57663, 2, , 
90, 17.8, 23.000, 21.000, 40.000, 11.000, 4.000, 6.000, 31.000, 127.000, 3.000, 56397, 2, , 
91, 18.0, 26.000, 27.000, 40.000, 3.000, 3.000, 7.000, 29.000, 132.000, 5.000, 53479, 2, , 
92, 18.2, 27.000, 17.000, 35.000, 4.000, 7.000, 7.000, 34.000, 132.000, 1.000, 53965, 2, , 
93, 18.4, 23.000, 15.000, 44.000, 1.000, 9.000, 6.000, 40.000, 162.000, 3.000, 54083, 2, , 
94, 18.6, 17.000, 24.000, 53.000, 7.000, 8.000, 7.000, 31.000, 127.000, 5.000, 52492, 2, , 
95, 18.8, 19.000, 28.000, 41.000, 9.000, 10.000, 8.000, 24.000, 144.000, 1.000, 55117, 2, , 
96, 19.0, 22.000, 21.000, 40.000, 2.000, 7.000, 5.000, 36.000, 136.000, 3.000, 55086, 2, , 
97, 19.2, 18.000, 20.000, 37.000, 6.000, 4.000, 7.000, 30.000, 138.000, 3.000, 52497, 2, , 
98, 19.4, 17.000, 16.000, 38.000, 4.000, 8.000, 2.000, 25.000, 133.000, 5.000, 57009, 2, , 
99, 19.6, 29.000, 26.000, 34.000, 6.000, 8.000, 6.000, 33.000, 133.000, 6.000, 54723, 2, , 
100, 19.8, 23.000, 23.000, 48.000, 10.000, 10.000, 11.000, 32.000, 140.000, 2.000, 57077, 2, , 
101, 20.0, 17.000, 24.000, 24.000, 8.000, 9.000, 4.000, 42.000, 124.000, 2.000, 53176, 2, , 
102, 20.2, 24.000, 19.000, 37.000, 7.000, 10.000, 5.000, 27.000, 137.000, 3.000, 46256, 2, , 
103, 20.4, 22.000, 15.000, 36.000, 3.000, 4.000, 7.000, 27.000, 116.000, 5.000, 54989, 2, , 
104, 20.6, 24.000, 15.000, 24.000, 4.000, 4.000, 4.000, 38.000, 130.000, 0.000, 52903, 2, , 
105, 20.8, 26.000, 29.000, 31.000, 5.000, 8.000, 6.000, 29.000, 140.000, 2.000, 54960, 2, , 
106, 21.0, 27.000, 15.000, 43.000, 9.000, 11.000, 6.000, 37.000, 142.000, 3.000, 56665, 2, , 
107, 21.2, 23.000, 23.000, 38.000, 7.000, 7.000, 7.000, 41.000, 147.000, 4.000, 55891, 2, , 
108, 21.4, 37.000, 14.000, 49.000, 6.000, 7.000, 10.000, 32.000, 117.000, 4.000, 53949, 2, , 
109, 21.6, 26.000, 21.000, 40.000, 9.000, 5.000, 6.000, 34.000, 128.000, 5.000, 52654, 2, , 
110, 21.8, 26.000, 16.000, 40.000, 6.000, 5.000, 9.000, 36.000, 131.000, 4.000, 55332, 2, , 
111, 22.0, 20.000, 18.000, 53.000, 14.000, 7.000, 6.000, 38.000, 124.000, 2.000, 56672, 2, , 
112, 22.2, 21.000, 21.000, 29.000, 7.000, 8.000, 5.000, 37.000, 140.000, 3.000, 55072, 2, , 
113, 22.4, 26.000, 27.000, 31.000, 3.000, 6.000, 7.000, 38.000, 119.000, 2.000, 53979, 2, , 
114, 22.6, 27.000, 16.000, 44.000, 5.000, 9.000, 5.000, 27.000, 118.000, 5.000, 56936, 2, , 
115, 22.8, 25.000, 19.000, 42.000, 6.000, 8.000, 9.000, 39.000, 138.000, 3.000, 51402, 2, , 
116, 23.0, 25.000, 22.000, 28.000, 5.000, 8.000, 6.000, 43.000, 145.000, 2.000, 52386, 2, , 
117, 23.2, 23.000, 27.000, 38.000, 4.000, 5.000, 6.000, 39.000, 125.000, 2.000, 55462, 2, , 
118, 23.4, 26.000, 21.000, 41.000, 7.000, 8.000, 7.000, 42.000, 128.000, 3.000, 59201, 2, , 
119, 23.6, 27.000, 31.000, 27.000, 8.000, 7.000, 20.000, 30.000, 130.000, 6.000, 54441, 2, , 
120, 23.8, 16.000, 17.000, 34.000, 7.000, 2.000, 5.000, 42.000, 145.000, 2.000, 54904, 2, , 
121, 24.0, 29.000, 20.000, 36.000, 7.000, 7.000, 3.000, 25.000, 124.000, 4.000, 52162, 2, , 
122, 24.2, 20.000, 31.000, 38.000, 7.000, 7.000, 7.000, 34.000, 132.000, 1.000, 55950, 2, , 
123, 24.4, 20.000, 19.000, 41.000, 8.000, 12.000, 5.000, 36.000, 151.000, 0.000, 55401, 2, , 
124, 24.6, 28.000, 18.000, 43.000, 8.000, 2.000, 12.000, 36.000, 153.000, 2.000, 59979, 2, , 
125, 24.8, 31.000, 19.000, 34.000, 6.000, 4.000, 11.000, 30.000, 124.000, 4.000, 53569, 2, , 
126, 25.0, 18.000, 17.000, 31.000, 10.000, 8.000, 9.000, 30.000, 140.000, 7.000, 51106, 2, , 
127, 25.2, 19.000, 16.000, 29.000, 2.000, 6.000, 6.000, 25.000, 137.000, 8.000, 51591, 2, , 
128, 25.4, 31.000, 20.000, 55.000, 6.000, 9.000, 12.000, 33.000, 153.000, 2.000, 49590, 2, , 
129, 25.6, 26.000, 26.000, 44.000, 10.000, 4.000, 3.000, 38.000, 141.000, 3.000, 54704, 2, , 
130, 25.8, 34.000, 16.000, 46.000, 4.000, 6.000, 10.000, 34.000, 124.000, 4.000, 54107, 2, , 
131, 26.0, 29.000, 14.000, 36.000, 6.000, 9.000, 8.000, 34.000, 133.000, 5.000, 54244, 2, , 
132, 26.2, 20.000, 26.000, 48.000, 2.000, 9.000, 7.000, 40.000, 168.000, 1.000, 51968, 2, , 
133, 26.4, 23.000, 24.000, 37.000, 4.000, 6.000, 4.000, 26.000, 117.000, 3.000, 55602, 2, , 
134, 26.6, 21.000, 23.000, 34.000, 9.000, 7.000, 7.000, 36.000, 147.000, 3.000, 52869, 2, , 
135, 26.8, 23.000, 24.000, 39.000, 7.000, 4.000, 11.000, 41.000, 127.000, 3.000, 55773, 2, , 
136, 27.0, 20.000, 22.000, 35.000, 8.000, 9.000, 5.000, 34.000, 139.000, 7.000, 53746, 2, , 
137, 27.2, 23.000, 25.000, 40.000, 4.000, 6.000, 5.000, 41.000, 124.000, 4.000, 57393, 2, , 
138, 27.4, 18.000, 20.000, 39.000, 4.000, 13.000, 5.000, 32.000, 136.000, 1.000, 52714, 2, , 
139, 27.6, 17.000, 26.000, 31.000, 6.000, 7.000, 6.000, 23.000, 125.000, 4.000, 56498, 2, , 
140, 27.8, 27.000, 14.000, 31.000, 7.000, 15.000, 10.000, 26.000, 136.000, 3.000, 52700, 2, , 
141, 28.0, 25.000, 23.000, 35.000, 9.000, 8.000, 8.000, 27.000, 131.000, 2.000, 56471, 2, , 
142, 28.2, 28.000, 25.000, 43.000, 7.000, 6.000, 11.000, 29.000, 141.000, 2.000, 52752, 2, , 
143, 28.4, 23.000, 27.000, 39.000, 7.000, 14.000, 4.000, 31.000, 151.000, 1.000, 54480, 2, , 
144, 28.6, 27.000, 27.000, 38.000, 7.000, 9.000, 7.000, 28.000, 147.000, 5.000, 49996, 2, , 
145, 28.8, 27.000, 24.000, 51.000, 6.000, 6.000, 6.000, 38.000, 132.000, 9.000, 51390, 2, , 
146, 29.0, 17.000, 21.000, 38.000, 7.000, 7.000, 5.000, 31.000, 127.000, 1.000, 52295, 2, , 
147, 29.2, 28.000, 20.000, 30.000, 5.000, 10.000, 4.000, 33.000, 128.000, 3.000, 48786, 2, , 
148, 29.4, 17.000, 16.000, 31.000, 8.000, 5.000, 6.000, 26.000, 145.000, 3.000, 53492, 2, , 
149, 29.6, 21.000, 15.000, 40.000, 9.000, 6.000, 8.000, 34.000, 137.000, 4.000, 57312, 2, , 
150, 29.8, 26.000, 20.000, 42.000, 6.000, 3.000, 4.000, 28.000, 138.000, 6.000, 54361, 2, , 
151, 30.0, 34.000, 17.000, 40.000, 13.000, 5.000, 7.000, 32.000, 154.000, 1.000, 57370, 2, , 
152, 30.2, 29.000, 26.000, 46.000, 9.000, 5.000, 2.000, 27.000, 133.000, 5.000, 55739, 2, , 
153, 30.4, 18.000, 15.000, 50.000, 9.000, 5.000, 2.000, 24.000, 146.000, 5.000, 56045, 2, , 
154, 30.6, 8.000, 12.000, 17.000, 4.000, 3.000, 2.000, 16.000, 72.000, 0.000, 26355, 2, , 
155, 30.8, 11.000, 8.000, 12.000, 4.000, 5.000, 2.000, 23.000, 76.000, 0.000, 24786, 2, , 
156, 31.0, 11.000, 12.000, 17.000, 2.000, 4.000, 5.000, 20.000, 69.000, 2.000, 30743, 2, , 
157, 31.2, 13.000, 14.000, 19.000, 3.000, 4.000, 2.000, 21.000, 73.000, 1.000, 29709, 2, , 
158, 31.4, 11.000, 7.000, 16.000, 5.000, 7.000, 11.000, 16.000, 65.000, 1.000, 26270, 2, , 
159, 31.6, 9.000, 11.000, 23.000, 2.000, 4.000, 5.000, 21.000, 81.000, 1.000, 28463, 2, , 
160, 31.8, 12.000, 8.000, 16.000, 2.000, 2.000, 5.000, 15.000, 79.000, 1.000, 28738, 2, , 
161, 32.0, 11.000, 7.000, 13.000, 5.000, 3.000, 5.000, 19.000, 70.000, 2.000, 23763, 2, , 
162, 32.2, 13.000, 10.000, 17.000, 5.000, 3.000, 2.000, 21.000, 76.000, 1.000, 26830, 2, , 
163, 32.4, 10.000, 9.000, 17.000, 2.000, 4.000, 3.000, 18.000, 78.000, 2.000, 28871, 2, , 
164, 32.6, 7.000, 12.000, 17.000, 6.000, 6.000, 6.000, 16.000, 62.000, 0.000, 26896, 2, , 
165, 32.8, 16.000, 8.000, 14.000, 5.000, 5.000, 2.000, 25.000, 60.000, 1.000, 26054, 2, , 
166, 33.0, 10.000, 8.000, 17.000, 4.000, 4.000, 0.000, 20.000, 72.000, 2.000, 26815, 2, , 
167, 33.2, 11.000, 14.000, 19.000, 3.000, 3.000, 3.000, 13.000, 80.000, 3.000, 25815, 2, , 
168, 33.4, 9.000, 12.000, 19.000, 5.000, 5.000, 6.000, 15.000, 66.000, 2.000, 28974, 2, , 
169, 33.6, 7.000, 10.000, 16.000, 6.000, 5.000, 5.000, 12.000, 75.000, 4.000, 28042, 2, , 
170, 33.8, 10.000, 11.000, 17.000, 3.000, 2.000, 3.000, 18.000, 80.000, 3.000, 25371, 2, , 
171, 34.0, 10.000, 5.000, 16.000, 4.000, 3.000, 3.000, 17.000, 74.000, 0.000, 26927, 2, , 
172, 34.2, 9.000, 10.000, 17.000, 4.000, 1.000, 4.000, 18.000, 78.000, 3.000, 27660, 2, , 
173, 34.4, 17.000, 7.000, 28.000, 4.000, 5.000, 5.000, 12.000, 56.000, 3.000, 28739, 2, , 
174, 34.6, 11.000, 7.000, 19.000, 6.000, 4.000, 4.000, 18.000, 60.000, 1.000, 24383, 2, , 
175, 34.8, 9.000, 9.000, 13.000, 4.000, 3.000, 3.000, 23.000, 78.000, 3.000, 27651, 2, , 
176, 35.0, 11.000, 12.000, 24.000, 1.000, 1.000, 0.000, 16.000, 73.000, 0.000, 29708, 2, , 
177, 35.2, 9.000, 16.000, 19.000, 3.000, 4.000, 4.000, 23.000, 70.000, 1.000, 27604, 2, , 
178, 35.4, 4.000, 10.000, 14.000, 1.000, 8.000, 3.000, 15.000, 68.000, 1.000, 29115, 2, , 
179, 35.6, 2.000, 19.000, 22.000, 2.000, 3.000, 1.000, 28.000, 65.000, 1.000, 28236, 2, , 
180, 35.8, 10.000, 13.000, 13.000, 1.000, 3.000, 7.000, 16.000, 70.000, 1.000, 28220, 2, , 
181, 36.0, 21.000, 8.000, 20.000, 2.000, 1.000, 3.000, 18.000, 69.000, 4.000, 26892, 2, , 
182, 36.2, 10.000, 9.000, 16.000, 3.000, 7.000, 6.000, 19.000, 78.000, 4.000, 25999, 2, , 
183, 36.4, 9.000, 12.000, 11.000, 1.000, 4.000, 4.000, 15.000, 56.000, 3.000, 29128, 2, , 
184, 36.6, 8.000, 9.000, 21.000, 4.000, 2.000, 5.000, 15.000, 72.000, 1.000, 26135, 2, , 
185, 36.8, 9.000, 8.000, 15.000, 5.000, 7.000, 2.000, 14.000, 72.000, 1.000, 28295, 2, , 
186, 37.0, 18.000, 9.000, 21.000, 2.000, 2.000, 6.000, 22.000, 58.000, 1.000, 29271, 2, , 
187, 37.2, 12.000, 9.000, 27.000, 7.000, 5.000, 3.000, 15.000, 56.000, 4.000, 26697, 2, , 
188, 37.4, 6.000, 6.000, 21.000, 4.000, 4.000, 4.000, 13.000, 66.000, 2.000, 24851, 2, , 
189, 37.6, 9.000, 11.000, 24.000, 3.000, 6.000, 4.000, 19.000, 78.000, 2.000, 27326, 2, , 
190, 37.8, 11.000, 12.000, 16.000, 3.000, 3.000, 4.000, 24.000, 63.000, 2.000, 27929, 2, , 
191, 38.0, 14.000, 9.000, 19.000, 3.000, 1.000, 4.000, 18.000, 72.000, 3.000, 25574, 2, , 
192, 38.2, 9.000, 13.000, 18.000, 1.000, 2.000, 5.000, 17.000, 66.000, 0.000, 30662, 2, , 
193, 38.4, 8.000, 6.000, 21.000, 3.000, 2.000, 4.000, 18.000, 80.000, 2.000, 23478, 2, , 
194, 38.6, 9.000, 12.000, 19.000, 1.000, 1.000, 7.000, 15.000, 73.000, 3.000, 30875, 2, , 
195, 38.8, 8.000, 7.000, 17.000, 8.000, 5.000, 4.000, 20.000, 60.000, 0.000, 27058, 2, , 
196, 39.0, 15.000, 6.000, 20.000, 0.000, 1.000, 4.000, 14.000, 67.000, 6.000, 24783, 2, , 
197, 39.2, 8.000, 6.000, 16.000, 4.000, 6.000, 4.000, 19.000, 67.000, 1.000, 26056, 2, , 
198, 39.4, 13.000, 9.000, 17.000, 1.000, 5.000, 3.000, 19.000, 59.000, 3.000, 30087, 2, , 
199, 39.6, 19.000, 7.000, 18.000, 3.000, 2.000, 0.000, 14.000, 67.000, 0.000, 31911, 2, , 
200, 39.8, 17.000, 11.000, 24.000, 7.000, 6.000, 6.000, 14.000, 60.000, 1.000, 29968, 2, , 
201, 40.0, 10.000, 14.000, 14.000, 4.000, 1.000, 4.000, 21.000, 58.000, 2.000, 25507, 2, , 
202, 40.2, 9.000, 9.000, 28.000, 1.000, 3.000, 6.000, 16.000, 66.000, 1.000, 27528, 2, , 
203, 40.4, 9.000, 11.000, 13.000, 4.000, 6.000, 4.000, 12.000, 66.000, 2.000, 28113, 2, , 
204, 40.6, 12.000, 11.000, 26.000, 2.000, 2.000, 1.000, 14.000, 64.000, 2.000, 29858, 2, , 
205, 40.8, 12.000, 14.000, 14.000, 5.000, 6.000, 3.000, 20.000, 75.000, 2.000, 26868, 2, , 
206, 41.0, 7.000, 13.000, 23.000, 1.000, 5.000, 6.000, 18.000, 68.000, 1.000, 23910, 2, , 
207, 41.2, 16.000, 7.000, 17.000, 6.000, 1.000, 1.000, 18.000, 73.000, 1.000, 26884, 2, , 
208, 41.4, 16.000, 9.000, 22.000, 0.000, 8.000, 5.000, 24.000, 72.000, 1.000, 25986, 2, , 
209, 41.6, 13.000, 12.000, 19.000, 8.000, 2.000, 4.000, 28.000, 69.000, 2.000, 29334, 2, , 
210, 41.8, 11.000, 13.000, 14.000, 6.000, 2.000, 1.000, 15.000, 86.000, 0.000, 28013, 2, , 
211, 42.0, 5.000, 6.000, 20.000, 2.000, 3.000, 1.000, 17.000, 74.000, 1.000, 25847, 2, , 
212, 42.2, 12.000, 13.000, 16.000, 3.000, 2.000, 7.000, 21.000, 78.000, 4.000, 21106, 2, , 
213, 42.4, 9.000, 6.000, 16.000, 6.000, 5.000, 3.000, 12.000, 72.000, 2.000, 28177, 2, , 
214, 42.6, 3.000, 9.000, 20.000, 3.000, 3.000, 2.000, 15.000, 90.000, 2.000, 25597, 2, , 
215, 42.8, 9.000, 9.000, 20.000, 3.000, 4.000, 3.000, 19.000, 68.000, 3.000, 28514, 2, , 
216, 43.0, 14.000, 14.000, 22.000, 5.000, 2.000, 6.000, 17.000, 65.000, 4.000, 29197, 2, , 
217, 43.2, 9.000, 6.000, 26.000, 2.000, 2.000, 4.000, 13.000, 80.000, 2.000, 28102, 2, , 
218, 43.4, 9.000, 7.000, 19.000, 2.000, 1.000, 7.000, 14.000, 66.000, 3.000, 27103, 2, , 
219, 43.6, 13.000, 11.000, 18.000, 2.000, 3.000, 1.000, 15.000, 85.000, 2.000, 27851, 2, , 
220, 43.8, 15.000, 8.000, 15.000, 4.000, 4.000, 1.000, 19.000, 76.000, 0.000, 27780, 2, , 
221, 44.0, 8.000, 9.000, 25.000, 3.000, 1.000, 4.000, 17.000, 73.000, 2.000, 25358, 2, , 
222, 44.2, 5.000, 12.000, 22.000, 1.000, 2.000, 3.000, 14.000, 78.000, 5.000, 25529, 2, , 
